bearing_id,design_id,material_batch_id,manufacturing_batch_id,assembly_id,maintenance_record_id,operation_hours,lubrication_age_ratio,design_risk_score,material_risk_score,manufacturing_risk_score,assembly_risk_score,operation_risk_score,inspection_id,inspection_risk_score,overall_lifecycle_risk,overall_lifecycle_risk_level
BRG-04524,BDES-00061,BMAT-00223,BMAN-00821,BASM-04524,BOPR-04524,3894.5,0.6619,0.201,0.3829,0.247,0.2562,0.452,BINSP-04524,0.2871,0.2971,medium
BRG-04525,BDES-00384,BMAT-00170,BMAN-01195,BASM-04525,BOPR-04525,5768.4,0.4262,0.0305,0.409,0.2734,0.6349,0.3982,BINSP-04525,0.2355,0.3379,medium
BRG-04526,BDES-00612,BMAT-00425,BMAN-00492,BASM-04526,BOPR-04526,1952.6,0.2493,0.149,0.1258,0.233,0.173,0.1863,BINSP-04526,0.1248,0.1709,low
BRG-04527,BDES-00292,BMAT-00285,BMAN-00874,BASM-04527,BOPR-04527,1507.7,1.0,0.1158,0.1481,0.2139,0.368,0.4649,BINSP-04527,0.2326,0.2448,low
BRG-04528,BDES-00716,BMAT-00179,BMAN-00068,BASM-04528,BOPR-04528,2280.1,0.2252,0.0786,0.1059,0.2735,0.0925,0.1285,BINSP-04528,0.1806,0.1495,low
BRG-04529,BDES-00002,BMAT-00481,BMAN-00674,BASM-04529,BOPR-04529,4226.0,0.2144,0.0849,0.2676,0.3188,0.559,0.1377,BINSP-04529,0.2366,0.2844,medium
BRG-04530,BDES-00040,BMAT-00196,BMAN-00748,BASM-04530,BOPR-04530,3590.2,0.5962,0.0516,0.1274,0.2479,0.2526,0.3548,BINSP-04530,0.1399,0.1953,low
BRG-04531,BDES-00210,BMAT-00055,BMAN-00519,BASM-04531,BOPR-04531,806.3,0.2648,0.0871,0.0284,0.3344,0.4181,0.1835,BINSP-04531,0.2038,0.2175,low
BRG-04532,BDES-00163,BMAT-00342,BMAN-00856,BASM-04532,BOPR-04532,2982.1,0.3872,0.3141,0.1727,0.1385,0.1636,0.2134,BINSP-04532,0.161,0.1892,low
BRG-04533,BDES-00328,BMAT-00293,BMAN-00382,BASM-04533,BOPR-04533,6546.0,0.32,0.031,0.4417,0.1705,0.1783,0.3459,BINSP-04533,0.2462,0.2324,low
BRG-04534,BDES-00716,BMAT-00176,BMAN-00411,BASM-04534,BOPR-04534,2373.4,0.6787,0.0786,0.1042,0.269,0.2683,0.3334,BINSP-04534,0.1644,0.2027,low
BRG-04535,BDES-00391,BMAT-00233,BMAN-00124,BASM-04535,BOPR-04535,2326.4,0.478,0.07,0.2783,0.3277,0.3039,0.2659,BINSP-04535,0.1989,0.252,medium
BRG-04536,BDES-00736,BMAT-00123,BMAN-00135,BASM-04536,BOPR-04536,2311.7,0.2975,0.3029,0.1358,0.2449,0.2513,0.2288,BINSP-04536,0.2065,0.2277,low
BRG-04537,BDES-00098,BMAT-00078,BMAN-01084,BASM-04537,BOPR-04537,2963.3,0.3906,0.0,0.2471,0.3294,0.1754,0.3467,BINSP-04537,0.2731,0.229,low
BRG-04538,BDES-00551,BMAT-00426,BMAN-01040,BASM-04538,BOPR-04538,5758.9,0.1604,0.2863,0.4835,0.2901,0.3174,0.2187,BINSP-04538,0.2764,0.3231,medium
BRG-04539,BDES-00675,BMAT-00328,BMAN-01038,BASM-04539,BOPR-04539,4501.4,0.3582,0.2245,0.4494,0.4028,0.1531,0.272,BINSP-04539,0.2595,0.3086,medium
BRG-04540,BDES-00523,BMAT-00216,BMAN-00990,BASM-04540,BOPR-04540,6497.8,0.6781,0.1871,0.3547,0.2211,0.5012,0.489,BINSP-04540,0.2527,0.3281,medium
BRG-04541,BDES-00665,BMAT-00391,BMAN-00815,BASM-04541,BOPR-04541,7805.9,0.2418,0.0,0.2468,0.276,0.2524,0.323,BINSP-04541,0.2065,0.2204,low
BRG-04542,BDES-00013,BMAT-00400,BMAN-00993,BASM-04542,BOPR-04542,4174.1,0.3561,0.122,0.1723,0.286,0.2891,0.2513,BINSP-04542,0.2025,0.2251,low
BRG-04543,BDES-00487,BMAT-00084,BMAN-00996,BASM-04543,BOPR-04543,4701.3,0.5093,0.2922,0.3836,0.5519,0.5151,0.3804,BINSP-04543,0.3065,0.4249,medium
BRG-04544,BDES-00800,BMAT-00267,BMAN-00672,BASM-04544,BOPR-04544,3058.9,0.2411,0.1979,0.3797,0.2627,0.2454,0.3075,BINSP-04544,0.2069,0.2724,medium
BRG-04545,BDES-00386,BMAT-00029,BMAN-00619,BASM-04545,BOPR-04545,2812.0,0.6097,0.0517,0.0644,0.2479,0.2945,0.3019,BINSP-04545,0.1795,0.1878,low
BRG-04546,BDES-00483,BMAT-00295,BMAN-01117,BASM-04546,BOPR-04546,3079.4,0.2561,0.044,0.4106,0.3383,0.1467,0.2562,BINSP-04546,0.2085,0.2484,low
BRG-04547,BDES-00094,BMAT-00177,BMAN-00867,BASM-04547,BOPR-04547,8090.4,0.1551,0.1799,0.1686,0.3437,0.3021,0.2445,BINSP-04547,0.1994,0.2486,low
BRG-04548,BDES-00507,BMAT-00013,BMAN-00504,BASM-04548,BOPR-04548,5290.8,1.0,0.0718,0.4711,0.5209,0.1951,0.5997,BINSP-04548,0.2491,0.3627,medium
BRG-04549,BDES-00441,BMAT-00050,BMAN-00318,BASM-04549,BOPR-04549,6832.5,0.0814,0.0006,0.4074,0.351,0.2848,0.3482,BINSP-04549,0.2088,0.2797,medium
BRG-04550,BDES-00535,BMAT-00092,BMAN-00861,BASM-04550,BOPR-04550,1724.3,0.4932,0.0213,0.2878,0.44,0.2302,0.1983,BINSP-04550,0.2525,0.257,medium
BRG-04551,BDES-00241,BMAT-00281,BMAN-00706,BASM-04551,BOPR-04551,1702.8,0.6096,0.138,0.0733,0.1814,0.147,0.2639,BINSP-04551,0.1439,0.1528,low
BRG-04552,BDES-00774,BMAT-00436,BMAN-00573,BASM-04552,BOPR-04552,2959.9,0.8093,0.1085,0.4108,0.3453,0.1742,0.3745,BINSP-04552,0.2202,0.2807,medium
BRG-04553,BDES-00562,BMAT-00305,BMAN-00696,BASM-04553,BOPR-04553,2560.1,0.4508,0.188,0.2837,0.3114,0.4282,0.2812,BINSP-04553,0.2415,0.2965,medium
BRG-04554,BDES-00688,BMAT-00115,BMAN-00380,BASM-04554,BOPR-04554,3212.9,0.4169,0.249,0.3427,0.3542,0.1687,0.3425,BINSP-04554,0.1975,0.2846,medium
BRG-04555,BDES-00121,BMAT-00103,BMAN-01058,BASM-04555,BOPR-04555,1610.5,0.4087,0.0557,0.0856,0.1759,0.1352,0.1884,BINSP-04555,0.1217,0.1274,low
BRG-04556,BDES-00052,BMAT-00045,BMAN-00780,BASM-04556,BOPR-04556,2121.0,0.4442,0.1549,0.3596,0.3645,0.1165,0.2527,BINSP-04556,0.2116,0.2566,medium
BRG-04557,BDES-00398,BMAT-00396,BMAN-00779,BASM-04557,BOPR-04557,5497.8,0.2261,0.1821,0.2817,0.2361,0.2153,0.264,BINSP-04557,0.1997,0.2325,low
BRG-04558,BDES-00053,BMAT-00335,BMAN-00072,BASM-04558,BOPR-04558,2010.7,0.8894,0.2726,0.2666,0.4447,0.2346,0.4403,BINSP-04558,0.252,0.3239,medium
BRG-04559,BDES-00095,BMAT-00067,BMAN-00891,BASM-04559,BOPR-04559,8224.5,0.517,0.1082,0.2538,0.3659,0.5102,0.4218,BINSP-04559,0.2955,0.3279,medium
BRG-04560,BDES-00720,BMAT-00249,BMAN-00855,BASM-04560,BOPR-04560,5361.4,0.7928,0.168,0.1113,0.1517,0.4778,0.4602,BINSP-04560,0.1892,0.2457,low
BRG-04561,BDES-00373,BMAT-00185,BMAN-01122,BASM-04561,BOPR-04561,2364.1,0.2205,0.0,0.2146,0.1715,0.4845,0.1764,BINSP-04561,0.1794,0.2104,low
BRG-04562,BDES-00747,BMAT-00335,BMAN-00847,BASM-04562,BOPR-04562,523.6,0.2846,0.1039,0.2666,0.2384,0.3869,0.0651,BINSP-04562,0.1822,0.2228,low
BRG-04563,BDES-00246,BMAT-00023,BMAN-00117,BASM-04563,BOPR-04563,4792.9,0.5573,0.1069,0.169,0.3104,0.1971,0.3564,BINSP-04563,0.1545,0.2191,low
BRG-04564,BDES-00590,BMAT-00113,BMAN-00594,BASM-04564,BOPR-04564,4309.1,0.3976,0.1348,0.0,0.3455,0.31,0.2458,BINSP-04564,0.1554,0.2053,low
BRG-04565,BDES-00106,BMAT-00436,BMAN-00286,BASM-04565,BOPR-04565,2127.8,1.0,0.3093,0.4108,0.3143,0.2757,0.5248,BINSP-04565,0.2714,0.3468,medium
BRG-04566,BDES-00286,BMAT-00003,BMAN-00068,BASM-04566,BOPR-04566,3525.4,1.0,0.046,0.2462,0.2735,0.4181,0.5164,BINSP-04566,0.2779,0.2873,medium
BRG-04567,BDES-00332,BMAT-00121,BMAN-00285,BASM-04567,BOPR-04567,1295.8,0.4451,0.0932,0.1312,0.2454,0.4124,0.1911,BINSP-04567,0.2076,0.218,low
BRG-04568,BDES-00328,BMAT-00161,BMAN-00958,BASM-04568,BOPR-04568,3972.5,0.8177,0.031,0.189,0.2939,0.1889,0.4215,BINSP-04568,0.2289,0.2208,low
BRG-04569,BDES-00150,BMAT-00002,BMAN-00314,BASM-04569,BOPR-04569,4305.6,0.4749,0.1375,0.0584,0.1978,0.5883,0.3155,BINSP-04569,0.2159,0.2465,low
BRG-04570,BDES-00347,BMAT-00321,BMAN-00566,BASM-04570,BOPR-04570,3786.0,0.3293,0.4314,0.0928,0.2672,0.4051,0.264,BINSP-04570,0.2076,0.2771,medium
BRG-04571,BDES-00527,BMAT-00481,BMAN-00505,BASM-04571,BOPR-04571,5382.6,0.4277,0.5174,0.2676,0.3567,0.3501,0.3204,BINSP-04571,0.2619,0.3496,medium
BRG-04572,BDES-00013,BMAT-00346,BMAN-01174,BASM-04572,BOPR-04572,3387.1,0.3726,0.122,0.1914,0.3021,0.2229,0.2118,BINSP-04572,0.2047,0.2163,low
BRG-04573,BDES-00290,BMAT-00289,BMAN-00188,BASM-04573,BOPR-04573,7479.6,0.1074,0.1784,0.2974,0.404,0.588,0.3117,BINSP-04573,0.3097,0.3592,medium
BRG-04574,BDES-00207,BMAT-00351,BMAN-00547,BASM-04574,BOPR-04574,2270.2,0.4279,0.0718,0.1448,0.3347,0.2905,0.2937,BINSP-04574,0.193,0.2276,low
BRG-04575,BDES-00050,BMAT-00177,BMAN-00141,BASM-04575,BOPR-04575,3619.1,0.2519,0.0168,0.1686,0.6004,0.3584,0.1947,BINSP-04575,0.2141,0.2898,medium
BRG-04576,BDES-00239,BMAT-00356,BMAN-00938,BASM-04576,BOPR-04576,2239.5,0.0524,0.1509,0.4937,0.3982,0.2297,0.1641,BINSP-04576,0.2721,0.3067,medium
BRG-04577,BDES-00721,BMAT-00301,BMAN-01037,BASM-04577,BOPR-04577,7944.2,0.852,0.027,0.3413,0.1267,0.2853,0.5708,BINSP-04577,0.2279,0.2456,low
BRG-04578,BDES-00643,BMAT-00265,BMAN-00790,BASM-04578,BOPR-04578,7671.9,0.7439,0.0741,0.378,0.2098,0.1648,0.5696,BINSP-04578,0.1917,0.255,medium
BRG-04579,BDES-00561,BMAT-00424,BMAN-00794,BASM-04579,BOPR-04579,2122.8,0.2863,0.1615,0.2247,0.2854,0.223,0.2067,BINSP-04579,0.1714,0.2214,low
BRG-04580,BDES-00797,BMAT-00118,BMAN-00851,BASM-04580,BOPR-04580,2602.0,0.6624,0.3831,0.2752,0.3765,0.4379,0.3802,BINSP-04580,0.2413,0.3553,medium
BRG-04581,BDES-00200,BMAT-00284,BMAN-00715,BASM-04581,BOPR-04581,5565.3,0.4509,0.2129,0.3283,0.2291,0.3968,0.3234,BINSP-04581,0.223,0.2872,medium
BRG-04582,BDES-00197,BMAT-00482,BMAN-00014,BASM-04582,BOPR-04582,10771.6,0.2879,0.1259,0.0392,0.4533,0.2508,0.5178,BINSP-04582,0.1831,0.2624,medium
BRG-04583,BDES-00605,BMAT-00086,BMAN-01030,BASM-04583,BOPR-04583,4092.1,0.3262,0.2408,0.0709,0.4633,0.1967,0.2301,BINSP-04583,0.201,0.247,low
BRG-04584,BDES-00124,BMAT-00421,BMAN-00003,BASM-04584,BOPR-04584,3795.4,0.3744,0.1262,0.1128,0.3062,0.2257,0.2668,BINSP-04584,0.1856,0.2074,low
BRG-04585,BDES-00112,BMAT-00264,BMAN-01024,BASM-04585,BOPR-04585,2446.6,0.7099,0.1524,0.0549,0.3776,0.2281,0.3463,BINSP-04585,0.2139,0.23,low
BRG-04586,BDES-00535,BMAT-00322,BMAN-00246,BASM-04586,BOPR-04586,1659.9,0.3647,0.0213,0.2124,0.1775,0.3046,0.1422,BINSP-04586,0.1647,0.1768,low
BRG-04587,BDES-00136,BMAT-00092,BMAN-00476,BASM-04587,BOPR-04587,2379.6,0.3296,0.3543,0.2878,0.3852,0.353,0.2488,BINSP-04587,0.2362,0.3237,medium
BRG-04588,BDES-00755,BMAT-00008,BMAN-01062,BASM-04588,BOPR-04588,2780.8,0.3594,0.197,0.094,0.4131,0.64,0.2373,BINSP-04588,0.2059,0.3137,medium
BRG-04589,BDES-00173,BMAT-00354,BMAN-01033,BASM-04589,BOPR-04589,2579.6,0.3921,0.1496,0.2803,0.3674,0.0985,0.2335,BINSP-04589,0.2022,0.2341,low
BRG-04590,BDES-00027,BMAT-00331,BMAN-01055,BASM-04590,BOPR-04590,3449.7,0.6746,0.1053,0.0039,0.3369,0.3088,0.4588,BINSP-04590,0.1872,0.2278,low
BRG-04591,BDES-00366,BMAT-00399,BMAN-00320,BASM-04591,BOPR-04591,845.8,0.1148,0.3337,0.1187,0.352,0.283,0.059,BINSP-04591,0.1907,0.2387,low
BRG-04592,BDES-00633,BMAT-00150,BMAN-00208,BASM-04592,BOPR-04592,5304.3,0.7467,0.3177,0.1331,0.1644,0.2105,0.4474,BINSP-04592,0.2043,0.2289,low
BRG-04593,BDES-00280,BMAT-00221,BMAN-00950,BASM-04593,BOPR-04593,6835.3,0.6039,0.0874,0.157,0.2614,0.3644,0.5202,BINSP-04593,0.2018,0.2563,medium
BRG-04594,BDES-00336,BMAT-00067,BMAN-00401,BASM-04594,BOPR-04594,1820.5,0.5544,0.0662,0.2538,0.3171,0.1555,0.3012,BINSP-04594,0.1713,0.2187,low
BRG-04595,BDES-00300,BMAT-00488,BMAN-00970,BASM-04595,BOPR-04595,4163.1,0.5591,0.1538,0.2642,0.189,0.2563,0.3649,BINSP-04595,0.2535,0.2381,low
BRG-04596,BDES-00663,BMAT-00026,BMAN-00969,BASM-04596,BOPR-04596,6713.6,0.4993,0.2382,0.3106,0.2297,0.4065,0.4389,BINSP-04596,0.2422,0.3054,medium
BRG-04597,BDES-00616,BMAT-00233,BMAN-00307,BASM-04597,BOPR-04597,2244.9,0.3889,0.0655,0.2783,0.2958,0.318,0.2849,BINSP-04597,0.1877,0.2473,low
BRG-04598,BDES-00212,BMAT-00034,BMAN-00655,BASM-04598,BOPR-04598,2519.0,0.3106,0.1116,0.3267,0.2278,0.2461,0.2463,BINSP-04598,0.1361,0.2253,low
BRG-04599,BDES-00096,BMAT-00063,BMAN-00400,BASM-04599,BOPR-04599,1826.2,0.7305,0.1293,0.213,0.2544,0.4062,0.3642,BINSP-04599,0.2022,0.2614,medium
BRG-04600,BDES-00744,BMAT-00099,BMAN-00187,BASM-04600,BOPR-04600,8863.4,0.3531,0.0485,0.2965,0.2752,0.2488,0.4347,BINSP-04600,0.1862,0.2487,low
BRG-04601,BDES-00068,BMAT-00361,BMAN-00127,BASM-04601,BOPR-04601,3144.4,0.0852,0.0677,0.1824,0.3396,0.1908,0.1369,BINSP-04601,0.2142,0.201,low
BRG-04602,BDES-00687,BMAT-00179,BMAN-01052,BASM-04602,BOPR-04602,2383.6,0.3441,0.2123,0.1059,0.3309,0.2769,0.2487,BINSP-04602,0.1887,0.2331,low
BRG-04603,BDES-00266,BMAT-00125,BMAN-00281,BASM-04603,BOPR-04603,4769.9,0.1367,0.2467,0.1554,0.483,0.1574,0.2226,BINSP-04603,0.1998,0.2615,medium
BRG-04604,BDES-00131,BMAT-00179,BMAN-00913,BASM-04604,BOPR-04604,2406.8,0.4985,0.2066,0.1059,0.3113,0.4422,0.2985,BINSP-04604,0.1979,0.2642,medium
BRG-04605,BDES-00316,BMAT-00175,BMAN-00825,BASM-04605,BOPR-04605,1194.5,0.1832,0.0704,0.0021,0.2531,0.1636,0.0721,BINSP-04605,0.0855,0.1191,low
BRG-04606,BDES-00060,BMAT-00079,BMAN-00775,BASM-04606,BOPR-04606,7062.1,0.5309,0.226,0.3423,0.3253,0.4081,0.4623,BINSP-04606,0.3043,0.3421,medium
BRG-04607,BDES-00443,BMAT-00192,BMAN-00255,BASM-04607,BOPR-04607,6182.9,0.1978,0.191,0.1062,0.1297,0.2669,0.3015,BINSP-04607,0.1712,0.1843,low
BRG-04608,BDES-00592,BMAT-00109,BMAN-00165,BASM-04608,BOPR-04608,1055.4,0.5221,0.1721,0.4809,0.1331,0.2528,0.3047,BINSP-04608,0.2237,0.2601,medium
BRG-04609,BDES-00304,BMAT-00082,BMAN-00725,BASM-04609,BOPR-04609,2059.1,0.5326,0.2455,0.1916,0.1909,0.4161,0.2547,BINSP-04609,0.1939,0.2483,low
BRG-04610,BDES-00780,BMAT-00345,BMAN-01174,BASM-04610,BOPR-04610,5133.8,0.1597,0.2794,0.2125,0.3021,0.2179,0.2448,BINSP-04610,0.2086,0.2492,low
BRG-04611,BDES-00232,BMAT-00241,BMAN-00033,BASM-04611,BOPR-04611,3777.9,0.6145,0.2037,0.0945,0.1179,0.2172,0.369,BINSP-04611,0.139,0.1771,low
BRG-04612,BDES-00686,BMAT-00487,BMAN-00189,BASM-04612,BOPR-04612,3012.0,0.5014,0.0952,0.1425,0.2101,0.6994,0.3536,BINSP-04612,0.2258,0.2851,medium
BRG-04613,BDES-00786,BMAT-00154,BMAN-00700,BASM-04613,BOPR-04613,3881.9,0.2782,0.0814,0.3211,0.1844,0.1394,0.222,BINSP-04613,0.1569,0.1889,low
BRG-04614,BDES-00073,BMAT-00353,BMAN-00465,BASM-04614,BOPR-04614,2347.3,0.4516,0.2164,0.2982,0.3566,0.2016,0.2419,BINSP-04614,0.1822,0.2634,medium
BRG-04615,BDES-00528,BMAT-00470,BMAN-00663,BASM-04615,BOPR-04615,2537.6,0.184,0.1221,0.3245,0.5243,0.0805,0.124,BINSP-04615,0.2916,0.2688,medium
BRG-04616,BDES-00764,BMAT-00281,BMAN-00345,BASM-04616,BOPR-04616,1902.1,0.0457,0.0246,0.0733,0.3051,0.5767,0.0161,BINSP-04616,0.1612,0.2137,low
BRG-04617,BDES-00764,BMAT-00303,BMAN-01131,BASM-04617,BOPR-04617,4680.3,0.3039,0.0246,0.374,0.1804,0.1262,0.3427,BINSP-04617,0.2186,0.2077,low
BRG-04618,BDES-00573,BMAT-00322,BMAN-00015,BASM-04618,BOPR-04618,4124.4,1.0,0.021,0.2124,0.4422,0.1837,0.5009,BINSP-04618,0.1924,0.2644,medium
BRG-04619,BDES-00525,BMAT-00212,BMAN-00140,BASM-04619,BOPR-04619,1014.2,0.5722,0.1048,0.149,0.3036,0.3219,0.2773,BINSP-04619,0.2318,0.2338,low
BRG-04620,BDES-00628,BMAT-00313,BMAN-00980,BASM-04620,BOPR-04620,1905.0,0.2943,0.169,0.3297,0.3052,0.5091,0.1821,BINSP-04620,0.2299,0.3027,medium
BRG-04621,BDES-00743,BMAT-00274,BMAN-00833,BASM-04621,BOPR-04621,1982.9,0.9148,0.1664,0.1144,0.2955,0.4468,0.4111,BINSP-04621,0.2225,0.2724,medium
BRG-04622,BDES-00201,BMAT-00479,BMAN-00974,BASM-04622,BOPR-04622,2796.7,0.3147,0.0964,0.2665,0.2644,0.3566,0.227,BINSP-04622,0.2036,0.244,low
BRG-04623,BDES-00128,BMAT-00332,BMAN-00901,BASM-04623,BOPR-04623,2639.0,0.2919,0.1776,0.3472,0.3493,0.568,0.2,BINSP-04623,0.2773,0.3357,medium
BRG-04624,BDES-00333,BMAT-00213,BMAN-00913,BASM-04624,BOPR-04624,4607.7,0.4935,0.1984,0.1396,0.3113,0.3722,0.4038,BINSP-04624,0.3015,0.28,medium
BRG-04625,BDES-00415,BMAT-00079,BMAN-00984,BASM-04625,BOPR-04625,1881.1,0.4674,0.1717,0.3423,0.2886,0.4294,0.1602,BINSP-04625,0.2184,0.2836,medium
BRG-04626,BDES-00304,BMAT-00303,BMAN-00601,BASM-04626,BOPR-04626,4528.4,0.0778,0.2455,0.374,0.321,0.048,0.1284,BINSP-04626,0.1772,0.2329,low
BRG-04627,BDES-00268,BMAT-00318,BMAN-00219,BASM-04627,BOPR-04627,5283.0,0.4296,0.2306,0.2022,0.3645,0.4512,0.3261,BINSP-04627,0.23,0.3082,medium
BRG-04628,BDES-00513,BMAT-00001,BMAN-00163,BASM-04628,BOPR-04628,1730.6,0.3419,0.1108,0.3484,0.1922,0.3571,0.1948,BINSP-04628,0.1732,0.2385,low
BRG-04629,BDES-00710,BMAT-00130,BMAN-00523,BASM-04629,BOPR-04629,1847.8,0.5381,0.1827,0.1381,0.1411,0.1513,0.3199,BINSP-04629,0.1793,0.1743,low
BRG-04630,BDES-00394,BMAT-00182,BMAN-00599,BASM-04630,BOPR-04630,4554.8,0.668,0.1643,0.2755,0.3193,0.2908,0.407,BINSP-04630,0.2028,0.2795,medium
BRG-04631,BDES-00521,BMAT-00016,BMAN-00657,BASM-04631,BOPR-04631,4664.0,0.5802,0.1539,0.3781,0.2905,0.0529,0.3503,BINSP-04631,0.2361,0.2451,low
BRG-04632,BDES-00441,BMAT-00494,BMAN-00583,BASM-04632,BOPR-04632,2452.0,0.5281,0.0006,0.0505,0.1526,0.1698,0.2226,BINSP-04632,0.1128,0.1154,low
BRG-04633,BDES-00397,BMAT-00482,BMAN-00705,BASM-04633,BOPR-04633,4023.6,0.078,0.3289,0.0392,0.3081,0.1635,0.1051,BINSP-04633,0.1731,0.1938,low
BRG-04634,BDES-00471,BMAT-00251,BMAN-00769,BASM-04634,BOPR-04634,3654.4,0.1436,0.2451,0.3674,0.2461,0.2015,0.1636,BINSP-04634,0.1469,0.2424,low
BRG-04635,BDES-00215,BMAT-00110,BMAN-00934,BASM-04635,BOPR-04635,4658.1,0.2211,0.2099,0.3977,0.3229,0.1877,0.2317,BINSP-04635,0.1952,0.2717,medium
BRG-04636,BDES-00774,BMAT-00472,BMAN-00676,BASM-04636,BOPR-04636,5624.8,0.1354,0.1085,0.0763,0.2362,0.397,0.2117,BINSP-04636,0.211,0.2073,low
BRG-04637,BDES-00132,BMAT-00413,BMAN-00872,BASM-04637,BOPR-04637,3764.8,0.2789,0.2297,0.2618,0.1634,0.4167,0.2196,BINSP-04637,0.236,0.2533,medium
BRG-04638,BDES-00286,BMAT-00316,BMAN-01140,BASM-04638,BOPR-04638,4842.8,0.8466,0.046,0.2659,0.525,0.4746,0.4496,BINSP-04638,0.2779,0.3537,medium
BRG-04639,BDES-00262,BMAT-00187,BMAN-00176,BASM-04639,BOPR-04639,4558.7,0.4693,0.1705,0.214,0.2474,0.1377,0.3807,BINSP-04639,0.2193,0.2219,low
BRG-04640,BDES-00125,BMAT-00173,BMAN-00579,BASM-04640,BOPR-04640,5832.4,0.1157,0.142,0.0945,0.3482,0.4273,0.2822,BINSP-04640,0.2005,0.256,medium
BRG-04641,BDES-00654,BMAT-00350,BMAN-01168,BASM-04641,BOPR-04641,7374.5,0.1887,0.1759,0.1903,0.3078,0.1798,0.3484,BINSP-04641,0.1833,0.2326,low
BRG-04642,BDES-00442,BMAT-00435,BMAN-00390,BASM-04642,BOPR-04642,6054.5,0.5254,0.047,0.6718,0.2526,0.2618,0.3283,BINSP-04642,0.1971,0.3087,medium
BRG-04643,BDES-00094,BMAT-00338,BMAN-01020,BASM-04643,BOPR-04643,739.5,1.0,0.1799,0.1851,0.3139,0.2874,0.471,BINSP-04643,0.2155,0.2709,medium
BRG-04644,BDES-00284,BMAT-00082,BMAN-00704,BASM-04644,BOPR-04644,3148.2,0.42,0.2622,0.1916,0.3057,0.2499,0.2849,BINSP-04644,0.2772,0.2605,medium
BRG-04645,BDES-00767,BMAT-00421,BMAN-00023,BASM-04645,BOPR-04645,2550.8,0.4935,0.2162,0.1128,0.2842,0.4249,0.2631,BINSP-04645,0.1705,0.2505,medium
BRG-04646,BDES-00278,BMAT-00402,BMAN-00557,BASM-04646,BOPR-04646,4000.8,0.1474,0.2533,0.1519,0.4063,0.3362,0.217,BINSP-04646,0.2314,0.2781,medium
BRG-04647,BDES-00183,BMAT-00435,BMAN-00475,BASM-04647,BOPR-04647,3360.6,0.2016,0.0806,0.6718,0.4611,0.264,0.2362,BINSP-04647,0.2487,0.3587,medium
BRG-04648,BDES-00325,BMAT-00257,BMAN-00091,BASM-04648,BOPR-04648,3131.4,0.4749,0.1917,0.4765,0.2648,0.345,0.3141,BINSP-04648,0.2298,0.3123,medium
BRG-04649,BDES-00626,BMAT-00181,BMAN-00834,BASM-04649,BOPR-04649,1924.9,0.2792,0.1415,0.2171,0.2459,0.3397,0.184,BINSP-04649,0.1637,0.2247,low
BRG-04650,BDES-00095,BMAT-00477,BMAN-00181,BASM-04650,BOPR-04650,7363.3,0.5404,0.1082,0.2304,0.3647,0.3226,0.4547,BINSP-04650,0.2024,0.2838,medium
BRG-04651,BDES-00360,BMAT-00198,BMAN-00212,BASM-04651,BOPR-04651,1920.3,1.0,0.252,0.1244,0.3774,0.2515,0.4476,BINSP-04651,0.2401,0.2788,medium
BRG-04652,BDES-00262,BMAT-00180,BMAN-00833,BASM-04652,BOPR-04652,2779.8,0.1061,0.1705,0.147,0.2955,0.329,0.164,BINSP-04652,0.1903,0.2255,low
BRG-04653,BDES-00160,BMAT-00218,BMAN-00009,BASM-04653,BOPR-04653,4098.8,0.4412,0.1988,0.1455,0.3799,0.4631,0.3612,BINSP-04653,0.2722,0.306,medium
BRG-04654,BDES-00784,BMAT-00263,BMAN-00028,BASM-04654,BOPR-04654,2281.5,0.5692,0.0665,0.3797,0.3487,0.4417,0.3109,BINSP-04654,0.2609,0.3132,medium
BRG-04655,BDES-00769,BMAT-00195,BMAN-00293,BASM-04655,BOPR-04655,4810.3,0.5098,0.2567,0.1306,0.3958,0.2445,0.3402,BINSP-04655,0.2197,0.269,medium
BRG-04656,BDES-00326,BMAT-00303,BMAN-01196,BASM-04656,BOPR-04656,2902.9,0.8369,0.2869,0.374,0.2752,0.2173,0.4548,BINSP-04656,0.3122,0.3117,medium
BRG-04657,BDES-00163,BMAT-00357,BMAN-00750,BASM-04657,BOPR-04657,4785.1,0.4384,0.3141,0.2841,0.3813,0.3105,0.3669,BINSP-04657,0.2693,0.3254,medium
BRG-04658,BDES-00577,BMAT-00032,BMAN-00512,BASM-04658,BOPR-04658,4597.8,0.4857,0.292,0.3784,0.3272,0.1748,0.3637,BINSP-04658,0.2761,0.3036,medium
BRG-04659,BDES-00624,BMAT-00359,BMAN-00231,BASM-04659,BOPR-04659,2931.4,0.3701,0.2269,0.4986,0.2244,0.2477,0.2421,BINSP-04659,0.2353,0.287,medium
BRG-04660,BDES-00707,BMAT-00318,BMAN-00447,BASM-04660,BOPR-04660,3553.7,0.6717,0.2627,0.2022,0.4381,0.3094,0.4376,BINSP-04660,0.2256,0.3184,medium
BRG-04661,BDES-00769,BMAT-00437,BMAN-00102,BASM-04661,BOPR-04661,1140.5,0.7125,0.2567,0.499,0.2865,0.4053,0.3692,BINSP-04661,0.2322,0.3501,medium
BRG-04662,BDES-00346,BMAT-00445,BMAN-00329,BASM-04662,BOPR-04662,4458.3,0.7507,0.2001,0.1671,0.2538,0.404,0.4767,BINSP-04662,0.2119,0.2775,medium
