assembly_id,interference_fit,preload,alignment_error,operator_id,station_id,assembly_risk_score,assembly_risk_level
BASM-04250,0.0221,1.161,0.096,OP-B-024,ST-B-13,0.2898,medium
BASM-04251,0.0161,0.84,0.1346,OP-B-126,ST-B-02,0.3301,medium
BASM-04252,0.0088,1.082,0.0283,OP-B-146,ST-B-07,0.2245,low
BASM-04253,0.0277,1.417,0.1957,OP-B-117,ST-B-07,0.6298,high
BASM-04254,0.0269,1.513,0.0266,OP-B-130,ST-B-23,0.3482,medium
BASM-04255,0.0147,1.168,0.0637,OP-B-028,ST-B-20,0.2672,medium
BASM-04256,0.0173,1.06,0.0304,OP-B-046,ST-B-11,0.1106,low
BASM-04257,0.0147,0.811,0.0404,OP-B-071,ST-B-30,0.2411,low
BASM-04258,0.0215,0.507,0.0293,OP-B-013,ST-B-01,0.2617,medium
BASM-04259,0.0261,0.666,0.0485,OP-B-098,ST-B-21,0.2902,medium
BASM-04260,0.0148,0.859,0.0435,OP-B-123,ST-B-04,0.2132,low
BASM-04261,0.0184,0.745,0.0357,OP-B-149,ST-B-22,0.2111,low
BASM-04262,0.0048,1.104,0.0674,OP-B-058,ST-B-25,0.3817,medium
BASM-04263,0.0092,1.11,0.0278,OP-B-022,ST-B-22,0.2379,low
BASM-04264,0.0115,0.901,0.0189,OP-B-110,ST-B-14,0.1724,low
BASM-04265,0.0126,0.592,0.0167,OP-B-091,ST-B-09,0.1778,low
BASM-04266,0.0219,0.335,0.0699,OP-B-008,ST-B-17,0.4799,medium
BASM-04267,0.0107,1.125,0.0826,OP-B-040,ST-B-10,0.341,medium
BASM-04268,0.0229,1.082,0.0063,OP-B-055,ST-B-22,0.1508,low
BASM-04269,0.026,0.905,0.0359,OP-B-073,ST-B-23,0.1986,low
BASM-04270,0.0191,0.889,0.1051,OP-B-045,ST-B-03,0.2046,low
BASM-04271,0.0001,1.046,0.031,OP-B-083,ST-B-05,0.2737,medium
BASM-04272,0.0206,0.969,0.0349,OP-B-035,ST-B-25,0.1619,low
BASM-04273,0.0091,0.428,0.0819,OP-B-112,ST-B-01,0.577,high
BASM-04274,0.0121,1.102,0.0591,OP-B-065,ST-B-29,0.2461,low
BASM-04275,0.0048,1.287,0.002,OP-B-120,ST-B-20,0.2964,medium
BASM-04276,0.0023,1.474,0.0612,OP-B-034,ST-B-07,0.5127,high
BASM-04277,0.0241,0.58,0.0715,OP-B-026,ST-B-25,0.3459,medium
BASM-04278,0.0318,0.978,0.0928,OP-B-075,ST-B-08,0.4529,medium
BASM-04279,0.0138,1.075,0.1019,OP-B-085,ST-B-04,0.2382,low
BASM-04280,0.0203,0.992,0.0297,OP-B-112,ST-B-15,0.1201,low
BASM-04281,0.0076,1.255,0.0095,OP-B-024,ST-B-14,0.2756,medium
BASM-04282,0.0409,0.707,0.1199,OP-B-148,ST-B-22,0.7028,high
BASM-04283,0.0192,1.041,0.0225,OP-B-031,ST-B-14,0.0283,low
BASM-04284,-0.003,1.041,0.045,OP-B-055,ST-B-08,0.3825,medium
BASM-04285,0.0015,1.121,0.0302,OP-B-130,ST-B-02,0.3546,medium
BASM-04286,0.0187,0.635,0.0211,OP-B-089,ST-B-07,0.233,low
BASM-04287,0.0268,0.825,0.0944,OP-B-111,ST-B-20,0.406,medium
BASM-04288,0.0125,0.743,0.0472,OP-B-131,ST-B-23,0.2615,medium
BASM-04289,0.0173,1.097,0.0984,OP-B-135,ST-B-29,0.214,low
BASM-04290,0.023,0.432,0.0331,OP-B-005,ST-B-06,0.3112,medium
BASM-04291,0.0064,0.968,0.0393,OP-B-011,ST-B-08,0.2426,low
BASM-04292,0.0027,1.421,0.023,OP-B-011,ST-B-08,0.391,medium
BASM-04293,0.0119,0.715,0.0518,OP-B-068,ST-B-28,0.284,medium
BASM-04294,0.02,0.799,0.0691,OP-B-025,ST-B-08,0.226,low
BASM-04295,0.0098,0.871,0.0554,OP-B-119,ST-B-21,0.2788,medium
BASM-04296,0.0173,1.073,0.0144,OP-B-038,ST-B-15,0.0299,low
BASM-04297,0.0183,0.942,0.0476,OP-B-100,ST-B-30,0.1483,low
BASM-04298,0.0075,1.294,0.0478,OP-B-068,ST-B-06,0.4088,medium
BASM-04299,0.0119,1.376,0.1123,OP-B-148,ST-B-23,0.4337,medium
BASM-04300,0.0334,0.451,0.183,OP-B-081,ST-B-24,0.795,critical
BASM-04301,0.0219,0.8,0.0886,OP-B-037,ST-B-24,0.2885,medium
BASM-04302,0.0162,1.285,0.0659,OP-B-055,ST-B-14,0.3052,medium
BASM-04303,0.024,0.863,0.0359,OP-B-034,ST-B-27,0.223,low
BASM-04304,0.009,0.864,0.124,OP-B-130,ST-B-29,0.4521,medium
BASM-04305,0.0338,1.319,0.0217,OP-B-076,ST-B-28,0.4047,medium
BASM-04306,0.0222,1.203,0.0405,OP-B-145,ST-B-13,0.1918,low
BASM-04307,0.02,0.673,0.0956,OP-B-003,ST-B-22,0.3674,medium
BASM-04308,0.0145,1.272,0.0312,OP-B-134,ST-B-21,0.1509,low
BASM-04309,0.0274,1.109,0.035,OP-B-098,ST-B-18,0.18,low
BASM-04310,0.0198,1.242,0.079,OP-B-057,ST-B-09,0.3183,medium
BASM-04311,0.0187,0.576,0.0365,OP-B-012,ST-B-26,0.2357,low
BASM-04312,0.0145,0.899,0.0308,OP-B-118,ST-B-29,0.1816,low
BASM-04313,0.0212,0.76,0.0959,OP-B-088,ST-B-05,0.3662,medium
BASM-04314,0.0252,1.536,0.0236,OP-B-089,ST-B-14,0.3342,medium
BASM-04315,0.0191,0.748,0.084,OP-B-095,ST-B-05,0.2996,medium
BASM-04316,-0.006,0.763,0.0909,OP-B-091,ST-B-13,0.5785,high
BASM-04317,0.0206,1.105,0.0401,OP-B-027,ST-B-02,0.1103,low
BASM-04318,0.0061,1.407,0.1421,OP-B-118,ST-B-24,0.585,high
BASM-04319,0.0167,1.173,0.1657,OP-B-080,ST-B-13,0.4421,medium
BASM-04320,0.0204,0.923,0.1642,OP-B-106,ST-B-27,0.3978,medium
BASM-04321,0.0269,1.034,0.0308,OP-B-095,ST-B-17,0.1266,low
BASM-04322,0.0224,0.845,0.0458,OP-B-135,ST-B-26,0.2297,low
BASM-04323,0.0077,0.762,0.144,OP-B-019,ST-B-24,0.4962,medium
BASM-04324,0.0151,1.073,0.015,OP-B-067,ST-B-24,0.1117,low
BASM-04325,-0.0004,0.89,0.0137,OP-B-093,ST-B-26,0.3268,medium
BASM-04326,0.0265,0.675,0.1078,OP-B-009,ST-B-12,0.4379,medium
BASM-04327,0.0189,1.172,0.0334,OP-B-036,ST-B-05,0.1598,low
BASM-04328,0.0321,1.133,0.0206,OP-B-132,ST-B-29,0.2503,medium
BASM-04329,0.0201,0.792,0.0372,OP-B-074,ST-B-26,0.1733,low
BASM-04330,0.0204,0.821,0.0126,OP-B-023,ST-B-12,0.1135,low
BASM-04331,0.0205,0.941,0.1389,OP-B-100,ST-B-07,0.2887,medium
BASM-04332,0.0152,0.504,0.1226,OP-B-149,ST-B-08,0.491,medium
BASM-04333,0.0348,0.82,0.0467,OP-B-117,ST-B-21,0.374,medium
BASM-04334,0.0109,1.465,0.0403,OP-B-058,ST-B-27,0.3526,medium
BASM-04335,0.0081,0.954,0.0579,OP-B-139,ST-B-15,0.2419,low
BASM-04336,0.0183,0.552,0.0387,OP-B-055,ST-B-27,0.2789,medium
BASM-04337,0.033,1.019,0.0668,OP-B-006,ST-B-17,0.3724,medium
BASM-04338,0.0253,0.724,0.22,OP-B-099,ST-B-06,0.5148,high
BASM-04339,0.0165,0.964,0.1148,OP-B-148,ST-B-16,0.3155,medium
BASM-04340,0.0172,0.585,0.1542,OP-B-048,ST-B-02,0.4607,medium
BASM-04341,0.0324,1.465,0.1246,OP-B-141,ST-B-03,0.6802,high
BASM-04342,0.0131,1.136,0.0548,OP-B-118,ST-B-07,0.2512,medium
BASM-04343,0.0208,1.181,0.1424,OP-B-027,ST-B-20,0.4056,medium
BASM-04344,0.0276,1.164,0.0226,OP-B-121,ST-B-18,0.195,low
BASM-04345,0.0186,1.135,0.0565,OP-B-098,ST-B-06,0.1835,low
BASM-04346,0.0456,0.938,0.0325,OP-B-065,ST-B-30,0.3947,medium
BASM-04347,0.0209,0.852,0.1096,OP-B-046,ST-B-17,0.2988,medium
BASM-04348,0.0269,1.181,0.0707,OP-B-029,ST-B-08,0.2955,medium
BASM-04349,0.0274,0.672,0.0375,OP-B-032,ST-B-08,0.2851,medium
BASM-04350,0.022,0.726,0.0028,OP-B-003,ST-B-19,0.1482,low
BASM-04351,-0.0041,1.215,0.0136,OP-B-148,ST-B-03,0.4279,medium
BASM-04352,0.02,0.562,0.1139,OP-B-043,ST-B-28,0.4358,medium
BASM-04353,0.0414,1.173,0.0396,OP-B-111,ST-B-05,0.5181,high
BASM-04354,0.019,0.77,0.0802,OP-B-043,ST-B-04,0.2612,medium
BASM-04355,0.019,0.397,0.0473,OP-B-019,ST-B-06,0.3912,medium
BASM-04356,0.0046,1.037,0.0303,OP-B-103,ST-B-27,0.2394,low
BASM-04357,0.0018,0.911,0.1631,OP-B-025,ST-B-04,0.5549,high
BASM-04358,0.0007,1.255,0.0131,OP-B-076,ST-B-21,0.3503,medium
BASM-04359,0.0132,0.933,0.0264,OP-B-085,ST-B-30,0.1508,low
BASM-04360,0.0388,0.585,0.1289,OP-B-135,ST-B-09,0.6811,high
BASM-04361,0.0158,1.08,0.1799,OP-B-114,ST-B-23,0.4817,medium
BASM-04362,0.0079,0.303,0.032,OP-B-123,ST-B-10,0.4974,medium
BASM-04363,0.0013,0.725,0.0277,OP-B-122,ST-B-17,0.4398,medium
BASM-04364,0.0223,0.446,0.0477,OP-B-024,ST-B-12,0.3865,medium
BASM-04365,0.0122,1.217,0.1298,OP-B-127,ST-B-27,0.4223,medium
BASM-04366,0.016,1.268,0.0145,OP-B-003,ST-B-10,0.195,low
BASM-04367,0.0221,1.6,0.0306,OP-B-120,ST-B-10,0.323,medium
BASM-04368,0.0347,0.98,0.0982,OP-B-109,ST-B-23,0.4254,medium
BASM-04369,0.0119,1.045,0.027,OP-B-138,ST-B-10,0.1405,low
BASM-04370,0.0276,0.591,0.0154,OP-B-117,ST-B-08,0.3352,medium
BASM-04371,0.0156,0.814,0.0832,OP-B-109,ST-B-05,0.2733,medium
BASM-04372,0.0262,0.549,0.0571,OP-B-038,ST-B-29,0.3876,medium
BASM-04373,0.0099,1.081,0.086,OP-B-030,ST-B-21,0.3323,medium
BASM-04374,0.0143,1.023,0.2,OP-B-074,ST-B-29,0.4172,medium
BASM-04375,0.0125,1.213,0.0234,OP-B-055,ST-B-01,0.179,low
BASM-04376,0.016,0.714,0.0543,OP-B-023,ST-B-15,0.2145,low
BASM-04377,0.0133,0.795,0.0189,OP-B-115,ST-B-05,0.1904,low
BASM-04378,0.015,0.792,0.1229,OP-B-061,ST-B-20,0.429,medium
BASM-04379,0.023,1.286,0.0711,OP-B-036,ST-B-19,0.3873,medium
BASM-04380,0.014,0.842,0.0689,OP-B-030,ST-B-26,0.3122,medium
BASM-04381,0.0096,1.218,0.0676,OP-B-132,ST-B-02,0.3697,medium
BASM-04382,0.0147,0.997,0.0834,OP-B-046,ST-B-08,0.1665,low
BASM-04383,0.0135,1.05,0.1438,OP-B-126,ST-B-30,0.3952,medium
BASM-04384,0.0269,0.9,0.0523,OP-B-080,ST-B-03,0.2279,low
BASM-04385,0.0145,1.168,0.0052,OP-B-043,ST-B-27,0.1295,low
BASM-04386,0.0208,1.105,0.0558,OP-B-040,ST-B-28,0.1368,low
BASM-04387,0.003,1.039,0.1246,OP-B-102,ST-B-13,0.4389,medium
BASM-04388,0.03,1.455,0.0132,OP-B-094,ST-B-26,0.3441,medium
BASM-04389,0.0175,1.427,0.0212,OP-B-109,ST-B-17,0.2967,medium
BASM-04390,0.0103,0.751,0.0431,OP-B-022,ST-B-25,0.3012,medium
BASM-04391,0.0104,1.258,0.1744,OP-B-014,ST-B-30,0.495,medium
BASM-04392,0.0216,1.277,0.0469,OP-B-089,ST-B-13,0.2623,medium
BASM-04393,0.0346,0.752,0.0062,OP-B-120,ST-B-01,0.302,medium
BASM-04394,0.0279,1.166,0.0832,OP-B-053,ST-B-30,0.3029,medium
BASM-04395,0.0213,0.51,0.0667,OP-B-125,ST-B-04,0.439,medium
BASM-04396,0.0263,0.864,0.0105,OP-B-009,ST-B-25,0.1771,low
BASM-04397,0.01,1.106,0.201,OP-B-013,ST-B-12,0.5859,high
BASM-04398,0.0186,0.531,0.0612,OP-B-012,ST-B-01,0.2965,medium
BASM-04399,0.0249,0.843,0.0793,OP-B-109,ST-B-15,0.3391,medium
BASM-04400,0.0087,0.879,0.1002,OP-B-149,ST-B-20,0.357,medium
BASM-04401,0.021,1.002,0.0678,OP-B-008,ST-B-21,0.1982,low
BASM-04402,0.0119,0.623,0.0917,OP-B-038,ST-B-11,0.4145,medium
BASM-04403,0.0238,0.794,0.0384,OP-B-067,ST-B-09,0.1926,low
BASM-04404,0.0021,1.06,0.0916,OP-B-072,ST-B-23,0.3958,medium
BASM-04405,0.0089,1.291,0.1113,OP-B-007,ST-B-17,0.4755,medium
BASM-04406,0.0071,1.214,0.026,OP-B-036,ST-B-01,0.2559,medium
BASM-04407,0.0248,1.107,0.0192,OP-B-024,ST-B-28,0.1485,low
BASM-04408,0.0164,1.037,0.0565,OP-B-050,ST-B-22,0.111,low
BASM-04409,0.0128,0.835,0.0187,OP-B-085,ST-B-04,0.1438,low
BASM-04410,0.014,0.616,0.0482,OP-B-147,ST-B-12,0.3357,medium
BASM-04411,0.0084,1.087,0.0595,OP-B-021,ST-B-07,0.3071,medium
BASM-04412,0.0322,1.228,0.0141,OP-B-082,ST-B-09,0.2706,medium
BASM-04413,0.0035,1.148,0.1513,OP-B-060,ST-B-12,0.5636,high
BASM-04414,0.0064,1.487,0.0539,OP-B-071,ST-B-20,0.4901,medium
BASM-04415,0.0304,0.608,0.0687,OP-B-067,ST-B-05,0.4381,medium
BASM-04416,0.0104,1.159,0.0491,OP-B-139,ST-B-05,0.2554,medium
BASM-04417,-0.0036,1.146,0.0589,OP-B-033,ST-B-21,0.4229,medium
BASM-04418,0.0159,1.231,0.0151,OP-B-150,ST-B-13,0.1884,low
BASM-04419,-0.0007,1.132,0.1733,OP-B-136,ST-B-16,0.6524,high
BASM-04420,0.0216,0.822,0.0294,OP-B-099,ST-B-08,0.2039,low
BASM-04421,0.039,1.234,0.0462,OP-B-112,ST-B-29,0.5147,high
BASM-04422,0.0084,1.143,0.0905,OP-B-121,ST-B-26,0.3712,medium
BASM-04423,0.0183,0.864,0.0746,OP-B-046,ST-B-25,0.2409,low
BASM-04424,0.0279,0.891,0.0711,OP-B-111,ST-B-20,0.2731,medium
BASM-04425,0.0081,1.205,0.0634,OP-B-085,ST-B-16,0.3838,medium
BASM-04426,0.0118,1.9,0.0322,OP-B-117,ST-B-20,0.4201,medium
BASM-04427,0.02,1.166,0.0476,OP-B-009,ST-B-26,0.2006,low
BASM-04428,0.026,1.745,0.0601,OP-B-065,ST-B-13,0.5526,high
BASM-04429,0.0192,0.64,0.0231,OP-B-067,ST-B-05,0.1901,low
BASM-04430,0.0148,1.356,0.0504,OP-B-077,ST-B-26,0.2694,medium
BASM-04431,0.0081,1.377,0.1683,OP-B-137,ST-B-07,0.606,high
BASM-04432,0.0298,0.821,0.0385,OP-B-131,ST-B-10,0.3327,medium
BASM-04433,0.0252,0.992,0.002,OP-B-115,ST-B-14,0.1486,low
BASM-04434,0.0188,1.6,0.0411,OP-B-066,ST-B-16,0.3944,medium
BASM-04435,0.0294,0.921,0.0647,OP-B-014,ST-B-15,0.3176,medium
BASM-04436,0.0294,1.144,0.0215,OP-B-042,ST-B-18,0.2608,medium
BASM-04437,0.033,1.264,0.0136,OP-B-102,ST-B-09,0.3944,medium
BASM-04438,0.0245,1.438,0.0132,OP-B-009,ST-B-05,0.3039,medium
BASM-04439,0.0213,1.049,0.0996,OP-B-148,ST-B-14,0.3024,medium
BASM-04440,0.0182,0.796,0.031,OP-B-051,ST-B-04,0.1778,low
BASM-04441,0.025,0.975,0.0862,OP-B-015,ST-B-09,0.26,medium
BASM-04442,0.0016,0.394,0.0501,OP-B-038,ST-B-30,0.5298,high
BASM-04443,0.022,0.93,0.0108,OP-B-134,ST-B-24,0.0606,low
BASM-04444,0.0131,1.345,0.0224,OP-B-052,ST-B-19,0.217,low
BASM-04445,0.0177,0.775,0.0182,OP-B-009,ST-B-05,0.1928,low
BASM-04446,0.0111,1.314,0.0113,OP-B-059,ST-B-25,0.2315,low
BASM-04447,0.0241,0.859,0.1302,OP-B-020,ST-B-25,0.424,medium
BASM-04448,0.0126,0.645,0.032,OP-B-145,ST-B-30,0.263,medium
BASM-04449,0.0068,0.59,0.0059,OP-B-107,ST-B-05,0.3826,medium
BASM-04450,0.0249,1.222,0.0254,OP-B-080,ST-B-29,0.2302,low
BASM-04451,0.0147,0.966,0.0462,OP-B-118,ST-B-15,0.11,low
BASM-04452,0.0165,1.072,0.095,OP-B-113,ST-B-01,0.1857,low
BASM-04453,0.0123,0.973,0.0641,OP-B-003,ST-B-09,0.1783,low
BASM-04454,0.0174,0.722,0.0804,OP-B-113,ST-B-16,0.277,medium
BASM-04455,0.0055,0.912,0.0772,OP-B-073,ST-B-08,0.3122,medium
BASM-04456,0.0044,0.891,0.1615,OP-B-081,ST-B-28,0.5704,high
BASM-04457,0.0142,1.139,0.0262,OP-B-018,ST-B-24,0.1832,low
BASM-04458,0.0057,1.064,0.0301,OP-B-034,ST-B-07,0.2275,low
BASM-04459,0.0335,1.194,0.0059,OP-B-141,ST-B-20,0.2758,medium
BASM-04460,0.002,1.18,0.1001,OP-B-056,ST-B-19,0.467,medium
BASM-04461,0.0043,0.739,0.0269,OP-B-017,ST-B-18,0.2822,medium
BASM-04462,0.0098,0.773,0.0345,OP-B-137,ST-B-28,0.3098,medium
BASM-04463,0.0091,0.907,0.0479,OP-B-150,ST-B-29,0.2647,medium
BASM-04464,0.0114,0.429,0.0511,OP-B-014,ST-B-12,0.4703,medium
BASM-04465,0.0261,1.13,0.0535,OP-B-010,ST-B-25,0.2343,low
BASM-04466,0.0079,1.374,0.0769,OP-B-103,ST-B-12,0.4426,medium
BASM-04467,0.0184,1.131,0.0424,OP-B-042,ST-B-25,0.1439,low
BASM-04468,0.0094,1.772,0.1174,OP-B-032,ST-B-08,0.6627,high
BASM-04469,0.0086,1.379,0.0078,OP-B-039,ST-B-26,0.2694,medium
BASM-04470,0.0396,1.511,0.1187,OP-B-016,ST-B-29,0.7167,high
BASM-04471,0.0174,1.252,0.1829,OP-B-090,ST-B-03,0.4473,medium
BASM-04472,0.0128,1.1,0.0734,OP-B-138,ST-B-10,0.3298,medium
BASM-04473,0.0082,0.592,0.1139,OP-B-004,ST-B-04,0.4999,medium
BASM-04474,0.004,1.152,0.0799,OP-B-060,ST-B-26,0.3505,medium
BASM-04475,0.0144,1.133,0.1044,OP-B-122,ST-B-19,0.2763,medium
BASM-04476,0.0301,1.224,0.0532,OP-B-135,ST-B-28,0.3182,medium
BASM-04477,0.0171,1.165,0.084,OP-B-010,ST-B-25,0.3101,medium
BASM-04478,0.0038,1.154,0.0026,OP-B-015,ST-B-29,0.2159,low
BASM-04479,0.0224,1.058,0.0625,OP-B-138,ST-B-27,0.2045,low
BASM-04480,0.02,1.562,0.0151,OP-B-058,ST-B-07,0.2572,medium
BASM-04481,0.0137,1.147,0.0754,OP-B-061,ST-B-20,0.248,low
BASM-04482,0.0113,0.656,0.1485,OP-B-009,ST-B-11,0.5567,high
BASM-04483,0.024,0.3,0.0847,OP-B-121,ST-B-06,0.5253,high
BASM-04484,0.0137,0.849,0.1012,OP-B-150,ST-B-16,0.2987,medium
BASM-04485,0.0169,1.105,0.1103,OP-B-144,ST-B-18,0.2526,medium
BASM-04486,0.014,1.235,0.0259,OP-B-003,ST-B-01,0.2196,low
BASM-04487,0.0179,0.741,0.0243,OP-B-038,ST-B-10,0.172,low
BASM-04488,0.015,1.259,0.024,OP-B-086,ST-B-08,0.1946,low
BASM-04489,0.0128,1.042,0.0624,OP-B-125,ST-B-04,0.2632,medium
BASM-04490,0.0059,1.472,0.0192,OP-B-047,ST-B-23,0.4043,medium
BASM-04491,0.0068,1.126,0.0499,OP-B-003,ST-B-16,0.1838,low
BASM-04492,0.0314,1.104,0.0304,OP-B-017,ST-B-27,0.3557,medium
BASM-04493,0.0283,1.088,0.0235,OP-B-032,ST-B-30,0.2003,low
BASM-04494,0.0203,1.107,0.0367,OP-B-063,ST-B-03,0.158,low
BASM-04495,0.0227,1.089,0.0529,OP-B-039,ST-B-22,0.1625,low
BASM-04496,0.0191,0.945,0.122,OP-B-132,ST-B-09,0.333,medium
BASM-04497,0.0165,1.334,0.0791,OP-B-062,ST-B-07,0.3085,medium
BASM-04498,0.0238,0.678,0.1349,OP-B-004,ST-B-27,0.4283,medium
BASM-04499,0.007,0.982,0.1484,OP-B-106,ST-B-18,0.4479,medium
BASM-04500,0.0202,0.804,0.0562,OP-B-125,ST-B-05,0.1784,low
BASM-04501,0.0252,1.217,0.0721,OP-B-030,ST-B-27,0.3185,medium
BASM-04502,0.0128,0.766,0.145,OP-B-077,ST-B-08,0.4762,medium
BASM-04503,0.0177,0.876,0.0369,OP-B-076,ST-B-20,0.145,low
BASM-04504,0.016,1.089,0.22,OP-B-003,ST-B-28,0.4901,medium
BASM-04505,0.0111,0.95,0.1348,OP-B-049,ST-B-22,0.3685,medium
BASM-04506,0.0124,0.952,0.106,OP-B-119,ST-B-18,0.3553,medium
BASM-04507,0.0165,0.538,0.0306,OP-B-090,ST-B-26,0.2875,medium
BASM-04508,0.0338,0.677,0.0164,OP-B-062,ST-B-16,0.3712,medium
BASM-04509,0.0151,0.749,0.0299,OP-B-013,ST-B-18,0.1628,low
BASM-04510,0.0023,0.858,0.1041,OP-B-094,ST-B-25,0.5179,high
BASM-04511,0.0224,1.015,0.0313,OP-B-100,ST-B-02,0.1549,low
BASM-04512,0.0182,0.501,0.0421,OP-B-101,ST-B-13,0.2819,medium
BASM-04513,0.0268,1.197,0.0151,OP-B-108,ST-B-19,0.1872,low
BASM-04514,0.0213,0.755,0.0049,OP-B-141,ST-B-22,0.1062,low
BASM-04515,0.0358,1.451,0.1167,OP-B-026,ST-B-25,0.6955,high
BASM-04516,0.0289,1.239,0.015,OP-B-076,ST-B-11,0.2578,medium
BASM-04517,0.0353,1.16,0.0788,OP-B-094,ST-B-16,0.4821,medium
BASM-04518,0.0316,1.575,0.0957,OP-B-059,ST-B-19,0.6021,high
BASM-04519,0.0373,1.043,0.0338,OP-B-049,ST-B-13,0.3504,medium
BASM-04520,0.0238,0.981,0.0508,OP-B-093,ST-B-15,0.2094,low
BASM-04521,0.0221,0.3,0.0355,OP-B-082,ST-B-02,0.4488,medium
BASM-04522,0.0133,1.199,0.2102,OP-B-136,ST-B-25,0.557,high
BASM-04523,0.019,1.073,0.1053,OP-B-102,ST-B-02,0.2383,low
BASM-04524,0.0062,0.946,0.0548,OP-B-032,ST-B-19,0.2562,medium
BASM-04525,-0.0009,0.597,0.0872,OP-B-085,ST-B-02,0.6349,high
BASM-04526,0.0206,1.07,0.0702,OP-B-114,ST-B-23,0.173,low
BASM-04527,0.0134,1.152,0.1023,OP-B-140,ST-B-28,0.368,medium
BASM-04528,0.0184,0.784,0.028,OP-B-016,ST-B-25,0.0925,low
BASM-04529,0.0227,0.463,0.1155,OP-B-028,ST-B-03,0.559,high
BASM-04530,0.0128,0.954,0.0709,OP-B-020,ST-B-11,0.2526,medium
BASM-04531,0.0144,0.553,0.0836,OP-B-019,ST-B-01,0.4181,medium
BASM-04532,0.0177,0.92,0.044,OP-B-131,ST-B-30,0.1636,low
BASM-04533,0.017,1.23,0.0662,OP-B-019,ST-B-04,0.1783,low
BASM-04534,0.0183,1.463,0.0263,OP-B-106,ST-B-01,0.2683,medium
BASM-04535,0.023,0.78,0.0697,OP-B-111,ST-B-17,0.3039,medium
BASM-04536,0.0125,0.865,0.0671,OP-B-024,ST-B-22,0.2513,medium
BASM-04537,0.0307,1.039,0.0135,OP-B-093,ST-B-06,0.1754,low
BASM-04538,0.0247,0.741,0.0789,OP-B-049,ST-B-17,0.3174,medium
BASM-04539,0.0167,1.164,0.0367,OP-B-149,ST-B-10,0.1531,low
BASM-04540,0.0058,0.305,0.0233,OP-B-040,ST-B-09,0.5012,high
BASM-04541,0.0218,1.083,0.083,OP-B-039,ST-B-18,0.2524,medium
BASM-04542,0.0135,1.014,0.1179,OP-B-091,ST-B-20,0.2891,medium
BASM-04543,0.0101,1.672,0.0362,OP-B-014,ST-B-21,0.5151,high
BASM-04544,0.0093,1.166,0.043,OP-B-131,ST-B-10,0.2454,low
BASM-04545,0.0325,0.858,0.0113,OP-B-136,ST-B-20,0.2945,medium
BASM-04546,0.0203,1.162,0.0053,OP-B-106,ST-B-25,0.1467,low
BASM-04547,0.0172,0.497,0.0411,OP-B-062,ST-B-15,0.3021,medium
BASM-04548,0.0146,1.344,0.0195,OP-B-116,ST-B-12,0.1951,low
BASM-04549,0.0242,1.106,0.086,OP-B-053,ST-B-07,0.2848,medium
BASM-04550,0.015,0.71,0.0174,OP-B-115,ST-B-01,0.2302,low
BASM-04551,0.0245,1.063,0.0228,OP-B-011,ST-B-16,0.147,low
BASM-04552,0.0208,0.883,0.021,OP-B-005,ST-B-18,0.1742,low
BASM-04553,0.0049,1.429,0.0539,OP-B-019,ST-B-28,0.4282,medium
BASM-04554,0.0177,0.698,0.0271,OP-B-137,ST-B-13,0.1687,low
BASM-04555,0.0166,1.21,0.0164,OP-B-040,ST-B-22,0.1352,low
BASM-04556,0.0197,1.133,0.022,OP-B-046,ST-B-04,0.1165,low
BASM-04557,0.0168,1.384,0.0269,OP-B-148,ST-B-04,0.2153,low
BASM-04558,0.0163,1.386,0.0256,OP-B-136,ST-B-13,0.2346,low
BASM-04559,0.0252,1.347,0.1346,OP-B-098,ST-B-10,0.5102,high
BASM-04560,0.0334,1.221,0.0904,OP-B-145,ST-B-14,0.4778,medium
BASM-04561,0.0117,1.189,0.1666,OP-B-124,ST-B-16,0.4845,medium
BASM-04562,0.0335,1.319,0.0362,OP-B-095,ST-B-12,0.3869,medium
BASM-04563,0.0151,0.981,0.0368,OP-B-033,ST-B-30,0.1971,low
BASM-04564,0.0115,1.423,0.0474,OP-B-007,ST-B-03,0.31,medium
BASM-04565,0.0243,0.934,0.0677,OP-B-102,ST-B-03,0.2757,medium
BASM-04566,0.0152,1.303,0.1322,OP-B-142,ST-B-11,0.4181,medium
BASM-04567,0.0196,1.306,0.1486,OP-B-062,ST-B-14,0.4124,medium
BASM-04568,0.0115,0.94,0.0368,OP-B-010,ST-B-25,0.1889,low
BASM-04569,0.0021,0.671,0.1089,OP-B-073,ST-B-14,0.5883,high
BASM-04570,0.0223,1.172,0.1229,OP-B-094,ST-B-17,0.4051,medium
BASM-04571,0.0101,1.239,0.0749,OP-B-148,ST-B-10,0.3501,medium
BASM-04572,0.0198,1.359,0.0211,OP-B-131,ST-B-26,0.2229,low
BASM-04573,0.0288,1.006,0.1672,OP-B-062,ST-B-16,0.588,high
BASM-04574,0.0136,0.961,0.0895,OP-B-119,ST-B-20,0.2905,medium
BASM-04575,0.0156,0.767,0.1113,OP-B-006,ST-B-21,0.3584,medium
BASM-04576,0.0145,1.093,0.0491,OP-B-076,ST-B-18,0.2297,low
BASM-04577,0.023,1.176,0.0653,OP-B-143,ST-B-20,0.2853,medium
BASM-04578,0.0152,1.094,0.0569,OP-B-135,ST-B-05,0.1648,low
BASM-04579,0.0304,0.971,0.0138,OP-B-076,ST-B-21,0.223,low
