inspection_id,vibration_rms,kurtosis,temperature,hardness_check,roundness_check,inspection_result,inspection_risk_score,inspection_risk_level
BINSP-05693,0.4255,2.34,43.2,62.22,1.757,pass,0.0944,low
BINSP-05694,0.8044,5.1182,41.88,61.61,1.402,pass,0.1591,low
BINSP-05695,1.1584,6.4319,53.99,59.98,3.808,pass,0.2866,medium
BINSP-05696,0.9818,6.0843,56.98,61.9,2.632,pass,0.2613,medium
BINSP-05697,0.573,3.9759,51.74,60.82,3.575,pass,0.1727,low
BINSP-05698,1.2867,7.1239,51.54,58.02,3.235,pass,0.3239,medium
BINSP-05699,0.5606,4.2262,47.79,60.57,1.595,pass,0.1435,low
BINSP-05700,1.7115,7.51,63.49,63.06,3.892,warning,0.3965,medium
BINSP-05701,1.2503,5.6851,44.08,60.42,3.769,pass,0.2377,low
BINSP-05702,0.5036,4.5949,42.89,62.18,2.847,pass,0.1565,low
BINSP-05703,1.3925,5.8861,59.92,60.29,4.306,pass,0.3138,medium
BINSP-05704,0.2826,2.9892,36.59,61.64,1.192,pass,0.0592,low
BINSP-05705,1.0058,5.656,51.54,64.07,2.961,pass,0.2726,medium
BINSP-05706,0.3376,3.229,46.42,60.2,2.339,pass,0.1175,low
BINSP-05707,0.5351,3.4077,45.86,59.22,2.63,pass,0.1514,low
BINSP-05708,1.4333,6.2056,61.47,61.65,3.505,pass,0.3179,medium
BINSP-05709,1.905,7.5843,60.41,58.54,3.986,warning,0.4086,medium
BINSP-05710,1.0309,5.6847,51.85,62.99,3.358,pass,0.2646,medium
BINSP-05711,0.9064,5.6896,63.01,58.05,3.915,pass,0.3146,medium
BINSP-05712,2.2353,7.581,69.23,59.21,6.289,warning,0.4794,medium
BINSP-05713,1.8482,5.7025,69.76,63.16,5.492,warning,0.412,medium
BINSP-05714,0.6768,4.4529,52.16,59.42,2.387,pass,0.1978,low
BINSP-05715,1.2502,6.6405,63.27,54.79,4.458,warning,0.4144,medium
BINSP-05716,1.9779,7.3769,67.02,60.27,5.217,warning,0.4208,medium
BINSP-05717,0.842,5.4803,54.82,60.04,3.37,pass,0.2417,low
BINSP-05718,0.933,3.781,48.52,62.28,2.552,pass,0.1879,low
BINSP-05719,0.9474,4.7693,52.77,62.14,1.724,pass,0.211,low
BINSP-05720,0.7782,4.1644,48.35,59.21,3.67,pass,0.2049,low
BINSP-05721,0.2979,3.3417,42.54,60.33,2.765,pass,0.1069,low
BINSP-05722,0.882,6.2615,56.89,56.76,3.423,pass,0.317,medium
BINSP-05723,0.8345,5.3941,48.85,66.06,4.614,pass,0.2956,medium
BINSP-05724,0.4338,4.3381,42.24,60.52,1.65,pass,0.1192,low
BINSP-05725,1.2616,6.265,62.58,62.82,4.529,pass,0.3404,medium
BINSP-05726,0.9008,4.0465,46.5,58.7,2.843,pass,0.2028,low
BINSP-05727,0.6709,4.3905,49.36,61.51,1.984,pass,0.1657,low
BINSP-05728,0.9856,5.1671,56.61,63.81,3.688,pass,0.2833,medium
BINSP-05729,0.7893,5.1208,49.75,62.58,3.091,pass,0.2195,low
BINSP-05730,1.2101,3.6159,48.36,61.26,1.898,pass,0.1807,low
BINSP-05731,1.0791,6.3222,57.29,62.16,2.614,pass,0.2778,medium
BINSP-05732,1.5755,4.3996,55.31,58.53,3.225,pass,0.2951,medium
BINSP-05733,1.6803,7.0279,62.9,66.89,4.863,warning,0.4517,medium
BINSP-05734,1.1966,5.262,51.8,63.63,3.429,pass,0.2781,medium
BINSP-05735,1.1716,6.2012,56.21,60.75,4.557,pass,0.2879,medium
BINSP-05736,0.9627,4.6275,47.05,61.63,2.351,pass,0.1898,low
BINSP-05737,0.4767,3.0166,47.8,59.78,3.748,pass,0.1509,low
BINSP-05738,1.8533,6.6737,59.29,58.69,4.046,warning,0.3812,medium
BINSP-05739,0.7461,2.4287,46.84,58.07,2.858,pass,0.1701,low
BINSP-05740,1.5663,4.939,51.0,57.0,2.519,pass,0.305,medium
BINSP-05741,2.1275,6.7858,66.79,63.32,5.219,warning,0.4428,medium
BINSP-05742,0.6464,2.631,39.35,62.54,1.817,pass,0.1084,low
BINSP-05743,1.8858,7.2211,67.74,58.49,4.321,warning,0.4295,medium
BINSP-05744,1.2388,5.85,59.89,61.74,3.275,pass,0.2901,medium
BINSP-05745,1.6491,6.0786,62.92,60.7,4.081,pass,0.3373,medium
BINSP-05746,0.9221,5.5748,57.01,61.13,4.224,pass,0.2546,medium
BINSP-05747,0.8063,5.2002,52.05,57.97,2.356,pass,0.2431,low
BINSP-05748,1.1537,5.7651,56.41,60.95,3.68,pass,0.2651,medium
BINSP-05749,1.0566,5.5841,53.74,60.68,3.848,pass,0.2515,medium
BINSP-05750,1.2415,6.1959,61.57,61.14,5.333,pass,0.3187,medium
BINSP-05751,1.371,6.8646,58.65,62.8,4.145,pass,0.342,medium
BINSP-05752,0.9252,3.0968,48.58,58.07,3.195,pass,0.2063,low
BINSP-05753,1.2071,5.1495,50.08,62.84,3.107,pass,0.2552,medium
BINSP-05754,1.5872,7.1564,62.07,64.88,3.717,warning,0.4009,medium
BINSP-05755,0.8792,4.456,47.89,58.07,2.524,pass,0.2198,low
BINSP-05756,1.5762,8.0684,65.3,62.9,4.978,warning,0.4147,medium
BINSP-05757,1.3631,5.673,61.9,62.81,4.776,pass,0.3363,medium
BINSP-05758,1.9985,7.2031,65.62,55.96,5.358,warning,0.4803,medium
BINSP-05759,2.1202,7.6963,74.14,64.8,5.478,warning,0.5107,high
BINSP-05760,1.1025,3.5957,56.88,61.4,3.22,pass,0.2194,low
BINSP-05761,0.9551,4.1618,48.41,61.45,4.331,pass,0.2055,low
BINSP-05762,0.9338,4.7234,43.41,62.21,2.142,pass,0.1835,low
BINSP-05763,0.8124,3.7863,42.67,63.65,1.503,pass,0.1676,low
BINSP-05764,0.9773,4.1769,48.42,59.69,3.244,pass,0.2073,low
BINSP-05765,1.5155,6.8849,62.29,65.42,5.335,warning,0.4186,medium
BINSP-05766,0.5295,3.7689,40.41,62.43,1.074,pass,0.1158,low
BINSP-05767,0.8284,2.7973,44.58,60.1,1.952,pass,0.1345,low
BINSP-05768,1.7977,6.6011,65.37,61.72,5.139,warning,0.3857,medium
BINSP-05769,0.5346,2.4892,48.75,58.98,2.453,pass,0.1442,low
BINSP-05770,0.9822,5.0639,46.95,62.19,1.957,pass,0.2032,low
BINSP-05771,0.8095,3.8757,49.46,62.74,2.45,pass,0.1897,low
BINSP-05772,0.8542,4.3325,54.19,59.4,3.494,pass,0.2285,low
BINSP-05773,1.2267,6.0692,53.7,61.06,3.628,pass,0.2667,medium
BINSP-05774,0.6764,3.9808,50.63,60.25,2.888,pass,0.1767,low
BINSP-05775,1.4085,5.7958,55.05,63.37,3.731,pass,0.3147,medium
BINSP-05776,1.4256,5.7587,58.99,62.41,5.47,pass,0.3349,medium
BINSP-05777,0.9047,4.0726,52.08,59.08,2.712,pass,0.2152,low
BINSP-05778,0.9145,3.9228,44.66,58.36,2.022,pass,0.1903,low
BINSP-05779,2.6064,8.7795,78.02,57.56,7.537,warning,0.5995,high
BINSP-05780,1.2721,6.3108,54.51,56.83,4.303,pass,0.3472,medium
BINSP-05781,1.432,6.7957,57.24,63.99,4.263,pass,0.3594,medium
BINSP-05782,1.7378,8.5012,62.94,55.74,5.978,warning,0.4894,medium
BINSP-05783,0.6982,3.6557,47.09,59.73,1.716,pass,0.1535,low
BINSP-05784,1.0417,5.1775,52.15,64.59,3.573,pass,0.2828,medium
BINSP-05785,0.9501,5.1641,46.54,58.42,3.379,pass,0.2394,low
BINSP-05786,1.4645,4.4051,49.65,62.29,2.935,pass,0.2469,low
BINSP-05787,1.048,4.5421,48.08,63.33,3.251,pass,0.2339,low
BINSP-05788,0.5146,3.7713,45.07,61.29,1.479,pass,0.1183,low
BINSP-05789,0.3998,4.1965,44.24,63.0,2.43,pass,0.1529,low
BINSP-05790,0.8815,3.4179,40.2,63.67,0.787,pass,0.1483,low
BINSP-05791,0.8113,4.6342,51.73,62.81,2.127,pass,0.2099,low
BINSP-05792,0.9179,3.7918,50.97,62.55,2.464,pass,0.1983,low
BINSP-05793,1.3236,3.7395,48.85,61.84,3.83,pass,0.2248,low
BINSP-05794,0.26,3.1416,40.57,63.63,0.753,pass,0.0987,low
BINSP-05795,1.424,3.5881,56.99,62.1,4.398,pass,0.2672,medium
BINSP-05796,1.5379,7.0989,62.59,61.29,4.383,pass,0.3522,medium
BINSP-05797,1.3607,5.7866,53.29,58.76,5.004,pass,0.3184,medium
BINSP-05798,0.7786,2.2111,47.75,59.24,1.848,pass,0.1416,low
BINSP-05799,1.6735,7.7385,64.28,60.51,3.535,pass,0.3731,medium
BINSP-05800,2.0236,7.67,66.96,60.5,3.864,warning,0.41,medium
BINSP-05801,1.1661,5.208,52.1,62.37,3.493,pass,0.2578,medium
BINSP-05802,1.8111,8.7561,63.72,62.69,5.619,warning,0.4444,medium
BINSP-05803,1.396,6.1353,62.85,63.6,4.314,pass,0.3574,medium
BINSP-05804,1.3869,6.4468,63.2,56.27,4.568,warning,0.3991,medium
BINSP-05805,1.5856,5.3242,55.18,61.93,4.619,pass,0.3074,medium
BINSP-05806,0.8517,5.7275,52.75,59.07,2.565,pass,0.2452,low
BINSP-05807,1.2404,5.4763,48.8,64.77,3.603,pass,0.2946,medium
BINSP-05808,1.002,4.463,53.35,58.25,4.028,pass,0.2625,medium
BINSP-05809,1.8709,7.6253,66.59,61.43,5.608,warning,0.4168,medium
BINSP-05810,2.0781,8.2036,69.46,62.15,6.163,warning,0.4704,medium
BINSP-05811,0.7954,4.0694,44.37,62.6,2.413,pass,0.1729,low
BINSP-05812,0.8583,4.1902,48.25,62.32,3.571,pass,0.2026,low
BINSP-05813,0.6342,3.9967,57.82,62.34,3.552,pass,0.2152,low
BINSP-05814,0.6603,4.2434,48.39,60.58,4.496,pass,0.1877,low
BINSP-05815,1.1073,6.9517,59.75,63.41,4.456,pass,0.3415,medium
BINSP-05816,1.9277,7.8929,62.11,63.0,4.722,warning,0.424,medium
BINSP-05817,1.0776,3.9548,51.47,64.34,2.867,pass,0.2463,low
BINSP-05818,1.6284,6.3608,64.46,64.49,4.328,warning,0.3976,medium
BINSP-05819,0.3852,3.9067,45.44,61.46,1.669,pass,0.1179,low
BINSP-05820,0.9461,6.3929,57.18,63.04,2.434,pass,0.2803,medium
BINSP-05821,0.4903,3.4346,47.75,58.05,2.111,pass,0.1664,low
BINSP-05822,1.0164,3.5253,49.5,60.65,3.321,pass,0.1874,low
BINSP-05823,0.9454,4.9975,53.14,60.06,3.256,pass,0.2321,low
BINSP-05824,1.6393,8.2128,60.98,64.25,6.023,warning,0.4403,medium
BINSP-05825,0.673,4.3314,47.74,62.96,2.88,pass,0.1918,low
BINSP-05826,1.0917,4.1594,60.19,58.85,3.603,pass,0.2719,medium
BINSP-05827,1.943,9.2215,71.82,68.84,5.096,warning,0.5767,high
BINSP-05828,0.7065,2.9036,50.27,59.81,2.829,pass,0.162,low
BINSP-05829,1.556,6.0865,63.27,62.21,4.182,pass,0.3469,medium
BINSP-05830,0.839,3.8558,46.22,61.97,1.325,pass,0.1554,low
BINSP-05831,0.8627,4.1302,46.93,63.5,1.657,pass,0.1921,low
BINSP-05832,0.9206,4.842,49.84,61.71,3.917,pass,0.2205,low
BINSP-05833,0.7482,4.5357,50.88,60.9,1.713,pass,0.17,low
BINSP-05834,1.5982,6.5124,63.41,60.3,3.739,pass,0.346,medium
BINSP-05835,1.6175,5.5736,57.77,62.64,3.345,pass,0.3189,medium
BINSP-05836,1.2117,6.1244,54.26,57.8,4.711,pass,0.3288,medium
BINSP-05837,0.6012,3.2101,52.36,62.24,1.685,pass,0.1547,low
BINSP-05838,1.3441,6.9672,62.14,56.24,3.9,warning,0.3955,medium
BINSP-05839,0.9231,5.6408,51.24,63.52,3.871,pass,0.268,medium
BINSP-05840,0.9334,4.755,51.94,61.59,4.036,pass,0.2264,low
BINSP-05841,0.6339,3.99,43.81,60.66,2.308,pass,0.1376,low
BINSP-05842,0.7906,4.0185,50.17,60.02,3.023,pass,0.1891,low
BINSP-05843,1.1418,5.1305,52.52,61.19,3.252,pass,0.2353,low
BINSP-05844,1.5319,5.5436,52.43,59.35,2.249,pass,0.281,medium
BINSP-05845,1.9621,7.4055,64.61,61.59,5.387,warning,0.412,medium
BINSP-05846,2.2857,8.3449,70.07,60.06,6.86,warning,0.4953,medium
BINSP-05847,1.0291,4.2038,54.03,59.54,3.197,pass,0.2323,low
BINSP-05848,1.8438,6.8369,62.19,61.34,4.893,pass,0.3743,medium
BINSP-05849,1.712,5.3865,61.59,55.17,3.482,warning,0.3993,medium
BINSP-05850,1.1086,5.1285,48.03,60.08,2.747,pass,0.2227,low
BINSP-05851,0.8417,3.2613,53.46,65.29,1.677,pass,0.2223,low
BINSP-05852,1.1113,5.4265,54.09,57.96,3.658,pass,0.292,medium
BINSP-05853,0.5914,5.5763,50.32,65.31,4.663,pass,0.2762,medium
BINSP-05854,1.4129,6.6262,60.22,60.84,3.863,pass,0.3175,medium
BINSP-05855,1.1937,6.3725,55.58,54.4,3.982,pass,0.3792,medium
BINSP-05856,1.1721,5.1214,53.73,60.16,4.979,pass,0.2719,medium
BINSP-05857,1.3929,5.2177,54.18,55.67,4.07,pass,0.3475,medium
BINSP-05858,0.7684,4.9228,47.17,59.75,2.431,pass,0.1924,low
BINSP-05859,0.3809,4.5465,45.21,63.37,1.989,pass,0.1621,low
BINSP-05860,0.596,2.5915,42.45,60.63,0.417,pass,0.0802,low
BINSP-05861,0.2249,3.9817,45.41,60.05,2.662,pass,0.1271,low
BINSP-05862,1.4196,4.2297,49.78,59.56,2.049,pass,0.2322,low
BINSP-05863,1.9349,4.9882,62.43,62.3,4.689,pass,0.3566,medium
BINSP-05864,1.3425,6.7229,66.37,54.72,5.523,warning,0.447,medium
BINSP-05865,0.6463,3.2162,45.53,62.75,1.816,pass,0.1442,low
BINSP-05866,1.2405,4.3251,61.28,62.67,3.629,pass,0.2827,medium
BINSP-05867,0.9767,3.9382,48.39,59.64,3.834,pass,0.2102,low
BINSP-05868,1.0296,4.5692,52.84,59.85,2.86,pass,0.2269,low
BINSP-05869,0.928,3.5092,48.43,64.28,3.911,pass,0.2281,low
BINSP-05870,0.8131,5.8311,49.78,61.27,3.804,pass,0.2244,low
BINSP-05871,1.8183,6.7094,62.11,68.57,5.539,warning,0.4858,medium
BINSP-05872,1.0174,4.9719,47.78,62.0,2.592,pass,0.2115,low
BINSP-05873,0.5203,3.5736,41.3,58.27,2.441,pass,0.1502,low
BINSP-05874,1.9436,6.3866,61.65,59.87,4.49,pass,0.3776,medium
BINSP-05875,1.7249,6.6291,62.7,60.2,4.448,pass,0.3649,medium
BINSP-05876,1.0866,4.7933,49.33,63.01,2.141,pass,0.2277,low
BINSP-05877,0.8614,4.1617,53.9,64.32,3.26,pass,0.2476,low
BINSP-05878,1.2051,5.3011,52.35,63.44,4.191,pass,0.2877,medium
BINSP-05879,1.1485,5.7251,57.48,59.59,4.336,pass,0.2958,medium
BINSP-05880,0.7143,4.365,50.88,61.45,1.188,pass,0.163,low
BINSP-05881,1.1598,6.0995,58.63,58.78,1.793,pass,0.2897,medium
BINSP-05882,0.8245,4.5618,45.64,63.81,2.237,pass,0.2051,low
BINSP-05883,1.2257,4.9499,59.74,62.17,4.608,pass,0.2931,medium
BINSP-05884,0.6959,4.0641,49.6,63.71,1.785,pass,0.1924,low
BINSP-05885,1.9019,6.3704,62.32,60.24,5.755,warning,0.3862,medium
BINSP-05886,0.7643,5.5935,53.12,59.24,3.196,pass,0.2425,low
BINSP-05887,1.3261,5.4191,56.24,60.93,1.48,pass,0.2438,low
BINSP-05888,0.833,4.1164,51.58,62.25,3.305,pass,0.2063,low
BINSP-05889,1.1743,4.423,52.52,62.25,2.929,pass,0.2355,low
BINSP-05890,0.9853,5.5127,48.1,63.57,2.744,pass,0.2465,low
BINSP-05891,1.095,5.7838,58.27,59.35,4.458,pass,0.301,medium
BINSP-05892,0.3744,4.8867,48.56,62.12,0.875,pass,0.1476,low
BINSP-05893,0.3113,4.1315,46.31,60.04,1.316,pass,0.1233,low
BINSP-05894,1.0664,6.075,52.8,60.11,3.926,pass,0.2684,medium
BINSP-05895,0.9813,3.791,45.79,57.64,3.038,pass,0.2193,low
BINSP-05896,1.4549,6.2655,60.73,61.45,4.422,pass,0.3261,medium
BINSP-05897,1.1696,5.6148,50.44,62.09,2.685,pass,0.2466,low
BINSP-05898,0.5364,3.4529,54.19,60.29,3.407,pass,0.1738,low
BINSP-05899,0.9152,4.0734,47.41,62.01,1.717,pass,0.1746,low
BINSP-05900,1.4758,6.6902,62.69,65.49,3.318,warning,0.3901,medium
BINSP-05901,0.8378,4.9862,48.89,61.04,3.007,pass,0.1933,low
BINSP-05902,1.3033,5.8833,56.42,57.81,2.233,pass,0.3079,medium
BINSP-05903,0.8414,5.7973,49.79,61.64,3.501,pass,0.2278,low
BINSP-05904,1.1279,7.3267,59.98,63.39,3.645,pass,0.3412,medium
BINSP-05905,0.2679,5.3179,44.75,59.39,1.986,pass,0.1565,low
BINSP-05906,0.3971,2.2535,43.72,64.59,2.395,pass,0.1356,low
BINSP-05907,1.0521,6.5024,52.46,61.34,2.827,pass,0.2533,medium
BINSP-05908,0.5454,4.1579,38.05,63.83,1.208,pass,0.1394,low
BINSP-05909,1.1976,4.6478,44.16,58.7,1.424,pass,0.2111,low
BINSP-05910,1.112,5.7691,54.49,54.83,4.128,pass,0.3528,medium
BINSP-05911,1.3983,6.4835,63.26,62.92,5.096,pass,0.3651,medium
BINSP-05912,0.9705,4.4195,52.33,57.89,3.004,pass,0.2491,low
BINSP-05913,1.6577,6.7898,65.66,58.9,5.818,warning,0.4093,medium
BINSP-05914,0.4607,5.0669,45.82,60.73,2.741,pass,0.1578,low
BINSP-05915,0.5478,5.1177,48.24,62.27,3.208,pass,0.1938,low
BINSP-05916,1.2783,6.1881,63.88,63.92,3.386,pass,0.3472,medium
BINSP-05917,1.1744,4.6661,57.33,63.53,3.647,pass,0.2844,medium
BINSP-05918,1.1967,4.6554,52.26,60.72,4.542,pass,0.2458,low
BINSP-05919,1.7289,6.8169,67.58,62.42,5.135,warning,0.4031,medium
BINSP-05920,1.3399,5.7818,54.26,63.89,3.904,pass,0.3168,medium
BINSP-05921,1.6684,7.0617,65.98,54.35,4.445,warning,0.4683,medium
BINSP-05922,1.6665,7.5686,60.65,61.56,4.713,pass,0.3721,medium
BINSP-05923,1.3308,6.1435,57.2,62.06,3.19,pass,0.2972,medium
BINSP-05924,2.0704,8.7375,74.24,60.07,5.961,warning,0.491,medium
BINSP-05925,1.8182,6.4192,59.89,64.0,2.574,pass,0.3684,medium
BINSP-05926,0.7104,3.8752,44.26,60.93,2.571,pass,0.1415,low
BINSP-05927,0.4904,4.6762,47.72,59.58,1.16,pass,0.1569,low
BINSP-05928,2.0393,7.2834,69.85,60.47,5.546,warning,0.4338,medium
BINSP-05929,1.1218,5.8321,49.47,59.38,2.923,pass,0.2551,medium
BINSP-05930,1.7006,4.7783,52.99,63.4,3.703,pass,0.3084,medium
BINSP-05931,0.6883,4.5966,42.82,62.97,2.214,pass,0.1737,low
BINSP-05932,1.2742,6.6107,52.89,61.4,2.886,pass,0.2744,medium
BINSP-05933,0.6643,4.2323,50.87,62.2,1.519,pass,0.172,low
BINSP-05934,1.411,6.7347,59.33,58.85,4.605,pass,0.3554,medium
BINSP-05935,1.4947,5.6803,59.93,63.66,5.2,pass,0.357,medium
BINSP-05936,0.7637,3.7183,45.46,63.61,2.022,pass,0.1777,low
BINSP-05937,0.5634,3.3007,44.04,57.84,2.428,pass,0.1634,low
BINSP-05938,1.2264,6.2137,53.46,64.38,2.592,pass,0.3062,medium
BINSP-05939,1.1414,6.4762,56.79,59.93,3.98,pass,0.2986,medium
BINSP-05940,1.5882,5.8932,53.4,61.43,4.027,pass,0.2983,medium
BINSP-05941,1.3989,4.3846,60.84,56.67,4.12,pass,0.3395,medium
BINSP-05942,0.8384,5.3807,43.77,61.94,1.704,pass,0.1817,low
BINSP-05943,1.7731,7.3452,60.42,62.89,3.2,pass,0.3763,medium
BINSP-05944,0.5459,3.8177,47.66,62.23,1.514,pass,0.1448,low
BINSP-05945,1.1507,5.3014,51.77,63.31,3.392,pass,0.2703,medium
BINSP-05946,1.245,5.737,57.32,59.22,5.227,pass,0.3186,medium
BINSP-05947,0.8281,3.1907,46.35,64.62,2.506,pass,0.1957,low
BINSP-05948,1.2092,4.3153,53.89,60.83,3.354,pass,0.2294,low
BINSP-05949,1.394,4.9874,51.06,64.22,3.976,pass,0.2997,medium
BINSP-05950,1.5849,7.3563,65.69,62.83,5.435,warning,0.4068,medium
BINSP-05951,0.88,4.2329,49.34,58.39,1.292,pass,0.2007,low
BINSP-05952,0.8588,3.5463,47.24,62.87,2.299,pass,0.1793,low
BINSP-05953,1.1825,5.7018,51.98,62.2,3.188,pass,0.2622,medium
BINSP-05954,0.969,3.6893,52.32,62.59,3.285,pass,0.2148,low
BINSP-05955,0.9609,4.5369,52.07,60.59,2.938,pass,0.2085,low
BINSP-05956,1.3182,6.2535,55.52,60.94,3.581,pass,0.2826,medium
BINSP-05957,0.869,5.2771,45.84,58.84,2.004,pass,0.2108,low
BINSP-05958,1.3528,6.0417,59.74,64.4,3.507,pass,0.3443,medium
BINSP-05959,0.6659,3.4766,43.88,60.6,0.437,pass,0.1084,low
BINSP-05960,0.7634,3.8757,50.01,59.7,2.402,pass,0.1811,low
BINSP-05961,1.1958,6.5332,47.97,62.71,2.97,pass,0.2712,medium
BINSP-05962,1.2845,4.783,56.89,58.91,3.305,pass,0.2825,medium
BINSP-05963,1.005,5.4903,56.73,61.05,3.528,pass,0.2483,low
BINSP-05964,0.6859,5.7059,47.31,62.84,2.851,pass,0.2166,low
BINSP-05965,0.9084,5.3565,52.29,64.75,2.175,pass,0.2629,medium
BINSP-05966,0.6865,4.625,48.5,62.49,2.258,pass,0.1867,low
BINSP-05967,1.8015,6.6351,60.92,59.89,5.392,warning,0.3805,medium
BINSP-05968,1.5753,5.1339,50.37,60.09,3.214,pass,0.2694,medium
BINSP-05969,1.1776,6.893,54.69,61.58,2.932,pass,0.2825,medium
BINSP-05970,0.9868,5.9795,50.67,62.74,2.657,pass,0.251,medium
BINSP-05971,0.4846,3.2054,34.14,64.3,1.272,pass,0.1106,low
BINSP-05972,0.3563,2.2398,41.81,60.85,2.884,pass,0.0801,low
BINSP-05973,0.63,2.7626,44.05,62.7,2.954,pass,0.1419,low
BINSP-05974,1.1415,5.4638,55.59,62.07,4.117,pass,0.2759,medium
BINSP-05975,2.0491,8.1764,68.1,65.98,4.875,warning,0.5051,high
BINSP-05976,1.4028,4.4039,57.98,60.6,3.097,pass,0.2591,medium
BINSP-05977,0.5558,2.9577,43.4,63.2,0.77,pass,0.1196,low
BINSP-05978,1.2151,3.5604,47.65,63.83,2.84,pass,0.2274,low
BINSP-05979,0.6798,4.1927,44.16,59.52,1.145,pass,0.1494,low
BINSP-05980,1.1147,5.9564,54.9,65.73,4.6,pass,0.3423,medium
BINSP-05981,1.0397,4.2039,45.5,61.57,1.642,pass,0.1721,low
BINSP-05982,1.1488,4.3514,54.54,62.48,3.191,pass,0.2458,low
BINSP-05983,0.6591,4.2591,46.29,60.41,1.126,pass,0.1428,low
BINSP-05984,1.7053,6.3349,66.65,64.78,5.284,warning,0.4258,medium
BINSP-05985,1.6667,6.844,65.55,59.09,5.085,warning,0.399,medium
BINSP-05986,1.5638,7.1765,62.88,64.86,3.827,warning,0.4034,medium
BINSP-05987,1.409,6.4507,53.3,63.07,3.61,pass,0.316,medium
BINSP-05988,0.6806,4.2129,43.21,62.11,1.148,pass,0.141,low
BINSP-05989,0.688,2.4973,44.33,62.89,2.13,pass,0.1346,low
BINSP-05990,1.3172,4.3995,52.28,60.19,3.137,pass,0.2403,low
BINSP-05991,0.6543,4.397,38.74,59.87,1.493,pass,0.1322,low
BINSP-05992,1.1822,6.2193,54.84,65.52,2.792,pass,0.3273,medium
BINSP-05993,0.7576,3.586,41.92,59.14,2.245,pass,0.1541,low
BINSP-05994,1.4793,4.222,47.62,62.37,4.173,pass,0.2534,medium
BINSP-05995,0.6033,3.7151,48.43,58.44,1.534,pass,0.1696,low
BINSP-05996,1.463,6.3798,56.18,61.06,3.884,pass,0.3012,medium
BINSP-05997,0.4915,2.9657,44.12,58.39,2.007,pass,0.1385,low
BINSP-05998,1.3805,5.9337,54.82,57.3,3.26,pass,0.3291,medium
BINSP-05999,0.8385,3.5608,52.26,58.3,1.877,pass,0.2025,low
BINSP-06000,0.8261,4.9217,44.1,58.5,3.396,pass,0.2165,low
BINSP-06001,1.3111,5.1842,58.55,65.09,3.515,pass,0.3306,medium
BINSP-06002,1.8221,7.6055,65.9,57.69,5.113,warning,0.4479,medium
BINSP-06003,1.4587,4.8751,60.73,58.83,3.586,pass,0.3143,medium
BINSP-06004,0.7124,3.2674,46.73,61.12,2.588,pass,0.1388,low
BINSP-06005,1.5296,6.974,67.02,57.22,4.283,warning,0.4153,medium
BINSP-06006,1.1414,4.31,44.76,60.16,2.799,pass,0.197,low
BINSP-06007,1.0665,5.2271,63.48,60.51,4.629,pass,0.2901,medium
BINSP-06008,0.9391,4.2632,52.49,59.69,3.738,pass,0.226,low
BINSP-06009,1.4743,7.2936,61.13,57.52,3.173,pass,0.3799,medium
BINSP-06010,1.185,5.1676,56.06,64.59,4.199,pass,0.3135,medium
BINSP-06011,1.061,3.3795,50.71,58.68,2.096,pass,0.2064,low
BINSP-06012,2.024,7.5444,65.71,59.24,6.109,warning,0.4492,medium
BINSP-06013,1.3415,5.9206,56.52,59.93,3.895,pass,0.2999,medium
BINSP-06014,1.3522,4.1193,47.94,60.58,2.404,pass,0.2078,low
BINSP-06015,0.9072,3.8819,44.27,61.0,2.732,pass,0.1566,low
BINSP-06016,1.6516,7.1929,60.38,63.57,5.066,warning,0.3971,medium
BINSP-06017,0.8051,3.4399,47.63,61.65,1.062,pass,0.1416,low
BINSP-06018,1.3253,6.6672,58.27,61.05,4.995,pass,0.3174,medium
BINSP-06019,1.5678,7.8369,60.11,60.47,4.959,pass,0.3712,medium
BINSP-06020,1.5589,5.0819,58.86,62.85,3.896,pass,0.3183,medium
BINSP-06021,0.8256,3.289,50.21,58.92,2.522,pass,0.1877,low
BINSP-06022,1.6833,6.4869,61.31,57.96,4.76,warning,0.3917,medium
BINSP-06023,0.3242,2.3565,40.83,61.31,2.25,pass,0.0717,low
BINSP-06024,1.3229,4.429,55.18,59.84,2.262,pass,0.2459,low
BINSP-06025,1.1572,5.2258,49.86,61.35,2.739,pass,0.2256,low
BINSP-06026,0.5783,4.8517,47.3,61.44,3.537,pass,0.179,low
BINSP-06027,1.2474,3.8825,54.84,62.98,3.567,pass,0.2565,medium
BINSP-06028,1.1234,4.0737,50.42,61.98,3.082,pass,0.2156,low
BINSP-06029,0.6238,2.9049,47.97,59.52,2.051,pass,0.1434,low
BINSP-06030,0.7852,4.8012,49.91,59.38,2.409,pass,0.2058,low
BINSP-06031,0.6034,3.8168,46.96,62.88,1.719,pass,0.1588,low
BINSP-06032,0.9774,4.0991,49.99,58.87,2.961,pass,0.22,low
BINSP-06033,1.2184,5.9171,58.68,60.82,4.12,pass,0.2877,medium
BINSP-06034,1.2933,5.6791,59.54,63.5,5.375,pass,0.3411,medium
BINSP-06035,0.7287,3.9558,44.67,63.15,1.79,pass,0.1675,low
BINSP-06036,0.8213,3.7607,49.79,57.68,2.139,pass,0.2095,low
BINSP-06037,0.4447,4.0309,46.27,60.26,2.279,pass,0.139,low
BINSP-06038,1.249,6.4706,53.57,61.47,4.21,pass,0.289,medium
