case_id,component_code,component_name,fault_type,severity,judgement,fault_level,rank_no
HCASE-04928,C010,节流阀,节流阀故障,0.23874,正常,轻微退化,2
HCASE-04928,C004,溢流阀,溢流阀故障,0.19559,正常,轻微退化,3
HCASE-04928,C002,方向控制阀,方向阀故障,0.17623,正常,轻微退化,4
HCASE-04928,C001,液压泵总成,液压泵故障,0.05766,正常,正常,5
HCASE-04928,C006,冷却器,冷却器故障,0.03445,正常,正常,6
HCASE-04928,C007,过滤器,过滤器堵塞,0.02955,正常,正常,7
HCASE-04928,C003,作动筒,作动筒故障,0.02402,正常,正常,8
HCASE-04928,C012,卸荷阀,卸荷阀故障,0.02216,正常,正常,9
HCASE-04928,C005,蓄能器,蓄能器故障,0.02026,正常,正常,10
HCASE-04928,C011,管路总成,管路泄漏,0.01681,正常,正常,11
HCASE-04928,C008,液压油箱,油箱故障,0.00407,正常,正常,12
HCASE-04929,C009,单向阀,单向阀故障,0.68492,故障,中度故障,1
HCASE-04929,C010,节流阀,节流阀故障,0.34822,正常,轻微退化,2
HCASE-04929,C002,方向控制阀,方向阀故障,0.31823,正常,轻微退化,3
HCASE-04929,C004,溢流阀,溢流阀故障,0.27798,正常,轻微退化,4
HCASE-04929,C001,液压泵总成,液压泵故障,0.14915,正常,轻微退化,5
HCASE-04929,C011,管路总成,管路泄漏,0.12897,正常,轻微退化,6
HCASE-04929,C003,作动筒,作动筒故障,0.12335,正常,轻微退化,7
HCASE-04929,C007,过滤器,过滤器堵塞,0.069,正常,正常,8
HCASE-04929,C008,液压油箱,油箱故障,0.06303,正常,正常,9
HCASE-04929,C005,蓄能器,蓄能器故障,0.03925,正常,正常,10
HCASE-04929,C012,卸荷阀,卸荷阀故障,0.03859,正常,正常,11
HCASE-04929,C006,冷却器,冷却器故障,0.0367,正常,正常,12
HCASE-04930,C001,液压泵总成,液压泵故障,0.70676,故障,重度故障,1
HCASE-04930,C012,卸荷阀,卸荷阀故障,0.42626,故障,中度故障,2
HCASE-04930,C011,管路总成,管路泄漏,0.38109,故障,中度故障,3
HCASE-04930,C008,液压油箱,油箱故障,0.17297,正常,轻微退化,4
HCASE-04930,C009,单向阀,单向阀故障,0.1123,正常,轻微退化,5
HCASE-04930,C007,过滤器,过滤器堵塞,0.07638,正常,正常,6
HCASE-04930,C006,冷却器,冷却器故障,0.05836,正常,正常,7
HCASE-04930,C003,作动筒,作动筒故障,0.05078,正常,正常,8
HCASE-04930,C004,溢流阀,溢流阀故障,0.04164,正常,正常,9
HCASE-04930,C002,方向控制阀,方向阀故障,0.03434,正常,正常,10
HCASE-04930,C010,节流阀,节流阀故障,0.03383,正常,正常,11
HCASE-04930,C005,蓄能器,蓄能器故障,0.03042,正常,正常,12
HCASE-04931,C004,溢流阀,溢流阀故障,0.75546,故障,重度故障,1
HCASE-04931,C005,蓄能器,蓄能器故障,0.37346,故障,中度故障,2
HCASE-04931,C009,单向阀,单向阀故障,0.32437,正常,轻微退化,3
HCASE-04931,C012,卸荷阀,卸荷阀故障,0.31447,正常,轻微退化,4
HCASE-04931,C011,管路总成,管路泄漏,0.14091,正常,轻微退化,5
HCASE-04931,C007,过滤器,过滤器堵塞,0.13289,正常,轻微退化,6
HCASE-04931,C008,液压油箱,油箱故障,0.10008,正常,轻微退化,7
HCASE-04931,C006,冷却器,冷却器故障,0.06257,正常,正常,8
HCASE-04931,C002,方向控制阀,方向阀故障,0.03919,正常,正常,9
HCASE-04931,C003,作动筒,作动筒故障,0.03622,正常,正常,10
HCASE-04931,C001,液压泵总成,液压泵故障,0.0293,正常,正常,11
HCASE-04931,C010,节流阀,节流阀故障,0.01868,正常,正常,12
HCASE-04932,C003,作动筒,作动筒故障,0.67262,故障,中度故障,1
HCASE-04932,C002,方向控制阀,方向阀故障,0.28421,正常,轻微退化,2
HCASE-04932,C011,管路总成,管路泄漏,0.27412,正常,轻微退化,3
HCASE-04932,C010,节流阀,节流阀故障,0.26369,正常,轻微退化,4
HCASE-04932,C007,过滤器,过滤器堵塞,0.10835,正常,轻微退化,5
HCASE-04932,C009,单向阀,单向阀故障,0.10409,正常,轻微退化,6
HCASE-04932,C005,蓄能器,蓄能器故障,0.07968,正常,正常,7
HCASE-04932,C006,冷却器,冷却器故障,0.031,正常,正常,8
HCASE-04932,C012,卸荷阀,卸荷阀故障,0.02916,正常,正常,9
HCASE-04932,C001,液压泵总成,液压泵故障,0.01627,正常,正常,10
HCASE-04932,C004,溢流阀,溢流阀故障,0.01487,正常,正常,11
HCASE-04932,C008,液压油箱,油箱故障,0.01426,正常,正常,12
HCASE-04933,C009,单向阀,单向阀故障,0.67664,故障,中度故障,1
HCASE-04933,C010,节流阀,节流阀故障,0.30371,正常,轻微退化,2
HCASE-04933,C002,方向控制阀,方向阀故障,0.25006,正常,轻微退化,3
HCASE-04933,C004,溢流阀,溢流阀故障,0.21631,正常,轻微退化,4
HCASE-04933,C003,作动筒,作动筒故障,0.12431,正常,轻微退化,5
HCASE-04933,C001,液压泵总成,液压泵故障,0.09308,正常,正常,6
HCASE-04933,C008,液压油箱,油箱故障,0.07858,正常,正常,7
HCASE-04933,C005,蓄能器,蓄能器故障,0.06992,正常,正常,8
HCASE-04933,C012,卸荷阀,卸荷阀故障,0.05218,正常,正常,9
HCASE-04933,C007,过滤器,过滤器堵塞,0.04406,正常,正常,10
HCASE-04933,C011,管路总成,管路泄漏,0.03007,正常,正常,11
HCASE-04933,C006,冷却器,冷却器故障,0.00289,正常,正常,12
HCASE-04934,C012,卸荷阀,卸荷阀故障,0.70614,故障,重度故障,1
HCASE-04934,C004,溢流阀,溢流阀故障,0.34688,正常,轻微退化,2
HCASE-04934,C009,单向阀,单向阀故障,0.30701,正常,轻微退化,3
HCASE-04934,C001,液压泵总成,液压泵故障,0.2937,正常,轻微退化,4
HCASE-04934,C007,过滤器,过滤器堵塞,0.11821,正常,轻微退化,5
HCASE-04934,C003,作动筒,作动筒故障,0.07914,正常,正常,6
HCASE-04934,C010,节流阀,节流阀故障,0.06409,正常,正常,7
HCASE-04934,C006,冷却器,冷却器故障,0.04822,正常,正常,8
HCASE-04934,C011,管路总成,管路泄漏,0.039,正常,正常,9
HCASE-04934,C005,蓄能器,蓄能器故障,0.03263,正常,正常,10
HCASE-04934,C008,液压油箱,油箱故障,0.02959,正常,正常,11
HCASE-04934,C002,方向控制阀,方向阀故障,0.0104,正常,正常,12
HCASE-04935,C004,溢流阀,溢流阀故障,0.74249,故障,重度故障,1
HCASE-04935,C009,单向阀,单向阀故障,0.29321,正常,轻微退化,2
HCASE-04935,C005,蓄能器,蓄能器故障,0.28456,正常,轻微退化,3
HCASE-04935,C012,卸荷阀,卸荷阀故障,0.24079,正常,轻微退化,4
HCASE-04935,C007,过滤器,过滤器堵塞,0.12997,正常,轻微退化,5
HCASE-04935,C010,节流阀,节流阀故障,0.12742,正常,轻微退化,6
HCASE-04935,C001,液压泵总成,液压泵故障,0.10719,正常,轻微退化,7
HCASE-04935,C008,液压油箱,油箱故障,0.09459,正常,正常,8
HCASE-04935,C002,方向控制阀,方向阀故障,0.08826,正常,正常,9
HCASE-04935,C003,作动筒,作动筒故障,0.05319,正常,正常,10
HCASE-04935,C006,冷却器,冷却器故障,0.03939,正常,正常,11
HCASE-04935,C011,管路总成,管路泄漏,0.03888,正常,正常,12
HCASE-04936,C002,方向控制阀,方向阀故障,0.68333,故障,中度故障,1
HCASE-04936,C009,单向阀,单向阀故障,0.34657,正常,轻微退化,2
HCASE-04936,C003,作动筒,作动筒故障,0.32936,正常,轻微退化,3
HCASE-04936,C010,节流阀,节流阀故障,0.25652,正常,轻微退化,4
HCASE-04936,C005,蓄能器,蓄能器故障,0.15,正常,轻微退化,5
HCASE-04936,C001,液压泵总成,液压泵故障,0.07563,正常,正常,6
HCASE-04936,C007,过滤器,过滤器堵塞,0.07025,正常,正常,7
HCASE-04936,C008,液压油箱,油箱故障,0.06865,正常,正常,8
HCASE-04936,C012,卸荷阀,卸荷阀故障,0.0321,正常,正常,9
HCASE-04936,C004,溢流阀,溢流阀故障,0.0286,正常,正常,10
HCASE-04936,C006,冷却器,冷却器故障,0.02607,正常,正常,11
HCASE-04936,C011,管路总成,管路泄漏,0.00621,正常,正常,12
HCASE-04937,C011,管路总成,管路泄漏,0.77109,故障,重度故障,1
HCASE-04937,C001,液压泵总成,液压泵故障,0.42555,故障,中度故障,2
HCASE-04937,C005,蓄能器,蓄能器故障,0.29204,正常,轻微退化,3
HCASE-04937,C003,作动筒,作动筒故障,0.26699,正常,轻微退化,4
HCASE-04937,C006,冷却器,冷却器故障,0.18221,正常,轻微退化,5
HCASE-04937,C008,液压油箱,油箱故障,0.08877,正常,正常,6
HCASE-04937,C002,方向控制阀,方向阀故障,0.08067,正常,正常,7
HCASE-04937,C010,节流阀,节流阀故障,0.03497,正常,正常,8
HCASE-04937,C009,单向阀,单向阀故障,0.03463,正常,正常,9
HCASE-04937,C004,溢流阀,溢流阀故障,0.0287,正常,正常,10
HCASE-04937,C012,卸荷阀,卸荷阀故障,0.024,正常,正常,11
HCASE-04937,C007,过滤器,过滤器堵塞,0.02252,正常,正常,12
HCASE-04938,C009,单向阀,单向阀故障,0.60611,故障,中度故障,1
HCASE-04938,C004,溢流阀,溢流阀故障,0.37989,故障,中度故障,2
HCASE-04938,C010,节流阀,节流阀故障,0.2881,正常,轻微退化,3
HCASE-04938,C002,方向控制阀,方向阀故障,0.26631,正常,轻微退化,4
HCASE-04938,C003,作动筒,作动筒故障,0.11225,正常,轻微退化,5
HCASE-04938,C005,蓄能器,蓄能器故障,0.04123,正常,正常,6
HCASE-04938,C012,卸荷阀,卸荷阀故障,0.03846,正常,正常,7
HCASE-04938,C011,管路总成,管路泄漏,0.03837,正常,正常,8
HCASE-04938,C006,冷却器,冷却器故障,0.03476,正常,正常,9
HCASE-04938,C008,液压油箱,油箱故障,0.02832,正常,正常,10
HCASE-04938,C001,液压泵总成,液压泵故障,0.01419,正常,正常,11
HCASE-04938,C007,过滤器,过滤器堵塞,0.00238,正常,正常,12
HCASE-04939,C007,过滤器,过滤器堵塞,0.6146,故障,中度故障,1
HCASE-04939,C008,液压油箱,油箱故障,0.26817,正常,轻微退化,2
HCASE-04939,C010,节流阀,节流阀故障,0.21148,正常,轻微退化,3
HCASE-04939,C004,溢流阀,溢流阀故障,0.18361,正常,轻微退化,4
HCASE-04939,C009,单向阀,单向阀故障,0.10336,正常,轻微退化,5
HCASE-04939,C006,冷却器,冷却器故障,0.0648,正常,正常,6
HCASE-04939,C011,管路总成,管路泄漏,0.05104,正常,正常,7
HCASE-04939,C002,方向控制阀,方向阀故障,0.0404,正常,正常,8
HCASE-04939,C005,蓄能器,蓄能器故障,0.01626,正常,正常,9
HCASE-04939,C001,液压泵总成,液压泵故障,0.01488,正常,正常,10
HCASE-04939,C003,作动筒,作动筒故障,0.01044,正常,正常,11
HCASE-04939,C012,卸荷阀,卸荷阀故障,0.00071,正常,正常,12
HCASE-04940,C011,管路总成,管路泄漏,0.75212,故障,重度故障,1
HCASE-04940,C003,作动筒,作动筒故障,0.35976,故障,中度故障,2
HCASE-04940,C005,蓄能器,蓄能器故障,0.27175,正常,轻微退化,3
HCASE-04940,C001,液压泵总成,液压泵故障,0.25241,正常,轻微退化,4
HCASE-04940,C008,液压油箱,油箱故障,0.15137,正常,轻微退化,5
HCASE-04940,C004,溢流阀,溢流阀故障,0.1436,正常,轻微退化,6
HCASE-04940,C006,冷却器,冷却器故障,0.06784,正常,正常,7
HCASE-04940,C012,卸荷阀,卸荷阀故障,0.0436,正常,正常,8
HCASE-04940,C007,过滤器,过滤器堵塞,0.03125,正常,正常,9
HCASE-04940,C002,方向控制阀,方向阀故障,0.03103,正常,正常,10
HCASE-04940,C010,节流阀,节流阀故障,0.02845,正常,正常,11
HCASE-04940,C009,单向阀,单向阀故障,0.02146,正常,正常,12
HCASE-04941,C011,管路总成,管路泄漏,0.73165,故障,重度故障,1
HCASE-04941,C005,蓄能器,蓄能器故障,0.29545,正常,轻微退化,2
HCASE-04941,C003,作动筒,作动筒故障,0.28202,正常,轻微退化,3
HCASE-04941,C001,液压泵总成,液压泵故障,0.22005,正常,轻微退化,4
HCASE-04941,C010,节流阀,节流阀故障,0.08997,正常,正常,5
HCASE-04941,C012,卸荷阀,卸荷阀故障,0.08417,正常,正常,6
HCASE-04941,C002,方向控制阀,方向阀故障,0.07029,正常,正常,7
HCASE-04941,C009,单向阀,单向阀故障,0.04152,正常,正常,8
HCASE-04941,C004,溢流阀,溢流阀故障,0.02522,正常,正常,9
HCASE-04941,C006,冷却器,冷却器故障,0.0248,正常,正常,10
HCASE-04941,C008,液压油箱,油箱故障,0.01623,正常,正常,11
HCASE-04941,C007,过滤器,过滤器堵塞,0.01215,正常,正常,12
HCASE-04942,C011,管路总成,管路泄漏,0.73052,故障,重度故障,1
HCASE-04942,C001,液压泵总成,液压泵故障,0.38417,故障,中度故障,2
HCASE-04942,C005,蓄能器,蓄能器故障,0.36158,故障,中度故障,3
HCASE-04942,C003,作动筒,作动筒故障,0.26657,正常,轻微退化,4
HCASE-04942,C006,冷却器,冷却器故障,0.16072,正常,轻微退化,5
HCASE-04942,C004,溢流阀,溢流阀故障,0.1148,正常,轻微退化,6
HCASE-04942,C007,过滤器,过滤器堵塞,0.10263,正常,轻微退化,7
HCASE-04942,C008,液压油箱,油箱故障,0.0789,正常,正常,8
HCASE-04942,C009,单向阀,单向阀故障,0.05768,正常,正常,9
HCASE-04942,C012,卸荷阀,卸荷阀故障,0.04547,正常,正常,10
HCASE-04942,C010,节流阀,节流阀故障,0.01156,正常,正常,11
HCASE-04942,C002,方向控制阀,方向阀故障,0.00839,正常,正常,12
HCASE-04943,C001,液压泵总成,液压泵故障,0.76791,故障,重度故障,1
HCASE-04943,C008,液压油箱,油箱故障,0.38544,故障,中度故障,2
HCASE-04943,C012,卸荷阀,卸荷阀故障,0.29941,正常,轻微退化,3
HCASE-04943,C011,管路总成,管路泄漏,0.2847,正常,轻微退化,4
HCASE-04943,C004,溢流阀,溢流阀故障,0.19789,正常,轻微退化,5
HCASE-04943,C009,单向阀,单向阀故障,0.15454,正常,轻微退化,6
HCASE-04943,C007,过滤器,过滤器堵塞,0.08703,正常,正常,7
HCASE-04943,C003,作动筒,作动筒故障,0.05468,正常,正常,8
HCASE-04943,C010,节流阀,节流阀故障,0.04936,正常,正常,9
HCASE-04943,C002,方向控制阀,方向阀故障,0.04582,正常,正常,10
HCASE-04943,C006,冷却器,冷却器故障,0.03424,正常,正常,11
HCASE-04943,C005,蓄能器,蓄能器故障,0.00156,正常,正常,12
HCASE-04944,C011,管路总成,管路泄漏,0.73649,故障,重度故障,1
HCASE-04944,C001,液压泵总成,液压泵故障,0.36685,故障,中度故障,2
HCASE-04944,C003,作动筒,作动筒故障,0.35492,故障,中度故障,3
HCASE-04944,C005,蓄能器,蓄能器故障,0.35396,故障,中度故障,4
HCASE-04944,C008,液压油箱,油箱故障,0.1348,正常,轻微退化,5
HCASE-04944,C007,过滤器,过滤器堵塞,0.13194,正常,轻微退化,6
HCASE-04944,C006,冷却器,冷却器故障,0.05027,正常,正常,7
HCASE-04944,C002,方向控制阀,方向阀故障,0.03701,正常,正常,8
HCASE-04944,C010,节流阀,节流阀故障,0.03108,正常,正常,9
HCASE-04944,C004,溢流阀,溢流阀故障,0.02951,正常,正常,10
HCASE-04944,C012,卸荷阀,卸荷阀故障,0.02832,正常,正常,11
HCASE-04944,C009,单向阀,单向阀故障,0.01706,正常,正常,12
HCASE-04945,C002,方向控制阀,方向阀故障,0.74407,故障,重度故障,1
HCASE-04945,C010,节流阀,节流阀故障,0.40001,故障,中度故障,2
HCASE-04945,C003,作动筒,作动筒故障,0.34339,正常,轻微退化,3
HCASE-04945,C009,单向阀,单向阀故障,0.30989,正常,轻微退化,4
HCASE-04945,C006,冷却器,冷却器故障,0.1234,正常,轻微退化,5
HCASE-04945,C001,液压泵总成,液压泵故障,0.10856,正常,轻微退化,6
HCASE-04945,C012,卸荷阀,卸荷阀故障,0.09426,正常,正常,7
HCASE-04945,C007,过滤器,过滤器堵塞,0.0596,正常,正常,8
HCASE-04945,C004,溢流阀,溢流阀故障,0.04927,正常,正常,9
HCASE-04945,C005,蓄能器,蓄能器故障,0.02553,正常,正常,10
HCASE-04945,C011,管路总成,管路泄漏,0.01445,正常,正常,11
HCASE-04945,C008,液压油箱,油箱故障,0.0094,正常,正常,12
HCASE-04946,C003,作动筒,作动筒故障,0.67775,故障,中度故障,1
HCASE-04946,C002,方向控制阀,方向阀故障,0.29021,正常,轻微退化,2
HCASE-04946,C010,节流阀,节流阀故障,0.2767,正常,轻微退化,3
HCASE-04946,C011,管路总成,管路泄漏,0.26776,正常,轻微退化,4
HCASE-04946,C006,冷却器,冷却器故障,0.21601,正常,轻微退化,5
HCASE-04946,C007,过滤器,过滤器堵塞,0.11193,正常,轻微退化,6
HCASE-04946,C001,液压泵总成,液压泵故障,0.09073,正常,正常,7
HCASE-04946,C012,卸荷阀,卸荷阀故障,0.08656,正常,正常,8
HCASE-04946,C009,单向阀,单向阀故障,0.0662,正常,正常,9
HCASE-04946,C005,蓄能器,蓄能器故障,0.05762,正常,正常,10
HCASE-04946,C004,溢流阀,溢流阀故障,0.03904,正常,正常,11
HCASE-04946,C008,液压油箱,油箱故障,0.02796,正常,正常,12
HCASE-04947,C005,蓄能器,蓄能器故障,0.77528,故障,重度故障,1
HCASE-04947,C004,溢流阀,溢流阀故障,0.32926,正常,轻微退化,2
HCASE-04947,C011,管路总成,管路泄漏,0.32764,正常,轻微退化,3
HCASE-04947,C012,卸荷阀,卸荷阀故障,0.12875,正常,轻微退化,4
HCASE-04947,C008,液压油箱,油箱故障,0.08003,正常,正常,5
HCASE-04947,C006,冷却器,冷却器故障,0.05764,正常,正常,6
HCASE-04947,C002,方向控制阀,方向阀故障,0.05205,正常,正常,7
HCASE-04947,C003,作动筒,作动筒故障,0.04436,正常,正常,8
HCASE-04947,C010,节流阀,节流阀故障,0.0285,正常,正常,9
HCASE-04947,C009,单向阀,单向阀故障,0.02207,正常,正常,10
HCASE-04947,C001,液压泵总成,液压泵故障,0.0201,正常,正常,11
HCASE-04947,C007,过滤器,过滤器堵塞,0.01468,正常,正常,12
HCASE-04948,C006,冷却器,冷却器故障,0.62544,故障,中度故障,1
HCASE-04948,C007,过滤器,过滤器堵塞,0.38127,故障,中度故障,2
HCASE-04948,C008,液压油箱,油箱故障,0.37223,故障,中度故障,3
HCASE-04948,C001,液压泵总成,液压泵故障,0.10558,正常,轻微退化,4
HCASE-04948,C002,方向控制阀,方向阀故障,0.09742,正常,正常,5
HCASE-04948,C009,单向阀,单向阀故障,0.08357,正常,正常,6
HCASE-04948,C011,管路总成,管路泄漏,0.05119,正常,正常,7
HCASE-04948,C005,蓄能器,蓄能器故障,0.02937,正常,正常,8
HCASE-04948,C003,作动筒,作动筒故障,0.02653,正常,正常,9
HCASE-04948,C004,溢流阀,溢流阀故障,0.02044,正常,正常,10
HCASE-04948,C010,节流阀,节流阀故障,0.01529,正常,正常,11
HCASE-04948,C012,卸荷阀,卸荷阀故障,0.00486,正常,正常,12
HCASE-04949,C007,过滤器,过滤器堵塞,0.62911,故障,中度故障,1
HCASE-04949,C010,节流阀,节流阀故障,0.35168,故障,中度故障,2
HCASE-04949,C008,液压油箱,油箱故障,0.22394,正常,轻微退化,3
HCASE-04949,C003,作动筒,作动筒故障,0.17148,正常,轻微退化,4
HCASE-04949,C009,单向阀,单向阀故障,0.13739,正常,轻微退化,5
HCASE-04949,C002,方向控制阀,方向阀故障,0.07903,正常,正常,6
HCASE-04949,C012,卸荷阀,卸荷阀故障,0.0777,正常,正常,7
HCASE-04949,C011,管路总成,管路泄漏,0.03977,正常,正常,8
HCASE-04949,C001,液压泵总成,液压泵故障,0.03788,正常,正常,9
HCASE-04949,C005,蓄能器,蓄能器故障,0.03593,正常,正常,10
HCASE-04949,C006,冷却器,冷却器故障,0.02422,正常,正常,11
HCASE-04949,C004,溢流阀,溢流阀故障,0.01062,正常,正常,12
HCASE-04950,C006,冷却器,冷却器故障,0.61106,故障,中度故障,1
HCASE-04950,C008,液压油箱,油箱故障,0.35499,故障,中度故障,2
HCASE-04950,C007,过滤器,过滤器堵塞,0.2686,正常,轻微退化,3
HCASE-04950,C004,溢流阀,溢流阀故障,0.17132,正常,轻微退化,4
HCASE-04950,C010,节流阀,节流阀故障,0.11521,正常,轻微退化,5
HCASE-04950,C003,作动筒,作动筒故障,0.10091,正常,轻微退化,6
HCASE-04950,C002,方向控制阀,方向阀故障,0.08269,正常,正常,7
HCASE-04950,C011,管路总成,管路泄漏,0.07779,正常,正常,8
HCASE-04950,C001,液压泵总成,液压泵故障,0.0591,正常,正常,9
HCASE-04950,C005,蓄能器,蓄能器故障,0.0566,正常,正常,10
HCASE-04950,C009,单向阀,单向阀故障,0.02617,正常,正常,11
HCASE-04950,C012,卸荷阀,卸荷阀故障,0.00588,正常,正常,12
HCASE-04951,C003,作动筒,作动筒故障,0.62775,故障,中度故障,1
HCASE-04951,C002,方向控制阀,方向阀故障,0.32932,正常,轻微退化,2
HCASE-04951,C011,管路总成,管路泄漏,0.32447,正常,轻微退化,3
HCASE-04951,C010,节流阀,节流阀故障,0.30825,正常,轻微退化,4
HCASE-04951,C008,液压油箱,油箱故障,0.13284,正常,轻微退化,5
HCASE-04951,C001,液压泵总成,液压泵故障,0.12934,正常,轻微退化,6
HCASE-04951,C007,过滤器,过滤器堵塞,0.10737,正常,轻微退化,7
HCASE-04951,C006,冷却器,冷却器故障,0.09956,正常,正常,8
HCASE-04951,C005,蓄能器,蓄能器故障,0.08821,正常,正常,9
HCASE-04951,C004,溢流阀,溢流阀故障,0.05802,正常,正常,10
HCASE-04951,C012,卸荷阀,卸荷阀故障,0.05384,正常,正常,11
HCASE-04951,C009,单向阀,单向阀故障,0.0383,正常,正常,12
HCASE-04952,C003,作动筒,作动筒故障,0.78943,故障,重度故障,1
HCASE-04952,C011,管路总成,管路泄漏,0.35248,故障,中度故障,2
HCASE-04952,C010,节流阀,节流阀故障,0.28479,正常,轻微退化,3
HCASE-04952,C002,方向控制阀,方向阀故障,0.25747,正常,轻微退化,4
HCASE-04952,C006,冷却器,冷却器故障,0.1164,正常,轻微退化,5
HCASE-04952,C009,单向阀,单向阀故障,0.09968,正常,正常,6
HCASE-04952,C001,液压泵总成,液压泵故障,0.08587,正常,正常,7
HCASE-04952,C007,过滤器,过滤器堵塞,0.06015,正常,正常,8
HCASE-04952,C004,溢流阀,溢流阀故障,0.03997,正常,正常,9
HCASE-04952,C012,卸荷阀,卸荷阀故障,0.03495,正常,正常,10
HCASE-04952,C008,液压油箱,油箱故障,0.03215,正常,正常,11
HCASE-04952,C005,蓄能器,蓄能器故障,0.00249,正常,正常,12
HCASE-04953,C012,卸荷阀,卸荷阀故障,0.75073,故障,重度故障,1
HCASE-04953,C001,液压泵总成,液压泵故障,0.41531,故障,中度故障,2
HCASE-04953,C004,溢流阀,溢流阀故障,0.33057,正常,轻微退化,3
HCASE-04953,C009,单向阀,单向阀故障,0.30758,正常,轻微退化,4
HCASE-04953,C005,蓄能器,蓄能器故障,0.18229,正常,轻微退化,5
HCASE-04953,C010,节流阀,节流阀故障,0.1621,正常,轻微退化,6
HCASE-04953,C011,管路总成,管路泄漏,0.08975,正常,正常,7
HCASE-04953,C007,过滤器,过滤器堵塞,0.0781,正常,正常,8
HCASE-04953,C008,液压油箱,油箱故障,0.06972,正常,正常,9
HCASE-04953,C006,冷却器,冷却器故障,0.05609,正常,正常,10
HCASE-04953,C002,方向控制阀,方向阀故障,0.04463,正常,正常,11
HCASE-04953,C003,作动筒,作动筒故障,0.01468,正常,正常,12
HCASE-04954,C004,溢流阀,溢流阀故障,0.67867,故障,中度故障,1
HCASE-04954,C009,单向阀,单向阀故障,0.31837,正常,轻微退化,2
HCASE-04954,C012,卸荷阀,卸荷阀故障,0.27437,正常,轻微退化,3
HCASE-04954,C005,蓄能器,蓄能器故障,0.26508,正常,轻微退化,4
HCASE-04954,C003,作动筒,作动筒故障,0.10333,正常,轻微退化,5
HCASE-04954,C008,液压油箱,油箱故障,0.08617,正常,正常,6
HCASE-04954,C006,冷却器,冷却器故障,0.08576,正常,正常,7
HCASE-04954,C010,节流阀,节流阀故障,0.06566,正常,正常,8
HCASE-04954,C007,过滤器,过滤器堵塞,0.06,正常,正常,9
HCASE-04954,C002,方向控制阀,方向阀故障,0.05428,正常,正常,10
HCASE-04954,C001,液压泵总成,液压泵故障,0.00803,正常,正常,11
HCASE-04954,C011,管路总成,管路泄漏,0.00035,正常,正常,12
HCASE-04955,C011,管路总成,管路泄漏,0.71374,故障,重度故障,1
HCASE-04955,C003,作动筒,作动筒故障,0.45584,故障,中度故障,2
HCASE-04955,C005,蓄能器,蓄能器故障,0.38239,故障,中度故障,3
HCASE-04955,C001,液压泵总成,液压泵故障,0.26231,正常,轻微退化,4
HCASE-04955,C008,液压油箱,油箱故障,0.15899,正常,轻微退化,5
HCASE-04955,C009,单向阀,单向阀故障,0.15813,正常,轻微退化,6
HCASE-04955,C004,溢流阀,溢流阀故障,0.11219,正常,轻微退化,7
HCASE-04955,C010,节流阀,节流阀故障,0.09004,正常,正常,8
HCASE-04955,C002,方向控制阀,方向阀故障,0.01978,正常,正常,9
HCASE-04955,C012,卸荷阀,卸荷阀故障,0.01719,正常,正常,10
HCASE-04955,C007,过滤器,过滤器堵塞,0.01622,正常,正常,11
HCASE-04955,C006,冷却器,冷却器故障,0.01382,正常,正常,12
HCASE-04956,C008,液压油箱,油箱故障,0.68102,故障,中度故障,1
HCASE-04956,C001,液压泵总成,液压泵故障,0.33212,正常,轻微退化,2
HCASE-04956,C007,过滤器,过滤器堵塞,0.29403,正常,轻微退化,3
HCASE-04956,C006,冷却器,冷却器故障,0.28472,正常,轻微退化,4
HCASE-04956,C002,方向控制阀,方向阀故障,0.15575,正常,轻微退化,5
HCASE-04956,C005,蓄能器,蓄能器故障,0.15383,正常,轻微退化,6
HCASE-04956,C003,作动筒,作动筒故障,0.10353,正常,轻微退化,7
HCASE-04956,C012,卸荷阀,卸荷阀故障,0.06301,正常,正常,8
HCASE-04956,C011,管路总成,管路泄漏,0.04483,正常,正常,9
HCASE-04956,C010,节流阀,节流阀故障,0.00997,正常,正常,10
HCASE-04956,C009,单向阀,单向阀故障,0.0068,正常,正常,11
HCASE-04956,C004,溢流阀,溢流阀故障,0.00346,正常,正常,12
HCASE-04957,C009,单向阀,单向阀故障,0.71293,故障,重度故障,1
HCASE-04957,C004,溢流阀,溢流阀故障,0.31833,正常,轻微退化,2
HCASE-04957,C002,方向控制阀,方向阀故障,0.25662,正常,轻微退化,3
HCASE-04957,C010,节流阀,节流阀故障,0.23324,正常,轻微退化,4
HCASE-04957,C006,冷却器,冷却器故障,0.16614,正常,轻微退化,5
HCASE-04957,C011,管路总成,管路泄漏,0.07782,正常,正常,6
HCASE-04957,C005,蓄能器,蓄能器故障,0.06417,正常,正常,7
HCASE-04957,C008,液压油箱,油箱故障,0.03096,正常,正常,8
HCASE-04957,C001,液压泵总成,液压泵故障,0.01798,正常,正常,9
HCASE-04957,C007,过滤器,过滤器堵塞,0.01271,正常,正常,10
HCASE-04957,C012,卸荷阀,卸荷阀故障,0.00921,正常,正常,11
HCASE-04957,C003,作动筒,作动筒故障,0.00275,正常,正常,12
HCASE-04958,C009,单向阀,单向阀故障,0.7817,故障,重度故障,1
HCASE-04958,C004,溢流阀,溢流阀故障,0.37508,故障,中度故障,2
HCASE-04958,C010,节流阀,节流阀故障,0.35708,故障,中度故障,3
HCASE-04958,C002,方向控制阀,方向阀故障,0.31127,正常,轻微退化,4
