inspection_id,pressure_test_value,leakage_rate,flow_test_value,temperature_test_value,vibration_value,inspection_result,inspection_risk_score,inspection_risk_level
HINSP-06103,21.2149,0.42461,62.3529,60.4257,1.38165,pass,0.2312,low
HINSP-06104,27.0487,0.53859,73.2952,61.4411,1.56851,pass,0.2816,medium
HINSP-06105,24.712,0.6618,44.6019,70.7718,1.6548,warning,0.3828,medium
HINSP-06106,21.422,0.16742,81.7849,45.2685,0.17143,pass,0.0856,low
HINSP-06107,24.9943,0.63452,56.1777,62.5156,0.98898,pass,0.302,medium
HINSP-06108,24.5702,0.52345,52.6241,62.2311,1.20308,pass,0.2966,medium
HINSP-06109,25.1908,0.32744,71.4566,58.5849,0.64383,pass,0.1848,low
HINSP-06110,20.9981,0.31024,61.5967,59.9137,0.99591,pass,0.2006,low
HINSP-06111,24.1116,0.35071,59.1527,58.0721,1.14252,pass,0.2306,low
HINSP-06112,23.7523,0.12487,71.9066,49.8402,0.59562,pass,0.1097,low
HINSP-06113,19.1103,0.23503,54.6231,51.937,1.08373,pass,0.2187,low
HINSP-06114,21.5961,0.0,76.1214,45.2493,0.51165,pass,0.0521,low
HINSP-06115,22.8837,0.23758,61.1054,51.8056,1.0023,pass,0.1705,low
HINSP-06116,21.9711,0.50475,61.7101,61.5912,1.1531,pass,0.2303,low
HINSP-06117,26.5648,0.50572,61.8729,61.7632,1.29476,pass,0.294,medium
HINSP-06118,24.4973,0.42603,70.6074,67.4504,1.12175,pass,0.234,low
HINSP-06119,19.5413,0.36855,77.1918,52.023,0.84037,pass,0.1713,low
HINSP-06120,20.7082,0.05413,67.2354,44.4038,0.50323,pass,0.0901,low
HINSP-06121,22.7823,0.39162,62.6713,56.3675,1.08295,pass,0.2036,low
HINSP-06122,23.6977,0.18129,81.8611,48.2899,0.68437,pass,0.1298,low
HINSP-06123,23.9117,0.66655,55.3374,70.5148,1.9238,pass,0.3514,medium
HINSP-06124,21.3099,0.25847,63.6918,54.4287,0.50988,pass,0.1499,low
HINSP-06125,21.2844,0.31124,57.8942,62.6323,0.80601,pass,0.2067,low
HINSP-06126,26.8619,0.51784,65.7563,60.6141,1.32005,pass,0.2866,medium
HINSP-06127,21.4878,0.21134,75.8291,45.6248,0.10675,pass,0.0724,low
HINSP-06128,26.3239,0.38877,67.0971,60.6801,1.15125,pass,0.2476,low
HINSP-06129,26.7032,0.64791,68.4375,69.933,1.54981,pass,0.3284,medium
HINSP-06130,18.735,0.14375,70.6043,42.6349,0.24324,pass,0.1058,low
HINSP-06131,23.3536,0.28107,69.8089,50.344,0.68503,pass,0.1416,low
HINSP-06132,18.7159,0.23896,85.2124,47.9051,0.77244,pass,0.1724,low
HINSP-06133,21.1119,0.16815,74.1675,47.4869,0.59701,pass,0.0938,low
HINSP-06134,19.8173,0.3299,52.733,55.619,0.85258,pass,0.2302,low
HINSP-06135,24.9644,0.27705,57.0477,59.9839,0.63845,pass,0.2197,low
HINSP-06136,25.1469,0.76164,72.5043,68.2193,2.12542,pass,0.3344,medium
HINSP-06137,25.5714,0.46603,60.2623,63.347,1.01938,pass,0.2721,medium
HINSP-06138,21.702,0.13371,49.0702,51.1247,0.32607,pass,0.1532,low
HINSP-06139,25.1762,0.50362,66.7008,63.0118,1.22354,pass,0.2614,medium
HINSP-06140,24.7091,0.35825,67.2906,54.8573,1.0296,pass,0.2033,low
HINSP-06141,25.2441,0.5065,64.619,64.6027,1.45187,pass,0.2817,medium
HINSP-06142,21.0041,0.26587,66.3596,51.976,0.9574,pass,0.1595,low
HINSP-06143,23.128,0.33216,77.2971,51.0902,0.69192,pass,0.1405,low
HINSP-06144,20.2717,0.12139,74.8466,49.2104,0.58556,pass,0.0982,low
HINSP-06145,22.0033,0.32913,67.7726,61.6024,0.49621,pass,0.1563,low
HINSP-06146,22.2289,0.16046,72.6829,48.1655,0.64621,pass,0.0921,low
HINSP-06147,18.207,0.16985,73.7299,48.8387,0.7385,pass,0.1413,low
HINSP-06148,23.4678,0.42864,50.5173,53.7358,1.19103,pass,0.2534,medium
HINSP-06149,22.2173,0.10267,71.1779,49.2928,0.45367,pass,0.0817,low
HINSP-06150,20.9707,0.16522,71.2376,45.3442,0.4342,pass,0.0926,low
HINSP-06151,18.4021,0.10118,69.8134,43.9328,0.36986,pass,0.1133,low
HINSP-06152,23.2603,0.28841,60.1581,53.7519,0.96735,pass,0.1896,low
HINSP-06153,21.7637,0.25934,67.7703,57.2462,1.01155,pass,0.1584,low
HINSP-06154,20.7234,0.1731,75.317,42.6428,0.61954,pass,0.0881,low
HINSP-06155,21.9154,0.28054,63.1675,61.4995,0.91112,pass,0.1794,low
HINSP-06156,28.633,0.45438,57.0809,63.962,0.71235,pass,0.3079,medium
HINSP-06157,25.2943,0.41018,68.0419,53.0192,1.05029,pass,0.2139,low
HINSP-06158,20.752,0.32867,72.858,41.9432,0.59283,pass,0.1165,low
HINSP-06159,27.0938,0.49917,68.3567,69.2638,1.16125,pass,0.2918,medium
HINSP-06160,22.6642,0.42176,45.0545,51.782,0.86603,pass,0.241,low
HINSP-06161,24.2822,0.41751,52.2765,57.3508,1.52723,pass,0.2783,medium
HINSP-06162,21.4185,0.13559,75.948,45.5629,0.16453,pass,0.0632,low
HINSP-06163,25.2893,0.52964,60.9765,63.0042,1.27339,pass,0.2863,medium
HINSP-06164,22.2656,0.33144,73.2446,52.4472,1.26644,pass,0.1538,low
HINSP-06165,23.4764,0.44364,60.5004,50.9576,0.87327,pass,0.2071,low
HINSP-06166,23.8846,0.40244,64.8535,57.1368,1.41507,pass,0.228,low
HINSP-06167,21.9617,0.18782,59.3446,62.738,0.71128,pass,0.1696,low
HINSP-06168,25.1761,0.47833,62.2843,62.3494,1.47883,pass,0.2791,medium
HINSP-06169,19.4248,0.13252,71.0135,51.4895,0.43311,pass,0.1214,low
HINSP-06170,21.8274,0.24956,75.1105,48.2509,0.78122,pass,0.1052,low
HINSP-06171,21.829,0.227,77.5697,50.3945,0.48309,pass,0.1017,low
HINSP-06172,20.9799,0.15522,69.5781,49.6456,0.29208,pass,0.0998,low
HINSP-06173,23.9191,0.69536,53.2983,71.5389,1.68719,pass,0.3552,medium
HINSP-06174,21.3448,0.35107,75.557,58.6266,1.23322,pass,0.171,low
HINSP-06175,23.1009,0.48954,70.2805,53.4504,1.26649,pass,0.202,low
HINSP-06176,24.0851,0.25484,75.3984,57.0441,0.73535,pass,0.1493,low
HINSP-06177,19.5341,0.32873,60.6328,63.8004,0.8951,pass,0.23,low
HINSP-06178,22.9419,0.36765,62.1746,58.5016,1.03629,pass,0.2061,low
HINSP-06179,21.4944,0.27365,60.9274,52.6735,1.25509,pass,0.1843,low
HINSP-06180,25.3483,0.55032,54.9482,66.9844,1.37536,pass,0.3216,medium
HINSP-06181,21.0685,0.31786,63.4761,52.8039,0.69095,pass,0.1671,low
HINSP-06182,21.0922,0.29194,59.7212,59.7948,0.71577,pass,0.1905,low
HINSP-06183,24.67,0.16324,41.6236,57.7755,0.81595,pass,0.2453,low
HINSP-06184,20.3138,0.18276,67.6383,58.097,0.56453,pass,0.1486,low
HINSP-06185,22.2562,0.20487,61.9293,55.4063,0.5344,pass,0.1439,low
HINSP-06186,21.9624,0.35958,57.3412,47.5439,1.0408,pass,0.1832,low
HINSP-06187,23.8688,0.24703,55.5002,48.2132,0.62381,pass,0.1782,low
HINSP-06188,23.9909,0.1387,90.8972,48.0946,0.53591,pass,0.1471,low
HINSP-06189,25.6885,0.38814,73.2064,50.8812,0.821,pass,0.1858,low
HINSP-06190,23.9202,0.3921,69.6294,66.5144,1.12415,pass,0.2219,low
HINSP-06191,18.2499,0.29033,61.2997,49.7724,1.20396,pass,0.2188,low
HINSP-06192,23.1367,0.22352,76.8109,59.135,0.68639,pass,0.139,low
HINSP-06193,19.9603,0.22316,78.8668,55.4875,0.10563,pass,0.1252,low
HINSP-06194,20.4881,0.16796,59.7138,57.5391,0.62297,pass,0.1688,low
HINSP-06195,23.0527,0.06357,70.8059,39.2939,0.21969,pass,0.0551,low
HINSP-06196,21.3308,0.24766,72.8837,43.5762,0.4779,pass,0.0946,low
HINSP-06197,25.3988,0.15744,71.4435,51.0263,0.36402,pass,0.131,low
HINSP-06198,21.6195,0.52022,73.7689,57.4881,1.20771,pass,0.1942,low
HINSP-06199,21.5309,0.18222,62.1214,50.6456,0.33748,pass,0.1237,low
HINSP-06200,16.9675,0.14074,74.2771,47.4578,1.13031,pass,0.1632,low
HINSP-06201,18.6317,0.06041,76.6229,44.7177,0.54375,pass,0.1016,low
HINSP-06202,20.8433,0.13038,65.3755,42.9932,0.40904,pass,0.0997,low
HINSP-06203,25.9607,0.56153,45.249,65.7976,1.42624,pass,0.3598,medium
HINSP-06204,23.9086,0.18615,69.2728,56.285,0.28409,pass,0.1318,low
HINSP-06205,22.581,0.21595,66.14,53.0466,0.87726,pass,0.1457,low
HINSP-06206,20.2824,0.60533,65.6472,64.7406,1.3835,pass,0.2732,medium
HINSP-06207,19.3768,0.16226,66.9685,47.5182,0.42944,pass,0.13,low
HINSP-06208,24.4534,0.17722,78.9475,52.0336,0.75749,pass,0.1414,low
HINSP-06209,23.7265,0.63032,67.1838,66.3021,1.48866,pass,0.2805,medium
HINSP-06210,22.9738,0.26506,70.1189,49.4264,0.75854,pass,0.1341,low
HINSP-06211,19.9804,0.40118,81.413,60.1138,1.11567,pass,0.213,low
HINSP-06212,24.5223,0.25369,68.1024,47.4213,0.8844,pass,0.1585,low
HINSP-06213,24.8527,0.27818,79.8949,55.6614,0.96891,pass,0.1827,low
HINSP-06214,26.1581,0.23889,57.387,53.6996,0.75406,pass,0.218,low
HINSP-06215,23.3841,0.41114,51.016,60.5841,0.99517,pass,0.2555,medium
HINSP-06216,25.116,0.47546,69.2632,57.0783,1.39348,pass,0.2417,low
HINSP-06217,24.377,0.139,83.6081,44.0869,0.80901,pass,0.1322,low
HINSP-06218,28.8578,0.41078,71.8088,61.1294,1.37279,pass,0.2794,medium
HINSP-06219,18.3347,0.24878,69.5868,50.6012,0.64612,pass,0.1655,low
HINSP-06220,19.4791,0.38385,74.3488,56.1267,1.09111,pass,0.1893,low
HINSP-06221,25.9582,0.53127,78.1084,54.0887,1.31417,pass,0.244,low
HINSP-06222,20.2405,0.47825,63.4734,63.0902,1.2867,pass,0.2514,medium
HINSP-06223,20.6697,0.25444,74.4574,56.8175,0.34391,pass,0.1239,low
HINSP-06224,21.5227,0.2356,57.5432,53.6739,0.51057,pass,0.1602,low
HINSP-06225,25.7177,0.37798,73.1811,57.7571,0.82365,pass,0.2001,low
HINSP-06226,23.1033,0.61611,54.2757,69.9987,1.25235,pass,0.3078,medium
HINSP-06227,25.5651,0.47749,76.4704,59.6659,1.33551,pass,0.2385,low
HINSP-06228,17.2772,0.21417,75.2383,54.922,0.2967,pass,0.1534,low
HINSP-06229,23.761,0.40511,78.5054,52.4219,1.33513,pass,0.1931,low
HINSP-06230,23.1668,0.50432,67.4168,57.7174,1.05749,pass,0.2151,low
HINSP-06231,26.3955,0.44916,56.3633,61.5106,1.42144,pass,0.3034,medium
HINSP-06232,24.1815,0.55062,72.5518,61.206,1.54304,pass,0.2477,low
HINSP-06233,19.8404,0.13312,61.9107,49.5947,0.50923,pass,0.1423,low
HINSP-06234,22.0358,0.24263,62.2706,45.6726,0.02,pass,0.1039,low
HINSP-06235,23.9186,0.6668,56.1894,71.1994,1.97894,pass,0.3527,medium
HINSP-06236,22.85,0.44646,70.5641,60.2917,1.16433,pass,0.2021,low
HINSP-06237,25.8015,0.624,57.9348,69.2683,1.47115,pass,0.3397,medium
HINSP-06238,17.1993,0.1909,76.1087,44.1622,0.59004,pass,0.1407,low
HINSP-06239,23.9012,0.3142,67.1557,59.8787,1.08461,pass,0.1996,low
HINSP-06240,24.3261,0.38118,57.9671,50.6782,0.9688,pass,0.2184,low
HINSP-06241,25.428,0.26527,57.165,47.4371,0.93896,pass,0.2071,low
HINSP-06242,23.7461,0.38444,61.4546,60.9803,1.57774,pass,0.2486,low
HINSP-06243,20.4838,0.32061,65.8431,64.8522,0.5255,pass,0.1885,low
HINSP-06244,26.5565,0.67861,64.4121,68.1681,1.28099,pass,0.329,medium
HINSP-06245,20.4228,0.20626,69.1813,47.9714,0.24611,pass,0.111,low
HINSP-06246,23.478,0.22183,60.445,50.1847,0.86783,pass,0.1684,low
HINSP-06247,29.0562,0.57371,50.3305,73.2303,1.9774,warning,0.4249,medium
HINSP-06248,26.5448,0.60256,58.039,69.7004,1.69982,pass,0.3555,medium
HINSP-06249,27.3537,0.52747,65.9897,62.9856,1.51117,pass,0.3068,medium
HINSP-06250,18.55,0.07372,73.1967,47.7105,0.53016,pass,0.1116,low
HINSP-06251,22.2685,0.2498,69.2089,43.4565,0.74435,pass,0.1112,low
HINSP-06252,20.0447,0.13362,68.7223,49.5557,0.7659,pass,0.1295,low
HINSP-06253,27.1251,0.79014,48.0282,73.3862,2.13569,warning,0.4499,medium
HINSP-06254,21.8343,0.22825,69.0051,46.0076,0.52203,pass,0.1038,low
HINSP-06255,20.3399,0.22002,60.8892,51.5943,0.9589,pass,0.1759,low
HINSP-06256,24.4812,0.35784,47.9385,49.5487,0.66432,pass,0.2318,low
HINSP-06257,23.515,0.3622,66.2617,51.5786,1.03182,pass,0.1845,low
HINSP-06258,24.0477,0.09022,71.9718,45.11,0.3608,pass,0.0875,low
HINSP-06259,27.7822,0.60295,64.8423,62.5958,1.44628,pass,0.3248,medium
HINSP-06260,21.8152,0.20261,89.0256,41.889,0.32089,pass,0.1065,low
HINSP-06261,22.5981,0.27868,72.8849,51.9254,0.78915,pass,0.1301,low
HINSP-06262,24.8928,0.40524,64.1791,64.6658,1.47791,pass,0.2628,medium
HINSP-06263,26.9927,0.58907,58.8424,73.9725,2.14523,warning,0.3839,medium
HINSP-06264,25.929,0.57991,60.8846,71.7131,2.06016,pass,0.3542,medium
HINSP-06265,24.1567,0.32846,77.7136,54.5042,0.75717,pass,0.1646,low
HINSP-06266,23.0517,0.29397,59.1429,47.8511,0.857,pass,0.1732,low
HINSP-06267,21.369,0.49137,54.7359,65.2226,1.35768,pass,0.2731,medium
HINSP-06268,22.7475,0.39665,78.046,50.2509,1.17903,pass,0.1663,low
HINSP-06269,21.7673,0.26615,72.6038,51.5698,0.86159,pass,0.1263,low
HINSP-06270,22.6084,0.22125,66.6514,44.705,0.70159,pass,0.1196,low
HINSP-06271,21.3406,0.16008,74.8965,44.2112,0.56523,pass,0.0788,low
HINSP-06272,18.8174,0.09333,73.6619,46.9601,0.45615,pass,0.1054,low
HINSP-06273,22.2658,0.30135,68.3913,57.3681,0.7132,pass,0.1523,low
HINSP-06274,25.1188,0.32313,58.0324,58.1109,1.41858,pass,0.2534,medium
HINSP-06275,21.2636,0.4101,64.7302,63.0172,1.73742,pass,0.2411,low
HINSP-06276,23.8998,0.48426,69.7,59.8538,1.30673,pass,0.2291,low
HINSP-06277,24.9366,0.38849,66.939,59.2817,0.94185,pass,0.2188,low
HINSP-06278,25.2693,0.69608,65.2278,76.8277,1.85684,pass,0.3555,medium
HINSP-06279,19.2336,0.08882,62.3273,47.1106,0.09561,pass,0.1192,low
HINSP-06280,25.186,0.38088,67.9357,53.2851,1.01704,pass,0.2072,low
HINSP-06281,25.744,0.59574,61.7384,68.5635,1.34664,pass,0.3163,medium
HINSP-06282,18.0627,0.11747,71.7254,44.7291,0.58868,pass,0.1251,low
HINSP-06283,25.4996,0.561,64.8055,60.6008,1.37249,pass,0.2813,medium
HINSP-06284,21.8314,0.29088,71.3882,55.509,1.18133,pass,0.1549,low
HINSP-06285,23.6968,0.41491,55.3511,70.8353,1.27552,pass,0.2814,medium
HINSP-06286,23.0257,0.11868,81.7291,50.5388,0.47868,pass,0.1072,low
HINSP-06287,22.9661,0.2497,74.464,50.374,0.50177,pass,0.1102,low
HINSP-06288,21.8221,0.23141,62.8893,44.2849,0.83461,pass,0.1314,low
HINSP-06289,25.2834,0.53003,78.0498,61.7695,1.32012,pass,0.2525,medium
HINSP-06290,22.1694,0.40031,87.2152,50.5537,0.72325,pass,0.1695,low
HINSP-06291,22.2413,0.11513,77.9304,48.3879,0.48997,pass,0.0808,low
HINSP-06292,22.2476,0.52182,64.3103,65.9724,1.4647,pass,0.2505,medium
HINSP-06293,21.5657,0.21835,68.2262,51.4581,0.71168,pass,0.1278,low
HINSP-06294,27.417,0.72087,55.2209,71.9124,1.66608,warning,0.3984,medium
HINSP-06295,26.6825,0.68053,69.3497,66.8017,1.67386,pass,0.3287,medium
HINSP-06296,23.2221,0.1744,64.6644,46.4483,0.34533,pass,0.1153,low
HINSP-06297,21.6289,0.28991,67.7934,60.5916,1.10151,pass,0.1763,low
HINSP-06298,23.1779,0.63326,65.5093,67.0407,1.39492,pass,0.277,medium
HINSP-06299,25.3584,0.58832,58.1269,56.8825,1.57683,pass,0.3039,medium
HINSP-06300,26.6365,0.6504,61.2301,68.0741,1.72978,pass,0.3526,medium
HINSP-06301,24.188,0.53848,53.3181,63.3221,1.56898,pass,0.3092,medium
HINSP-06302,23.8592,0.31457,54.6755,60.6233,0.78926,pass,0.2264,low
HINSP-06303,21.2712,0.30589,71.1117,61.1795,1.01729,pass,0.1716,low
HINSP-06304,21.7976,0.20045,77.5364,41.5658,0.43079,pass,0.0756,low
HINSP-06305,23.8741,0.18005,71.0136,52.2752,0.98339,pass,0.1441,low
HINSP-06306,19.9931,0.25811,72.4199,53.8284,0.91182,pass,0.1552,low
HINSP-06307,19.5044,0.34876,58.213,53.1233,0.8533,pass,0.2153,low
HINSP-06308,22.6401,0.20243,61.1099,51.9513,0.65382,pass,0.1479,low
HINSP-06309,24.8327,0.46962,77.7116,62.5476,1.49532,pass,0.2444,low
HINSP-06310,22.3638,0.13497,65.8923,50.2302,0.51783,pass,0.1094,low
HINSP-06311,24.1512,0.24248,82.5643,58.323,0.97386,pass,0.182,low
HINSP-06312,25.1028,0.35965,63.1575,62.0306,1.13291,pass,0.2413,low
HINSP-06313,22.6327,0.26225,74.8411,53.7836,0.72178,pass,0.1234,low
HINSP-06314,23.2995,0.48925,64.5408,61.6256,0.97245,pass,0.2283,low
HINSP-06315,21.3856,0.32768,59.887,56.4415,1.03907,pass,0.1976,low
HINSP-06316,18.8323,0.14754,72.5087,51.9768,0.31219,pass,0.1232,low
HINSP-06317,21.6453,0.17554,70.9398,53.1283,0.78813,pass,0.1183,low
HINSP-06318,20.755,0.26582,66.5854,56.1726,0.9378,pass,0.1706,low
HINSP-06319,27.4158,0.79384,48.9023,71.1145,2.17037,warning,0.4479,medium
HINSP-06320,19.941,0.29425,72.194,47.4502,0.7301,pass,0.141,low
HINSP-06321,20.992,0.16922,73.5173,50.2672,0.64169,pass,0.1056,low
HINSP-06322,24.5927,0.58703,65.8672,59.2399,1.36717,pass,0.2676,medium
HINSP-06323,23.293,0.42844,60.0502,59.8228,1.24159,pass,0.2383,low
HINSP-06324,17.8058,0.0994,79.9242,41.7621,0.06459,pass,0.1027,low
HINSP-06325,27.0006,0.50964,84.2966,71.6013,1.77343,pass,0.33,medium
HINSP-06326,22.7115,0.47234,64.3539,60.5551,1.10346,pass,0.2214,low
HINSP-06327,18.9993,0.10063,70.5274,44.0326,0.49625,pass,0.1087,low
HINSP-06328,20.2127,0.18271,63.1278,52.476,0.5389,pass,0.1498,low
HINSP-06329,23.461,0.46036,63.1326,62.7608,1.16116,pass,0.2399,low
HINSP-06330,21.1057,0.38841,69.5427,58.5868,0.86727,pass,0.1803,low
HINSP-06331,22.8157,0.25519,67.1361,50.1435,0.78087,pass,0.1419,low
HINSP-06332,21.7702,0.45149,71.1563,64.5465,1.423,pass,0.2131,low
HINSP-06333,20.7737,0.21555,62.2564,51.9939,0.54737,pass,0.15,low
HINSP-06334,23.4458,0.46854,65.3451,64.2402,1.04479,pass,0.2331,low
HINSP-06335,24.4149,0.46438,53.3661,63.737,1.24385,pass,0.2876,medium
HINSP-06336,21.3805,0.10942,69.2771,42.1373,0.36206,pass,0.0739,low
HINSP-06337,20.3928,0.62979,65.4097,61.4584,1.35997,pass,0.2682,medium
HINSP-06338,19.9459,0.17922,76.8882,54.7977,0.52003,pass,0.1271,low
HINSP-06339,20.3773,0.28946,75.7225,59.0588,0.89583,pass,0.1611,low
HINSP-06340,22.4266,0.30467,73.1094,49.4972,0.99622,pass,0.1344,low
HINSP-06341,16.4145,0.17549,65.9356,49.3616,0.19029,pass,0.1677,low
HINSP-06342,21.0904,0.1993,72.999,48.8225,0.56932,pass,0.1047,low
HINSP-06343,19.5561,0.15374,79.2476,50.1247,0.66651,pass,0.1303,low
HINSP-06344,24.5977,0.48401,59.3304,63.5158,1.84701,pass,0.2989,medium
HINSP-06345,26.2532,0.53091,74.207,63.9257,1.64678,pass,0.2762,medium
HINSP-06346,24.9902,0.197,65.1521,54.4219,0.56332,pass,0.1668,low
HINSP-06347,22.8338,0.30893,64.4368,59.0452,0.99414,pass,0.1877,low
HINSP-06348,23.3175,0.24855,67.88,54.6701,0.95777,pass,0.1622,low
HINSP-06349,21.9606,0.21189,63.5529,55.6605,0.5459,pass,0.1385,low
HINSP-06350,23.04,0.38151,69.8538,65.5882,1.26874,pass,0.2119,low
HINSP-06351,20.9458,0.03877,72.3961,46.4896,0.21602,pass,0.0622,low
HINSP-06352,21.4599,0.20304,56.8367,42.5461,0.22447,pass,0.1212,low
HINSP-06353,20.8483,0.14571,68.2856,51.5696,0.18822,pass,0.104,low
HINSP-06354,23.091,0.39721,75.6288,61.1797,1.55757,pass,0.2032,low
HINSP-06355,25.8738,0.59459,65.3964,67.3074,1.73283,pass,0.3194,medium
HINSP-06356,24.728,0.41912,67.2682,60.74,1.46578,pass,0.2445,low
HINSP-06357,19.2161,0.16291,63.9218,53.8667,0.36304,pass,0.1529,low
HINSP-06358,25.3297,0.59517,70.4767,60.673,1.25948,pass,0.2635,medium
HINSP-06359,25.845,0.4516,64.5667,64.1123,1.39342,pass,0.2769,medium
HINSP-06360,17.145,0.19373,63.0186,45.9691,0.57775,pass,0.1781,low
HINSP-06361,20.0263,0.42194,64.0041,51.0812,0.70548,pass,0.1929,low
HINSP-06362,23.1239,0.42779,76.848,56.5229,1.17431,pass,0.1866,low
HINSP-06363,24.5676,0.63261,59.2836,61.3807,1.65459,pass,0.3109,medium
HINSP-06364,20.3527,0.41994,68.634,55.2304,0.84399,pass,0.1894,low
HINSP-06365,25.4359,0.60423,63.32,67.6999,1.73839,pass,0.3228,medium
HINSP-06366,25.8417,0.66559,55.4514,71.0001,2.02174,warning,0.3805,medium
HINSP-06367,23.2357,0.50287,65.119,63.9029,1.40734,pass,0.2506,medium
HINSP-06368,27.3586,0.14212,61.7426,51.1966,0.88474,pass,0.2038,low
HINSP-06369,22.0725,0.25639,78.6157,51.5208,0.83105,pass,0.1249,low
HINSP-06370,22.6716,0.29936,69.9271,60.9805,0.91727,pass,0.1688,low
HINSP-06371,23.6374,0.20986,69.0269,53.7427,0.99964,pass,0.156,low
HINSP-06372,24.0195,0.69699,57.6907,64.015,1.48336,pass,0.3185,medium
HINSP-06373,24.5339,0.1908,64.0927,48.2245,0.60581,pass,0.1509,low
HINSP-06374,24.4414,0.38915,71.693,56.0836,0.88897,pass,0.189,low
HINSP-06375,25.847,0.45198,65.1047,62.7392,1.14915,pass,0.2626,medium
HINSP-06376,28.4173,0.72719,59.305,71.3265,1.84151,warning,0.4057,medium
HINSP-06377,21.5899,0.34285,76.368,50.4617,1.14511,pass,0.1471,low
HINSP-06378,21.3831,0.08531,76.2651,38.8737,0.02,pass,0.0354,low
HINSP-06379,21.5408,0.16614,70.9967,52.2991,0.53498,pass,0.1059,low
HINSP-06380,21.5843,0.10816,70.9446,39.0623,0.22841,pass,0.0538,low
HINSP-06381,21.8722,0.33122,67.1499,46.277,0.53232,pass,0.1271,low
HINSP-06382,25.2062,0.27029,72.58,64.4414,0.99447,pass,0.1993,low
HINSP-06383,21.6873,0.29193,56.3361,52.4737,0.62081,pass,0.1728,low
HINSP-06384,21.7849,0.3244,77.1745,53.3384,0.41211,pass,0.1211,low
HINSP-06385,21.5423,0.49076,71.3218,59.7318,1.03918,pass,0.1959,low
HINSP-06386,26.1004,0.58242,49.2882,72.7982,1.65083,pass,0.3777,medium
HINSP-06387,23.3947,0.40208,65.5573,44.7754,0.64127,pass,0.1608,low
HINSP-06388,23.5958,0.35595,67.9356,55.7863,0.67475,pass,0.1747,low
HINSP-06389,27.1128,0.76562,55.6006,78.4369,1.95555,warning,0.4271,medium
HINSP-06390,23.4148,0.14384,61.1992,58.0331,1.01841,pass,0.176,low
HINSP-06391,24.4655,0.54156,56.4422,70.7241,1.55951,pass,0.3202,medium
HINSP-06392,24.1707,0.40069,78.703,56.2029,1.44604,pass,0.2112,low
HINSP-06393,22.905,0.22871,75.1247,54.6311,0.73764,pass,0.1237,low
HINSP-06394,20.1144,0.14055,82.1822,49.3419,0.51876,pass,0.1221,low
HINSP-06395,27.2632,0.64064,55.4001,72.4091,1.91632,warning,0.3936,medium
HINSP-06396,22.5545,0.33722,47.6807,56.3953,1.03134,pass,0.2346,low
HINSP-06397,25.8976,0.64241,71.918,72.4816,1.67408,pass,0.3174,medium
HINSP-06398,21.3944,0.32099,71.3612,56.3729,1.02423,pass,0.1612,low
HINSP-06399,19.624,0.0,73.9884,40.3082,0.02,pass,0.0461,low
HINSP-06400,21.5036,0.36412,65.3731,55.0276,0.74539,pass,0.1708,low
HINSP-06401,20.5881,0.15502,63.5238,48.0779,0.49246,pass,0.1274,low
HINSP-06402,24.1071,0.42496,63.2295,68.3566,1.16557,pass,0.2547,medium
HINSP-06403,21.964,0.22947,62.865,43.9331,0.93842,pass,0.1327,low
HINSP-06404,24.1715,0.25824,71.1786,58.2719,0.81382,pass,0.1672,low
HINSP-06405,24.2809,0.3965,63.2472,59.7393,0.88688,pass,0.2216,low
HINSP-06406,27.1421,0.55691,71.3192,63.3535,1.53282,pass,0.2947,medium
HINSP-06407,19.7777,0.22282,68.6657,48.3509,0.22027,pass,0.1234,low
HINSP-06408,23.9605,0.5443,50.7421,56.115,1.33572,pass,0.2895,medium
HINSP-06409,23.0069,0.3038,81.1148,66.2096,0.78639,pass,0.1835,low
HINSP-06410,22.9898,0.38208,69.753,56.3357,0.75762,pass,0.1704,low
HINSP-06411,22.0202,0.33488,65.5009,51.001,1.14147,pass,0.1662,low
HINSP-06412,23.1821,0.26113,78.9581,59.365,0.84311,pass,0.159,low
HINSP-06413,28.1661,0.77246,58.5268,75.091,2.04425,warning,0.4289,medium
HINSP-06414,26.8532,0.38804,68.0474,59.8768,1.00382,pass,0.2437,low
HINSP-06415,24.1909,0.41964,56.1572,66.1614,1.56485,pass,0.2872,medium
HINSP-06416,25.0131,0.52586,66.5253,59.4119,1.3053,pass,0.2587,medium
HINSP-06417,22.036,0.3172,65.0764,64.522,0.84697,pass,0.1834,low
HINSP-06418,18.8637,0.126,71.7336,42.9716,0.39344,pass,0.1045,low
HINSP-06419,27.1348,0.63878,46.6615,71.3811,1.6308,warning,0.4042,medium
HINSP-06420,23.5836,0.36071,63.7117,58.4015,0.63895,pass,0.1924,low
HINSP-06421,23.4329,0.31816,63.4251,49.1699,0.67432,pass,0.1649,low
HINSP-06422,16.979,0.12768,67.2826,43.7028,0.30559,pass,0.1404,low
HINSP-06423,22.6147,0.40416,64.9723,54.0054,0.8579,pass,0.1824,low
HINSP-06424,25.7228,0.47935,73.1647,62.7335,1.13675,pass,0.2408,low
HINSP-06425,22.0419,0.32151,85.77,61.8572,0.9738,pass,0.1858,low
HINSP-06426,22.9919,0.19801,77.4071,46.9667,0.54126,pass,0.1015,low
HINSP-06427,22.8359,0.25747,67.2119,56.0531,0.89981,pass,0.1603,low
