component_uid,component_code,component_name,design_id,material_batch_id,manufacturing_batch_id,assembly_id,maintenance_record_id,operation_hours,oil_age_ratio,material_risk_score,manufacturing_risk_score,assembly_risk_score,operation_risk_score,pipe_design_id,pipe_design_risk_score,design_risk_score,inspection_id,inspection_risk_score,overall_lifecycle_risk,overall_lifecycle_risk_level
HCU-04675,C008,液压油箱,HDES-00773,HMAT-00383,HMAN-00639,HASM-04675,HOPR-04675,4102.5,0.4715,0.168,0.2461,0.3666,0.3691,,0.0,0.2709,HINSP-04675,0.1401,0.2715,medium
HCU-04676,C012,卸荷阀,HDES-01174,HMAT-00575,HMAN-00253,HASM-04676,HOPR-04676,2208.8,0.2114,0.2297,0.2589,0.2188,0.1767,,0.0,0.3912,HINSP-04676,0.1619,0.2441,low
HCU-04677,C008,液压油箱,HDES-00152,HMAT-00152,HMAN-00676,HASM-04677,HOPR-04677,2770.7,0.66,0.3367,0.3095,0.1088,0.4619,,0.0,0.2365,HINSP-04677,0.2382,0.2892,medium
HCU-04678,C002,方向控制阀,HDES-00392,HMAT-00248,HMAN-00466,HASM-04678,HOPR-04678,3209.8,0.589,0.1604,0.0594,0.0718,0.4185,,0.0,0.306,HINSP-04678,0.1148,0.2,low
HCU-04679,C003,作动筒,HDES-00064,HMAT-00310,HMAN-00691,HASM-04679,HOPR-04679,1644.8,0.4156,0.386,0.356,0.1698,0.2564,,0.0,0.2954,HINSP-04679,0.2046,0.2817,medium
HCU-04680,C011,管路总成,HDES-00004,HMAT-00481,HMAN-00692,HASM-04680,HOPR-04680,1700.5,0.1317,0.2314,0.3262,0.2166,0.1295,HPIP-00797,0.2046,0.1985,HINSP-04680,0.1613,0.2119,low
HCU-04681,C001,液压泵总成,HDES-01179,HMAT-00137,HMAN-00183,HASM-04681,HOPR-04681,3631.8,0.0961,0.152,0.3192,0.1182,0.1792,,0.0,0.0,HINSP-04681,0.1208,0.151,low
HCU-04682,C008,液压油箱,HDES-00180,HMAT-00359,HMAN-00593,HASM-04682,HOPR-04682,2292.9,0.3153,0.305,0.3213,0.043,0.2481,,0.0,0.1676,HINSP-04682,0.1628,0.2116,low
HCU-04683,C007,过滤器,HDES-00188,HMAT-00310,HMAN-00128,HASM-04683,HOPR-04683,5428.2,0.8309,0.386,0.302,0.2527,0.6226,,0.0,0.3397,HINSP-04683,0.1946,0.3662,medium
HCU-04684,C009,单向阀,HDES-00243,HMAT-00568,HMAN-00172,HASM-04684,HOPR-04684,3797.8,0.2531,0.1781,0.115,0.1578,0.1823,,0.0,0.2857,HINSP-04684,0.1058,0.1755,low
HCU-04685,C010,节流阀,HDES-00855,HMAT-00316,HMAN-00795,HASM-04685,HOPR-04685,6310.3,0.5121,0.2188,0.2459,0.3286,0.5401,,0.0,0.1355,HINSP-04685,0.132,0.2821,medium
HCU-04686,C002,方向控制阀,HDES-00513,HMAT-00020,HMAN-00893,HASM-04686,HOPR-04686,1184.7,0.7305,0.4739,0.2337,0.2739,0.3971,,0.0,0.3809,HINSP-04686,0.2051,0.335,medium
HCU-04687,C006,冷却器,HDES-01017,HMAT-00371,HMAN-01193,HASM-04687,HOPR-04687,4624.0,0.4506,0.1248,0.4548,0.1988,0.3932,,0.0,0.2503,HINSP-04687,0.1841,0.2796,medium
HCU-04688,C008,液压油箱,HDES-00354,HMAT-00230,HMAN-00899,HASM-04688,HOPR-04688,2929.8,0.4352,0.2949,0.1411,0.2394,0.2516,,0.0,0.0331,HINSP-04688,0.1065,0.1813,low
HCU-04689,C011,管路总成,HDES-01185,HMAT-00561,HMAN-00649,HASM-04689,HOPR-04689,1450.5,0.5566,0.1586,0.391,0.1262,0.3107,HPIP-00798,0.2736,0.2706,HINSP-04689,0.1456,0.2441,low
HCU-04690,C008,液压油箱,HDES-00473,HMAT-00116,HMAN-00416,HASM-04690,HOPR-04690,2786.9,0.222,0.2388,0.5528,0.198,0.1965,,0.0,0.0735,HINSP-04690,0.1628,0.2418,low
HCU-04691,C001,液压泵总成,HDES-00990,HMAT-00477,HMAN-00140,HASM-04691,HOPR-04691,1369.0,0.3697,0.5944,0.3113,0.0959,0.2683,,0.0,0.1864,HINSP-04691,0.1628,0.2726,medium
HCU-04692,C005,蓄能器,HDES-00270,HMAT-00242,HMAN-00394,HASM-04692,HOPR-04692,5424.6,0.3574,0.2524,0.5203,0.25,0.337,,0.0,0.1168,HINSP-04692,0.1538,0.2819,medium
HCU-04693,C011,管路总成,HDES-00440,HMAT-00307,HMAN-00909,HASM-04693,HOPR-04693,3259.5,0.202,0.3308,0.4035,0.4315,0.1853,HPIP-00799,0.3735,0.3261,HINSP-04693,0.1702,0.3134,medium
HCU-04694,C003,作动筒,HDES-00820,HMAT-00364,HMAN-00242,HASM-04694,HOPR-04694,5080.4,0.5056,0.2236,0.1931,0.1688,0.412,,0.0,0.2712,HINSP-04694,0.1887,0.2512,medium
HCU-04695,C005,蓄能器,HDES-01096,HMAT-00409,HMAN-00337,HASM-04695,HOPR-04695,5489.3,0.4573,0.3003,0.1983,0.1671,0.4494,,0.0,0.1637,HINSP-04695,0.1514,0.2481,low
HCU-04696,C004,溢流阀,HDES-00894,HMAT-00328,HMAN-00146,HASM-04696,HOPR-04696,4643.4,0.4795,0.1155,0.2009,0.1503,0.4351,,0.0,0.061,HINSP-04696,0.0797,0.187,low
HCU-04697,C011,管路总成,HDES-01071,HMAT-00242,HMAN-00507,HASM-04697,HOPR-04697,1461.2,0.4017,0.2524,0.3714,0.2206,0.2973,HPIP-00800,0.6738,0.4606,HINSP-04697,0.1522,0.3038,medium
HCU-04698,C009,单向阀,HDES-00748,HMAT-00191,HMAN-00685,HASM-04698,HOPR-04698,1929.3,0.4671,0.3196,0.2971,0.2135,0.2643,,0.0,0.0473,HINSP-04698,0.1641,0.2203,low
HCU-04699,C010,节流阀,HDES-00594,HMAT-00042,HMAN-00271,HASM-04699,HOPR-04699,4688.9,0.3556,0.2509,0.1691,0.2876,0.3383,,0.0,0.1019,HINSP-04699,0.1349,0.2203,low
HCU-04700,C012,卸荷阀,HDES-00592,HMAT-00219,HMAN-00887,HASM-04700,HOPR-04700,1469.4,0.258,0.2138,0.2936,0.2947,0.2717,,0.0,0.1207,HINSP-04700,0.132,0.2277,low
HCU-04701,C012,卸荷阀,HDES-01154,HMAT-00211,HMAN-00775,HASM-04701,HOPR-04701,2830.2,0.4418,0.4902,0.2582,0.095,0.3267,,0.0,0.0255,HINSP-04701,0.1082,0.2229,low
HCU-04702,C009,单向阀,HDES-00950,HMAT-00318,HMAN-01173,HASM-04702,HOPR-04702,1161.8,0.2374,0.4166,0.1632,0.4021,0.1689,,0.0,0.2587,HINSP-04702,0.1718,0.2636,medium
HCU-04703,C005,蓄能器,HDES-00989,HMAT-00082,HMAN-00258,HASM-04703,HOPR-04703,4738.7,0.5315,0.1369,0.241,0.1799,0.3972,,0.0,0.1898,HINSP-04703,0.1053,0.2211,low
HCU-04704,C005,蓄能器,HDES-00217,HMAT-00238,HMAN-00112,HASM-04704,HOPR-04704,2951.7,0.5199,0.3457,0.4924,0.3605,0.3264,,0.0,0.0664,HINSP-04704,0.2067,0.3052,medium
HCU-04705,C012,卸荷阀,HDES-01012,HMAT-00176,HMAN-00497,HASM-04705,HOPR-04705,875.5,0.8457,0.3035,0.3416,0.4679,0.4271,,0.0,0.0855,HINSP-04705,0.2193,0.3145,medium
HCU-04706,C007,过滤器,HDES-00705,HMAT-00531,HMAN-00170,HASM-04706,HOPR-04706,4477.6,0.302,0.3343,0.2103,0.2285,0.2273,,0.0,0.0076,HINSP-04706,0.103,0.1883,low
HCU-04707,C009,单向阀,HDES-00106,HMAT-00239,HMAN-00563,HASM-04707,HOPR-04707,1858.8,0.3893,0.1396,0.2758,0.255,0.2166,,0.0,0.4625,HINSP-04707,0.1647,0.26,medium
HCU-04708,C005,蓄能器,HDES-00274,HMAT-00568,HMAN-01058,HASM-04708,HOPR-04708,3387.1,0.3492,0.1781,0.2489,0.116,0.2958,,0.0,0.0158,HINSP-04708,0.1248,0.1688,low
HCU-04709,C003,作动筒,HDES-00357,HMAT-00077,HMAN-00305,HASM-04709,HOPR-04709,5535.0,0.5125,0.2147,0.2682,0.312,0.4813,,0.0,0.1862,HINSP-04709,0.1661,0.2837,medium
HCU-04710,C002,方向控制阀,HDES-00762,HMAT-00185,HMAN-00868,HASM-04710,HOPR-04710,2887.6,0.3416,0.4544,0.2801,0.3389,0.2446,,0.0,0.0121,HINSP-04710,0.1076,0.2437,low
HCU-04711,C002,方向控制阀,HDES-00702,HMAT-00583,HMAN-01193,HASM-04711,HOPR-04711,3914.4,0.5489,0.4019,0.4548,0.1166,0.427,,0.0,0.064,HINSP-04711,0.1393,0.2782,medium
HCU-04712,C011,管路总成,HDES-00797,HMAT-00034,HMAN-00390,HASM-04712,HOPR-04712,4319.7,0.3485,0.1533,0.1873,0.1907,0.3053,HPIP-00801,0.2644,0.22,HINSP-04712,0.1427,0.207,low
HCU-04713,C009,单向阀,HDES-00401,HMAT-00175,HMAN-00576,HASM-04713,HOPR-04713,2308.9,0.3542,0.3195,0.33,0.3457,0.2994,,0.0,0.0902,HINSP-04713,0.1856,0.2658,medium
HCU-04714,C011,管路总成,HDES-00812,HMAT-00060,HMAN-01089,HASM-04714,HOPR-04714,5139.1,0.7985,0.2784,0.3876,0.2308,0.5895,HPIP-00802,0.3674,0.3878,HINSP-04714,0.1743,0.3604,medium
HCU-04715,C007,过滤器,HDES-00640,HMAT-00032,HMAN-00882,HASM-04715,HOPR-04715,1693.6,0.5557,0.4548,0.1919,0.2972,0.3241,,0.0,0.0778,HINSP-04715,0.124,0.2503,medium
HCU-04716,C003,作动筒,HDES-00383,HMAT-00367,HMAN-00441,HASM-04716,HOPR-04716,2257.7,0.5693,0.0792,0.2261,0.1498,0.3765,,0.0,0.4192,HINSP-04716,0.1384,0.2448,low
HCU-04717,C007,过滤器,HDES-00963,HMAT-00481,HMAN-01158,HASM-04717,HOPR-04717,3718.0,0.3949,0.2314,0.5182,0.2416,0.3335,,0.0,0.0907,HINSP-04717,0.1475,0.2706,medium
HCU-04718,C009,单向阀,HDES-00491,HMAT-00173,HMAN-01063,HASM-04718,HOPR-04718,4105.7,0.2885,0.2536,0.2085,0.3053,0.2545,,0.0,0.2709,HINSP-04718,0.1828,0.2498,low
HCU-04719,C005,蓄能器,HDES-01130,HMAT-00116,HMAN-00212,HASM-04719,HOPR-04719,1359.5,0.4198,0.2388,0.1637,0.4455,0.2518,,0.0,0.2437,HINSP-04719,0.1651,0.2558,medium
HCU-04720,C010,节流阀,HDES-00719,HMAT-00179,HMAN-00362,HASM-04720,HOPR-04720,4016.3,0.4287,0.488,0.1998,0.2539,0.3112,,0.0,0.0546,HINSP-04720,0.1403,0.2447,low
HCU-04721,C002,方向控制阀,HDES-00936,HMAT-00345,HMAN-00771,HASM-04721,HOPR-04721,1255.6,0.4962,0.2746,0.3554,0.1542,0.3705,,0.0,0.3129,HINSP-04721,0.1596,0.2821,medium
HCU-04722,C008,液压油箱,HDES-00741,HMAT-00286,HMAN-00271,HASM-04722,HOPR-04722,3773.8,0.2055,0.215,0.1691,0.2526,0.2138,,0.0,0.0507,HINSP-04722,0.0998,0.1706,low
HCU-04723,C008,液压油箱,HDES-00242,HMAT-00127,HMAN-00285,HASM-04723,HOPR-04723,4397.9,0.4727,0.3311,0.2691,0.1723,0.4152,,0.0,0.3038,HINSP-04723,0.1489,0.2848,medium
HCU-04724,C009,单向阀,HDES-00263,HMAT-00329,HMAN-00768,HASM-04724,HOPR-04724,3149.2,0.0925,0.2318,0.1474,0.0223,0.0865,,0.0,0.2613,HINSP-04724,0.1496,0.1482,low
HCU-04725,C010,节流阀,HDES-00116,HMAT-00172,HMAN-00788,HASM-04725,HOPR-04725,1614.7,0.3433,0.1104,0.4157,0.1416,0.1778,,0.0,0.1559,HINSP-04725,0.1266,0.1941,low
HCU-04726,C011,管路总成,HDES-00282,HMAT-00231,HMAN-00693,HASM-04726,HOPR-04726,7569.3,0.1955,0.3073,0.163,0.2452,0.3562,HPIP-00803,0.3628,0.3454,HINSP-04726,0.1598,0.2712,medium
HCU-04727,C012,卸荷阀,HDES-01146,HMAT-00262,HMAN-00327,HASM-04727,HOPR-04727,5836.5,0.202,0.0955,0.3821,0.285,0.2523,,0.0,0.2866,HINSP-04727,0.1603,0.2522,medium
HCU-04728,C009,单向阀,HDES-00624,HMAT-00373,HMAN-00781,HASM-04728,HOPR-04728,2643.8,0.0664,0.3994,0.2091,0.308,0.2036,,0.0,0.2911,HINSP-04728,0.1564,0.2642,medium
HCU-04729,C001,液压泵总成,HDES-00880,HMAT-00570,HMAN-00196,HASM-04729,HOPR-04729,3007.0,0.6463,0.3881,0.2349,0.0,0.4295,,0.0,0.2185,HINSP-04729,0.1687,0.2482,low
HCU-04730,C006,冷却器,HDES-00645,HMAT-00129,HMAN-00545,HASM-04730,HOPR-04730,3983.4,0.1437,0.2799,0.2639,0.2029,0.2803,,0.0,0.4187,HINSP-04730,0.1518,0.2749,medium
HCU-04731,C005,蓄能器,HDES-00811,HMAT-00339,HMAN-01001,HASM-04731,HOPR-04731,2782.9,0.5129,0.2347,0.3351,0.2112,0.2936,,0.0,0.3841,HINSP-04731,0.1734,0.2807,medium
HCU-04732,C005,蓄能器,HDES-00899,HMAT-00279,HMAN-00894,HASM-04732,HOPR-04732,6491.3,0.2301,0.2945,0.4007,0.3216,0.2464,,0.0,0.3491,HINSP-04732,0.1984,0.3079,medium
HCU-04733,C008,液压油箱,HDES-00954,HMAT-00321,HMAN-00243,HASM-04733,HOPR-04733,6439.7,0.1912,0.4265,0.2552,0.244,0.302,,0.0,0.3548,HINSP-04733,0.1766,0.2993,medium
HCU-04734,C001,液压泵总成,HDES-00688,HMAT-00291,HMAN-00064,HASM-04734,HOPR-04734,4680.7,0.4591,0.2448,0.4988,0.0862,0.3719,,0.0,0.1406,HINSP-04734,0.1748,0.2625,medium
HCU-04735,C011,管路总成,HDES-00322,HMAT-00096,HMAN-00655,HASM-04735,HOPR-04735,4479.3,0.5799,0.2888,0.2435,0.3056,0.4471,HPIP-00804,0.4339,0.3335,HINSP-04735,0.2088,0.3144,medium
HCU-04736,C007,过滤器,HDES-00258,HMAT-00150,HMAN-00165,HASM-04736,HOPR-04736,8902.6,0.5445,0.3862,0.304,0.2732,0.5664,,0.0,0.0,HINSP-04736,0.1477,0.2925,medium
HCU-04737,C002,方向控制阀,HDES-00686,HMAT-00099,HMAN-00636,HASM-04737,HOPR-04737,7327.9,0.5808,0.2333,0.4423,0.3619,0.5053,,0.0,0.0211,HINSP-04737,0.1736,0.3024,medium
HCU-04738,C011,管路总成,HDES-00892,HMAT-00223,HMAN-01097,HASM-04738,HOPR-04738,793.5,0.542,0.1279,0.197,0.2145,0.3611,HPIP-00805,0.3246,0.211,HINSP-04738,0.1228,0.2161,low
HCU-04739,C011,管路总成,HDES-01007,HMAT-00008,HMAN-00249,HASM-04739,HOPR-04739,1592.5,0.5865,0.3979,0.2272,0.1644,0.3555,HPIP-00806,0.2156,0.1939,HINSP-04739,0.1324,0.2531,medium
HCU-04740,C010,节流阀,HDES-00758,HMAT-00142,HMAN-00943,HASM-04740,HOPR-04740,2016.7,0.2426,0.13,0.3499,0.1798,0.2061,,0.0,0.1783,HINSP-04740,0.1111,0.1999,low
HCU-04741,C010,节流阀,HDES-00931,HMAT-00393,HMAN-00794,HASM-04741,HOPR-04741,4718.4,0.0662,0.1791,0.1949,0.3195,0.1449,,0.0,0.4024,HINSP-04741,0.1679,0.2379,low
HCU-04742,C005,蓄能器,HDES-01164,HMAT-00512,HMAN-01149,HASM-04742,HOPR-04742,3914.2,0.2986,0.1155,0.1879,0.1763,0.2632,,0.0,0.0823,HINSP-04742,0.1288,0.1639,low
HCU-04743,C002,方向控制阀,HDES-00303,HMAT-00074,HMAN-00376,HASM-04743,HOPR-04743,3646.0,0.2155,0.3305,0.285,0.1798,0.2964,,0.0,0.4543,HINSP-04743,0.1437,0.2916,medium
HCU-04744,C004,溢流阀,HDES-00796,HMAT-00202,HMAN-01086,HASM-04744,HOPR-04744,5074.0,0.5406,0.4054,0.2407,0.1672,0.4416,,0.0,0.2763,HINSP-04744,0.178,0.2942,medium
HCU-04745,C010,节流阀,HDES-00176,HMAT-00346,HMAN-00402,HASM-04745,HOPR-04745,5074.0,0.2238,0.414,0.3362,0.4425,0.2602,,0.0,0.128,HINSP-04745,0.1614,0.2948,medium
HCU-04746,C009,单向阀,HDES-00059,HMAT-00581,HMAN-01175,HASM-04746,HOPR-04746,2790.3,0.2396,0.2212,0.5143,0.1825,0.2256,,0.0,0.1203,HINSP-04746,0.1761,0.2451,low
HCU-04747,C003,作动筒,HDES-00887,HMAT-00173,HMAN-01026,HASM-04747,HOPR-04747,805.0,0.4435,0.2536,0.339,0.32,0.229,,0.0,0.2471,HINSP-04747,0.1409,0.2618,medium
HCU-04748,C007,过滤器,HDES-00419,HMAT-00327,HMAN-01153,HASM-04748,HOPR-04748,1146.2,0.5229,0.3471,0.2081,0.1161,0.3095,,0.0,0.1883,HINSP-04748,0.1729,0.2275,low
HCU-04749,C010,节流阀,HDES-00903,HMAT-00363,HMAN-00064,HASM-04749,HOPR-04749,3271.4,0.5835,0.3729,0.4988,0.2613,0.5168,,0.0,0.318,HINSP-04749,0.2225,0.3789,medium
HCU-04750,C010,节流阀,HDES-00445,HMAT-00133,HMAN-00867,HASM-04750,HOPR-04750,5420.9,0.592,0.2275,0.4123,0.2432,0.5032,,0.0,0.1481,HINSP-04750,0.1711,0.2981,medium
HCU-04751,C003,作动筒,HDES-00437,HMAT-00340,HMAN-00751,HASM-04751,HOPR-04751,2514.1,0.1788,0.1115,0.2458,0.1654,0.1719,,0.0,0.278,HINSP-04751,0.0908,0.1846,low
HCU-04752,C011,管路总成,HDES-00377,HMAT-00530,HMAN-00563,HASM-04752,HOPR-04752,8386.8,0.5813,0.1348,0.2758,0.157,0.5534,HPIP-00807,0.3842,0.3644,HINSP-04752,0.2002,0.2962,medium
HCU-04753,C011,管路总成,HDES-00895,HMAT-00142,HMAN-00792,HASM-04753,HOPR-04753,5394.8,0.2175,0.13,0.4805,0.1742,0.218,HPIP-00808,0.6522,0.5259,HINSP-04753,0.2012,0.2973,medium
HCU-04754,C008,液压油箱,HDES-00567,HMAT-00526,HMAN-00737,HASM-04754,HOPR-04754,4772.3,0.6705,0.4544,0.6955,0.3828,0.4815,,0.0,0.2364,HINSP-04754,0.2276,0.4269,medium
HCU-04755,C005,蓄能器,HDES-00232,HMAT-00313,HMAN-00690,HASM-04755,HOPR-04755,2911.7,0.5301,0.3555,0.1618,0.2202,0.3696,,0.0,0.1362,HINSP-04755,0.105,0.2334,low
HCU-04756,C011,管路总成,HDES-00571,HMAT-00140,HMAN-00236,HASM-04756,HOPR-04756,1761.3,0.4407,0.4085,0.3961,0.0268,0.3199,HPIP-00809,0.4475,0.3442,HINSP-04756,0.1265,0.2811,medium
HCU-04757,C011,管路总成,HDES-00663,HMAT-00067,HMAN-00774,HASM-04757,HOPR-04757,4233.6,0.5658,0.3014,0.2303,0.098,0.3697,HPIP-00810,0.5662,0.41,HINSP-04757,0.1377,0.2692,medium
HCU-04758,C011,管路总成,HDES-00893,HMAT-00210,HMAN-00743,HASM-04758,HOPR-04758,2862.4,0.4427,0.3923,0.2818,0.1067,0.4008,HPIP-00811,0.4805,0.3395,HINSP-04758,0.1656,0.2911,medium
HCU-04759,C007,过滤器,HDES-00474,HMAT-00452,HMAN-00841,HASM-04759,HOPR-04759,1935.9,0.704,0.5264,0.3993,0.2397,0.4982,,0.0,0.0646,HINSP-04759,0.1618,0.3259,medium
HCU-04760,C011,管路总成,HDES-00852,HMAT-00190,HMAN-00093,HASM-04760,HOPR-04760,1759.6,0.1242,0.2801,0.4413,0.1724,0.1519,HPIP-00812,0.4778,0.3791,HINSP-04760,0.1624,0.27,medium
HCU-04761,C010,节流阀,HDES-00432,HMAT-00156,HMAN-00880,HASM-04761,HOPR-04761,3395.3,0.3411,0.3865,0.4115,0.1607,0.2687,,0.0,0.0684,HINSP-04761,0.122,0.2427,low
HCU-04762,C004,溢流阀,HDES-00121,HMAT-00248,HMAN-00761,HASM-04762,HOPR-04762,4209.4,0.4955,0.1604,0.3196,0.3363,0.3775,,0.0,0.3062,HINSP-04762,0.2302,0.2963,medium
HCU-04763,C001,液压泵总成,HDES-00172,HMAT-00003,HMAN-00620,HASM-04763,HOPR-04763,3123.0,0.5543,0.5575,0.4792,0.302,0.3985,,0.0,0.266,HINSP-04763,0.229,0.3796,medium
HCU-04764,C003,作动筒,HDES-00317,HMAT-00310,HMAN-00501,HASM-04764,HOPR-04764,2260.3,0.3649,0.386,0.338,0.2594,0.303,,0.0,0.1328,HINSP-04764,0.1322,0.2657,medium
HCU-04765,C012,卸荷阀,HDES-00281,HMAT-00588,HMAN-00418,HASM-04765,HOPR-04765,4317.0,0.2445,0.1511,0.4046,0.144,0.1948,,0.0,0.1771,HINSP-04765,0.1628,0.2102,low
HCU-04766,C005,蓄能器,HDES-00150,HMAT-00484,HMAN-00229,HASM-04766,HOPR-04766,9858.1,0.3014,0.2349,0.1988,0.2179,0.4725,,0.0,0.0952,HINSP-04766,0.1123,0.2344,low
HCU-04767,C004,溢流阀,HDES-00631,HMAT-00437,HMAN-00319,HASM-04767,HOPR-04767,1116.9,0.419,0.5195,0.2504,0.1597,0.2836,,0.0,0.1569,HINSP-04767,0.1615,0.2581,medium
HCU-04768,C007,过滤器,HDES-00332,HMAT-00433,HMAN-01196,HASM-04768,HOPR-04768,278.3,0.3998,0.2248,0.1806,0.1305,0.2386,,0.0,0.0,HINSP-04768,0.1012,0.1495,low
HCU-04769,C009,单向阀,HDES-00475,HMAT-00460,HMAN-00182,HASM-04769,HOPR-04769,4327.1,0.3223,0.3764,0.2824,0.1833,0.356,,0.0,0.0957,HINSP-04769,0.17,0.2493,low
HCU-04770,C012,卸荷阀,HDES-00034,HMAT-00268,HMAN-00023,HASM-04770,HOPR-04770,3432.6,0.0728,0.2366,0.2495,0.2959,0.14,,0.0,0.1405,HINSP-04770,0.1357,0.2013,low
HCU-04771,C005,蓄能器,HDES-00072,HMAT-00059,HMAN-00436,HASM-04771,HOPR-04771,3608.8,0.2984,0.1599,0.4472,0.2809,0.3075,,0.0,0.3681,HINSP-04771,0.2318,0.3071,medium
HCU-04772,C012,卸荷阀,HDES-00422,HMAT-00412,HMAN-00266,HASM-04772,HOPR-04772,1565.8,0.4963,0.1527,0.3993,0.2849,0.2963,,0.0,0.3419,HINSP-04772,0.1395,0.2809,medium
HCU-04773,C010,节流阀,HDES-00540,HMAT-00398,HMAN-00178,HASM-04773,HOPR-04773,1834.5,0.649,0.2532,0.2533,0.2271,0.3145,,0.0,0.2863,HINSP-04773,0.1605,0.2568,medium
HCU-04774,C011,管路总成,HDES-00588,HMAT-00004,HMAN-00956,HASM-04774,HOPR-04774,2674.1,0.8831,0.2336,0.2331,0.4153,0.522,HPIP-00813,0.317,0.2564,HINSP-04774,0.205,0.323,medium
HCU-04775,C009,单向阀,HDES-01138,HMAT-00430,HMAN-00522,HASM-04775,HOPR-04775,1747.5,0.7527,0.2319,0.3593,0.245,0.4794,,0.0,0.1243,HINSP-04775,0.1147,0.2743,medium
HCU-04776,C011,管路总成,HDES-01063,HMAT-00139,HMAN-00847,HASM-04776,HOPR-04776,2991.8,0.3689,0.2759,0.5155,0.2628,0.3469,HPIP-00814,0.29,0.2468,HINSP-04776,0.1914,0.3165,medium
HCU-04777,C005,蓄能器,HDES-00846,HMAT-00595,HMAN-01009,HASM-04777,HOPR-04777,6094.3,0.4824,0.2464,0.3322,0.2093,0.4834,,0.0,0.0936,HINSP-04777,0.1009,0.2594,medium
HCU-04778,C002,方向控制阀,HDES-00288,HMAT-00129,HMAN-00037,HASM-04778,HOPR-04778,2534.9,0.4854,0.2799,0.2507,0.2703,0.2603,,0.0,0.1638,HINSP-04778,0.1379,0.2326,low
HCU-04779,C003,作动筒,HDES-00708,HMAT-00473,HMAN-00283,HASM-04779,HOPR-04779,6562.3,0.6167,0.1868,0.277,0.4559,0.5157,,0.0,0.3466,HINSP-04779,0.1535,0.3397,medium
HCU-04780,C008,液压油箱,HDES-00336,HMAT-00286,HMAN-01072,HASM-04780,HOPR-04780,2673.7,0.3737,0.215,0.3046,0.2532,0.2373,,0.0,0.1537,HINSP-04780,0.1525,0.2242,low
HCU-04781,C005,蓄能器,HDES-01061,HMAT-00409,HMAN-00727,HASM-04781,HOPR-04781,6408.0,0.3943,0.3003,0.3045,0.2379,0.4479,,0.0,0.2322,HINSP-04781,0.1498,0.2912,medium
HCU-04782,C006,冷却器,HDES-01175,HMAT-00525,HMAN-00319,HASM-04782,HOPR-04782,3394.9,0.5798,0.241,0.2504,0.5612,0.4468,,0.0,0.111,HINSP-04782,0.1363,0.3034,medium
HCU-04783,C010,节流阀,HDES-00130,HMAT-00190,HMAN-01149,HASM-04783,HOPR-04783,4304.2,0.2082,0.2801,0.1879,0.1568,0.3087,,0.0,0.1183,HINSP-04783,0.1836,0.2085,low
HCU-04784,C011,管路总成,HDES-00252,HMAT-00515,HMAN-00821,HASM-04784,HOPR-04784,935.9,0.0261,0.2248,0.2232,0.1213,0.0431,HPIP-00815,0.3769,0.3088,HINSP-04784,0.0954,0.1715,low
HCU-04785,C009,单向阀,HDES-00743,HMAT-00388,HMAN-01165,HASM-04785,HOPR-04785,2155.4,0.4531,0.0988,0.4386,0.1267,0.3115,,0.0,0.2203,HINSP-04785,0.1243,0.2319,low
HCU-04786,C011,管路总成,HDES-00836,HMAT-00357,HMAN-01127,HASM-04786,HOPR-04786,2896.3,0.3137,0.421,0.321,0.1573,0.2495,HPIP-00816,0.3713,0.2988,HINSP-04786,0.1227,0.2691,medium
HCU-04787,C008,液压油箱,HDES-00375,HMAT-00424,HMAN-00812,HASM-04787,HOPR-04787,1505.5,0.7384,0.4401,0.4369,0.3847,0.4864,,0.0,0.1246,HINSP-04787,0.2615,0.3629,medium
HCU-04788,C007,过滤器,HDES-00782,HMAT-00120,HMAN-00131,HASM-04788,HOPR-04788,3480.7,0.0584,0.3474,0.3828,0.3164,0.1553,,0.0,0.1136,HINSP-04788,0.1464,0.2459,low
HCU-04789,C005,蓄能器,HDES-00228,HMAT-00411,HMAN-01006,HASM-04789,HOPR-04789,3967.8,0.167,0.4069,0.1762,0.1973,0.157,,0.0,0.1846,HINSP-04789,0.1893,0.2158,low
HCU-04790,C011,管路总成,HDES-00536,HMAT-00557,HMAN-00115,HASM-04790,HOPR-04790,5711.3,0.2793,0.4711,0.2579,0.1868,0.385,HPIP-00817,0.3322,0.2625,HINSP-04790,0.171,0.2966,medium
HCU-04791,C012,卸荷阀,HDES-00065,HMAT-00235,HMAN-01136,HASM-04791,HOPR-04791,3560.4,0.657,0.1852,0.3691,0.1718,0.4001,,0.0,0.4356,HINSP-04791,0.1683,0.3022,medium
HCU-04792,C011,管路总成,HDES-01189,HMAT-00165,HMAN-00924,HASM-04792,HOPR-04792,4352.9,0.4101,0.2059,0.2744,0.2729,0.3829,HPIP-00818,0.1608,0.1384,HINSP-04792,0.1446,0.2461,low
HCU-04793,C011,管路总成,HDES-00260,HMAT-00167,HMAN-00063,HASM-04793,HOPR-04793,1260.9,0.5006,0.3166,0.2224,0.1034,0.2717,HPIP-00819,0.282,0.1833,HINSP-04793,0.1546,0.2126,low
HCU-04794,C011,管路总成,HDES-00382,HMAT-00049,HMAN-00892,HASM-04794,HOPR-04794,7334.3,0.3375,0.4924,0.3197,0.2772,0.4023,HPIP-00820,0.3152,0.3229,HINSP-04794,0.2251,0.3468,medium
