assembly_id,assembly_torque,seal_preload,alignment_error,operator_id,station_id,assembly_risk_score,assembly_risk_level
HASM-04011,32.368,1.54,0.2076,OP-H-172,ST-H-32,0.5629,high
HASM-04012,46.4,0.929,0.0478,OP-H-051,ST-H-07,0.124,low
HASM-04013,33.925,0.934,0.0167,OP-H-149,ST-H-30,0.0615,low
HASM-04014,34.2,0.487,0.029,OP-H-056,ST-H-01,0.2371,low
HASM-04015,37.339,0.933,0.1087,OP-H-024,ST-H-25,0.2128,low
HASM-04016,43.874,1.056,0.0279,OP-H-021,ST-H-23,0.0737,low
HASM-04017,48.729,1.443,0.0408,OP-H-072,ST-H-36,0.3222,medium
HASM-04018,44.926,0.985,0.1596,OP-H-154,ST-H-23,0.3062,medium
HASM-04019,47.344,1.09,0.0675,OP-H-098,ST-H-02,0.1896,low
HASM-04020,52.987,1.543,0.0732,OP-H-105,ST-H-31,0.4312,medium
HASM-04021,40.338,0.921,0.0576,OP-H-105,ST-H-26,0.1525,low
HASM-04022,37.826,1.684,0.1061,OP-H-008,ST-H-05,0.4759,medium
HASM-04023,32.407,1.633,0.0129,OP-H-134,ST-H-31,0.3808,medium
HASM-04024,35.372,0.788,0.0442,OP-H-077,ST-H-31,0.2784,medium
HASM-04025,48.859,0.742,0.0352,OP-H-019,ST-H-18,0.1609,low
HASM-04026,49.65,0.361,0.0185,OP-H-093,ST-H-05,0.3911,medium
HASM-04027,63.175,0.813,0.0707,OP-H-006,ST-H-06,0.3642,medium
HASM-04028,39.07,0.758,0.0979,OP-H-125,ST-H-31,0.2939,medium
HASM-04029,39.302,0.872,0.1443,OP-H-011,ST-H-14,0.2631,medium
HASM-04030,36.652,1.107,0.0145,OP-H-042,ST-H-17,0.0741,low
HASM-04031,51.933,1.294,0.0363,OP-H-010,ST-H-34,0.3101,medium
HASM-04032,33.685,0.857,0.1831,OP-H-149,ST-H-07,0.4565,medium
HASM-04033,55.129,0.521,0.1538,OP-H-078,ST-H-25,0.4447,medium
HASM-04034,45.395,1.148,0.1343,OP-H-120,ST-H-17,0.2753,medium
HASM-04035,33.341,0.463,0.0484,OP-H-060,ST-H-26,0.372,medium
HASM-04036,37.128,0.903,0.081,OP-H-046,ST-H-33,0.168,low
HASM-04037,46.988,1.077,0.0208,OP-H-036,ST-H-17,0.1083,low
HASM-04038,53.068,1.048,0.0506,OP-H-155,ST-H-30,0.271,medium
HASM-04039,30.053,1.282,0.0184,OP-H-066,ST-H-30,0.2793,medium
HASM-04040,33.968,0.408,0.0481,OP-H-019,ST-H-12,0.2917,medium
HASM-04041,33.07,0.803,0.0499,OP-H-137,ST-H-25,0.2187,low
HASM-04042,46.211,0.87,0.1279,OP-H-094,ST-H-11,0.2335,low
HASM-04043,39.973,0.897,0.1265,OP-H-065,ST-H-19,0.2106,low
HASM-04044,42.061,0.848,0.0061,OP-H-049,ST-H-25,0.0884,low
HASM-04045,39.779,0.905,0.0898,OP-H-090,ST-H-37,0.1012,low
HASM-04046,45.595,1.088,0.0332,OP-H-078,ST-H-16,0.0825,low
HASM-04047,62.346,0.754,0.0301,OP-H-062,ST-H-08,0.2894,medium
HASM-04048,47.702,0.937,0.1148,OP-H-015,ST-H-12,0.2341,low
HASM-04049,25.359,1.189,0.2181,OP-H-067,ST-H-09,0.5436,high
HASM-04050,35.729,0.69,0.0065,OP-H-021,ST-H-12,0.214,low
HASM-04051,47.757,1.218,0.0632,OP-H-103,ST-H-18,0.1948,low
HASM-04052,46.01,1.17,0.0101,OP-H-010,ST-H-29,0.1635,low
HASM-04053,33.927,0.671,0.0195,OP-H-171,ST-H-25,0.2965,medium
HASM-04054,35.907,0.655,0.0853,OP-H-173,ST-H-31,0.2305,low
HASM-04055,39.114,0.696,0.008,OP-H-161,ST-H-16,0.1588,low
HASM-04056,39.651,1.167,0.0305,OP-H-133,ST-H-25,0.1324,low
HASM-04057,47.301,1.36,0.0311,OP-H-117,ST-H-37,0.223,low
HASM-04058,24.823,1.488,0.0516,OP-H-140,ST-H-28,0.498,medium
HASM-04059,36.184,1.053,0.0617,OP-H-161,ST-H-35,0.1538,low
HASM-04060,33.462,0.782,0.0351,OP-H-097,ST-H-27,0.2762,medium
HASM-04061,49.488,1.193,0.0311,OP-H-009,ST-H-33,0.1073,low
HASM-04062,41.894,1.016,0.1667,OP-H-031,ST-H-17,0.2476,low
HASM-04063,52.596,1.03,0.0239,OP-H-091,ST-H-03,0.2083,low
HASM-04064,25.561,1.206,0.0576,OP-H-084,ST-H-24,0.3676,medium
HASM-04065,37.328,1.466,0.0837,OP-H-008,ST-H-09,0.3497,medium
HASM-04066,43.295,1.03,0.009,OP-H-057,ST-H-40,0.0307,low
HASM-04067,36.773,0.287,0.0407,OP-H-156,ST-H-04,0.3282,medium
HASM-04068,32.212,1.29,0.0941,OP-H-081,ST-H-23,0.2519,medium
HASM-04069,44.28,1.05,0.0264,OP-H-038,ST-H-35,0.0,low
HASM-04070,43.519,1.034,0.0218,OP-H-081,ST-H-23,0.0497,low
HASM-04071,39.215,0.778,0.0642,OP-H-177,ST-H-38,0.278,medium
HASM-04072,29.89,1.133,0.1113,OP-H-110,ST-H-18,0.3341,medium
HASM-04073,49.655,1.328,0.0714,OP-H-031,ST-H-27,0.3114,medium
HASM-04074,43.194,0.98,0.079,OP-H-142,ST-H-40,0.1254,low
HASM-04075,49.493,1.018,0.0518,OP-H-035,ST-H-03,0.1112,low
HASM-04076,34.925,0.965,0.0895,OP-H-075,ST-H-38,0.1907,low
HASM-04077,45.887,1.034,0.0193,OP-H-019,ST-H-17,0.0598,low
HASM-04078,37.567,0.984,0.0209,OP-H-081,ST-H-39,0.1025,low
HASM-04079,35.053,0.986,0.0238,OP-H-051,ST-H-26,0.0468,low
HASM-04080,31.91,0.539,0.0195,OP-H-159,ST-H-32,0.3081,medium
HASM-04081,56.931,0.837,0.1157,OP-H-126,ST-H-22,0.3003,medium
HASM-04082,31.64,1.233,0.0149,OP-H-016,ST-H-19,0.2738,medium
HASM-04083,13.984,1.215,0.0071,OP-H-180,ST-H-18,0.2888,medium
HASM-04084,49.005,1.01,0.0451,OP-H-068,ST-H-02,0.1864,low
HASM-04085,47.749,0.81,0.0703,OP-H-005,ST-H-33,0.2466,low
HASM-04086,43.565,1.052,0.0794,OP-H-065,ST-H-36,0.1269,low
HASM-04087,39.591,0.63,0.0895,OP-H-172,ST-H-25,0.2886,medium
HASM-04088,48.221,0.893,0.2461,OP-H-178,ST-H-24,0.3964,medium
HASM-04089,46.253,0.951,0.0615,OP-H-159,ST-H-21,0.1307,low
HASM-04090,36.459,1.03,0.082,OP-H-085,ST-H-34,0.2119,low
HASM-04091,42.127,0.98,0.0635,OP-H-152,ST-H-31,0.0459,low
HASM-04092,43.941,0.911,0.0171,OP-H-038,ST-H-06,0.093,low
HASM-04093,40.746,1.224,0.018,OP-H-123,ST-H-10,0.1227,low
HASM-04094,47.053,1.34,0.0634,OP-H-112,ST-H-24,0.3368,medium
HASM-04095,43.847,1.416,0.0696,OP-H-032,ST-H-09,0.2501,medium
HASM-04096,41.034,1.284,0.0357,OP-H-006,ST-H-27,0.1668,low
HASM-04097,36.502,0.984,0.0123,OP-H-094,ST-H-39,0.0658,low
HASM-04098,55.416,0.264,0.0721,OP-H-120,ST-H-15,0.5077,high
HASM-04099,58.779,0.699,0.0653,OP-H-160,ST-H-10,0.3573,medium
HASM-04100,34.458,1.105,0.2214,OP-H-126,ST-H-06,0.4901,medium
HASM-04101,37.491,1.213,0.0248,OP-H-126,ST-H-23,0.1589,low
HASM-04102,30.639,1.061,0.1191,OP-H-035,ST-H-10,0.2464,low
HASM-04103,34.74,1.047,0.073,OP-H-168,ST-H-13,0.1959,low
HASM-04104,44.401,0.844,0.0285,OP-H-003,ST-H-07,0.1238,low
HASM-04105,59.203,0.773,0.062,OP-H-039,ST-H-22,0.3382,medium
HASM-04106,51.238,1.215,0.1706,OP-H-091,ST-H-33,0.4255,medium
HASM-04107,51.753,1.223,0.0619,OP-H-087,ST-H-18,0.2452,low
HASM-04108,40.628,1.142,0.0726,OP-H-102,ST-H-04,0.1674,low
HASM-04109,42.603,0.524,0.1886,OP-H-158,ST-H-05,0.4493,medium
HASM-04110,41.763,1.18,0.0602,OP-H-154,ST-H-26,0.1969,low
HASM-04111,29.495,1.118,0.0641,OP-H-092,ST-H-05,0.204,low
HASM-04112,26.944,1.001,0.0182,OP-H-011,ST-H-02,0.1188,low
HASM-04113,43.57,1.195,0.0461,OP-H-086,ST-H-40,0.1859,low
HASM-04114,45.13,0.924,0.0464,OP-H-031,ST-H-16,0.103,low
HASM-04115,47.082,0.626,0.0336,OP-H-123,ST-H-25,0.2751,medium
HASM-04116,37.358,1.475,0.0283,OP-H-143,ST-H-04,0.2985,medium
HASM-04117,41.902,0.976,0.0568,OP-H-050,ST-H-21,0.0,low
HASM-04118,42.959,0.889,0.0332,OP-H-111,ST-H-38,0.1514,low
HASM-04119,46.586,0.718,0.0739,OP-H-171,ST-H-34,0.3107,medium
HASM-04120,45.441,0.926,0.0569,OP-H-159,ST-H-05,0.1432,low
HASM-04121,51.207,1.187,0.0334,OP-H-024,ST-H-25,0.2244,low
HASM-04122,39.558,0.926,0.1703,OP-H-081,ST-H-34,0.2329,low
HASM-04123,47.301,0.749,0.0482,OP-H-029,ST-H-12,0.2376,low
HASM-04124,44.078,1.565,0.0659,OP-H-011,ST-H-15,0.3583,medium
HASM-04125,42.199,1.191,0.0509,OP-H-156,ST-H-31,0.1432,low
HASM-04126,53.458,1.163,0.0734,OP-H-130,ST-H-39,0.2755,medium
HASM-04127,47.177,0.734,0.0529,OP-H-143,ST-H-39,0.2366,low
HASM-04128,32.944,0.905,0.1568,OP-H-033,ST-H-09,0.3006,medium
HASM-04129,36.239,1.225,0.0892,OP-H-156,ST-H-17,0.2511,medium
HASM-04130,34.457,1.423,0.0534,OP-H-014,ST-H-33,0.3506,medium
HASM-04131,34.527,0.614,0.0689,OP-H-177,ST-H-30,0.327,medium
HASM-04132,45.776,0.904,0.0714,OP-H-094,ST-H-17,0.1402,low
HASM-04133,34.963,1.037,0.0561,OP-H-104,ST-H-29,0.0962,low
HASM-04134,48.43,0.601,0.048,OP-H-047,ST-H-05,0.2378,low
HASM-04135,45.321,1.011,0.0408,OP-H-085,ST-H-06,0.0953,low
HASM-04136,56.775,0.831,0.0554,OP-H-169,ST-H-10,0.3131,medium
HASM-04137,43.473,0.509,0.0789,OP-H-096,ST-H-35,0.3873,medium
HASM-04138,54.313,0.607,0.1112,OP-H-036,ST-H-05,0.4197,medium
HASM-04139,37.178,0.549,0.0673,OP-H-073,ST-H-01,0.3314,medium
HASM-04140,36.933,1.39,0.0203,OP-H-094,ST-H-31,0.2545,medium
HASM-04141,44.824,0.99,0.0881,OP-H-038,ST-H-18,0.1204,low
HASM-04142,43.775,0.906,0.0352,OP-H-134,ST-H-25,0.0672,low
HASM-04143,35.117,1.054,0.0778,OP-H-020,ST-H-20,0.2004,low
HASM-04144,41.894,1.041,0.0575,OP-H-090,ST-H-22,0.0664,low
HASM-04145,57.289,1.281,0.1677,OP-H-168,ST-H-32,0.468,medium
HASM-04146,21.734,1.077,0.1418,OP-H-027,ST-H-17,0.4373,medium
HASM-04147,20.237,1.328,0.0425,OP-H-142,ST-H-39,0.4327,medium
HASM-04148,54.152,0.346,0.1827,OP-H-141,ST-H-25,0.5366,high
HASM-04149,34.814,0.97,0.0787,OP-H-019,ST-H-11,0.1778,low
HASM-04150,26.265,1.039,0.0361,OP-H-164,ST-H-16,0.2064,low
HASM-04151,38.567,0.824,0.0654,OP-H-145,ST-H-07,0.1405,low
HASM-04152,42.523,0.904,0.0601,OP-H-172,ST-H-31,0.1547,low
HASM-04153,38.774,1.107,0.1185,OP-H-107,ST-H-11,0.2511,medium
HASM-04154,46.689,0.7,0.0668,OP-H-050,ST-H-15,0.2573,medium
HASM-04155,28.81,0.771,0.0131,OP-H-158,ST-H-36,0.2186,low
HASM-04156,28.555,1.013,0.0878,OP-H-156,ST-H-21,0.2794,medium
HASM-04157,43.087,1.018,0.0075,OP-H-118,ST-H-03,0.0954,low
HASM-04158,51.032,0.694,0.0654,OP-H-079,ST-H-38,0.245,low
HASM-04159,40.914,0.483,0.0065,OP-H-145,ST-H-19,0.2306,low
HASM-04160,23.859,1.156,0.1249,OP-H-010,ST-H-27,0.406,medium
HASM-04161,41.728,0.858,0.087,OP-H-010,ST-H-13,0.1858,low
HASM-04162,58.646,1.461,0.033,OP-H-139,ST-H-34,0.3536,medium
HASM-04163,38.821,1.026,0.1048,OP-H-179,ST-H-04,0.2111,low
HASM-04164,37.955,1.076,0.0461,OP-H-148,ST-H-33,0.1349,low
HASM-04165,33.982,0.516,0.0718,OP-H-107,ST-H-07,0.3529,medium
HASM-04166,43.096,1.649,0.0432,OP-H-130,ST-H-29,0.2744,medium
HASM-04167,42.301,1.143,0.0322,OP-H-121,ST-H-11,0.0668,low
HASM-04168,37.075,1.032,0.0351,OP-H-018,ST-H-33,0.1386,low
HASM-04169,40.389,1.142,0.02,OP-H-056,ST-H-30,0.0875,low
HASM-04170,29.975,1.606,0.0682,OP-H-025,ST-H-32,0.441,medium
HASM-04171,38.86,0.732,0.0284,OP-H-055,ST-H-38,0.2126,low
HASM-04172,27.089,1.152,0.076,OP-H-059,ST-H-07,0.2903,medium
HASM-04173,29.957,0.721,0.1741,OP-H-007,ST-H-39,0.4259,medium
HASM-04174,30.569,0.791,0.0673,OP-H-063,ST-H-28,0.4083,medium
HASM-04175,36.54,0.626,0.0579,OP-H-151,ST-H-07,0.2596,medium
HASM-04176,51.961,0.576,0.0759,OP-H-105,ST-H-11,0.3175,medium
HASM-04177,33.544,0.639,0.0384,OP-H-098,ST-H-09,0.3214,medium
HASM-04178,39.335,0.789,0.1558,OP-H-050,ST-H-02,0.3096,medium
HASM-04179,51.033,0.605,0.1045,OP-H-030,ST-H-18,0.3353,medium
HASM-04180,33.361,0.879,0.1078,OP-H-038,ST-H-17,0.238,low
HASM-04181,58.596,0.854,0.0793,OP-H-098,ST-H-15,0.2803,medium
HASM-04182,58.327,0.72,0.053,OP-H-125,ST-H-26,0.3373,medium
HASM-04183,32.571,0.789,0.0328,OP-H-136,ST-H-35,0.1982,low
HASM-04184,61.285,0.69,0.0223,OP-H-084,ST-H-19,0.4018,medium
HASM-04185,39.709,0.838,0.0496,OP-H-158,ST-H-06,0.1831,low
HASM-04186,48.304,0.904,0.0775,OP-H-110,ST-H-13,0.2265,low
HASM-04187,49.014,1.213,0.0863,OP-H-051,ST-H-17,0.292,medium
HASM-04188,59.76,0.946,0.0851,OP-H-018,ST-H-21,0.3313,medium
HASM-04189,57.584,1.074,0.0325,OP-H-158,ST-H-04,0.2278,low
HASM-04190,45.033,0.609,0.0373,OP-H-048,ST-H-35,0.1957,low
HASM-04191,25.336,1.408,0.0605,OP-H-076,ST-H-29,0.3942,medium
HASM-04192,62.565,0.319,0.0952,OP-H-019,ST-H-16,0.5626,high
HASM-04193,44.316,0.647,0.1503,OP-H-032,ST-H-13,0.3458,medium
HASM-04194,39.148,0.977,0.0573,OP-H-050,ST-H-35,0.0941,low
HASM-04195,44.799,1.417,0.1166,OP-H-164,ST-H-14,0.3512,medium
HASM-04196,43.801,1.233,0.0896,OP-H-073,ST-H-06,0.2846,medium
HASM-04197,40.752,1.072,0.0707,OP-H-124,ST-H-29,0.0651,low
HASM-04198,52.29,0.787,0.0373,OP-H-079,ST-H-40,0.142,low
HASM-04199,18.142,1.126,0.017,OP-H-115,ST-H-37,0.2694,medium
HASM-04200,37.22,1.253,0.1062,OP-H-067,ST-H-06,0.2684,medium
HASM-04201,35.525,0.719,0.017,OP-H-089,ST-H-04,0.1462,low
HASM-04202,53.625,0.786,0.0146,OP-H-102,ST-H-03,0.233,low
HASM-04203,37.098,0.863,0.0718,OP-H-039,ST-H-39,0.1701,low
HASM-04204,40.052,1.139,0.1361,OP-H-092,ST-H-10,0.2283,low
HASM-04205,38.309,0.549,0.0786,OP-H-156,ST-H-06,0.3151,medium
HASM-04206,46.477,1.319,0.0923,OP-H-070,ST-H-37,0.229,low
HASM-04207,44.742,0.626,0.0204,OP-H-148,ST-H-40,0.2269,low
HASM-04208,35.443,1.169,0.0649,OP-H-102,ST-H-14,0.222,low
HASM-04209,47.865,0.543,0.1061,OP-H-053,ST-H-30,0.4105,medium
HASM-04210,60.127,0.59,0.0645,OP-H-113,ST-H-32,0.4846,medium
HASM-04211,41.337,1.099,0.0533,OP-H-127,ST-H-29,0.0581,low
HASM-04212,34.349,0.983,0.038,OP-H-002,ST-H-16,0.1685,low
HASM-04213,47.918,1.068,0.0706,OP-H-038,ST-H-23,0.1151,low
HASM-04214,49.889,0.714,0.0871,OP-H-070,ST-H-17,0.289,medium
HASM-04215,33.884,0.768,0.0546,OP-H-066,ST-H-34,0.2026,low
HASM-04216,61.748,1.444,0.0264,OP-H-005,ST-H-29,0.4222,medium
HASM-04217,43.391,1.048,0.0703,OP-H-062,ST-H-07,0.0267,low
HASM-04218,34.33,0.584,0.0095,OP-H-171,ST-H-40,0.2244,low
HASM-04219,34.54,0.898,0.1555,OP-H-164,ST-H-13,0.2787,medium
HASM-04220,41.441,0.563,0.0769,OP-H-157,ST-H-23,0.2826,medium
HASM-04221,29.814,1.064,0.1206,OP-H-047,ST-H-21,0.2818,medium
HASM-04222,38.845,0.733,0.2252,OP-H-027,ST-H-02,0.4225,medium
HASM-04223,49.556,1.028,0.1478,OP-H-133,ST-H-17,0.2467,low
HASM-04224,45.599,1.047,0.0787,OP-H-084,ST-H-05,0.0941,low
HASM-04225,43.82,0.986,0.0154,OP-H-145,ST-H-20,0.0245,low
HASM-04226,34.149,1.332,0.1069,OP-H-002,ST-H-18,0.291,medium
HASM-04227,46.082,1.188,0.0724,OP-H-100,ST-H-07,0.2039,low
HASM-04228,48.676,1.16,0.1974,OP-H-087,ST-H-08,0.3785,medium
HASM-04229,55.811,1.02,0.0957,OP-H-095,ST-H-19,0.2629,medium
HASM-04230,56.461,1.194,0.0189,OP-H-097,ST-H-31,0.2509,medium
HASM-04231,39.301,0.709,0.0785,OP-H-088,ST-H-26,0.252,medium
HASM-04232,46.992,1.145,0.0542,OP-H-032,ST-H-10,0.2139,low
HASM-04233,46.632,0.454,0.0136,OP-H-037,ST-H-18,0.2955,medium
HASM-04234,35.232,1.256,0.054,OP-H-070,ST-H-02,0.1867,low
HASM-04235,28.66,1.351,0.0499,OP-H-048,ST-H-27,0.2774,medium
HASM-04236,50.3,1.167,0.0658,OP-H-047,ST-H-35,0.2661,medium
HASM-04237,32.581,1.125,0.1203,OP-H-101,ST-H-01,0.3573,medium
HASM-04238,48.519,0.614,0.0737,OP-H-175,ST-H-32,0.3222,medium
HASM-04239,48.854,1.001,0.0321,OP-H-145,ST-H-08,0.0824,low
HASM-04240,30.655,0.766,0.0641,OP-H-106,ST-H-29,0.2659,medium
HASM-04241,32.368,0.702,0.0859,OP-H-020,ST-H-32,0.341,medium
HASM-04242,31.877,1.218,0.0489,OP-H-168,ST-H-03,0.2392,low
HASM-04243,44.497,0.689,0.0813,OP-H-106,ST-H-07,0.2947,medium
HASM-04244,28.455,0.706,0.0451,OP-H-134,ST-H-26,0.3105,medium
HASM-04245,55.712,1.319,0.0334,OP-H-033,ST-H-03,0.2911,medium
HASM-04246,38.719,0.547,0.0799,OP-H-156,ST-H-09,0.2735,medium
HASM-04247,45.826,1.276,0.1412,OP-H-089,ST-H-26,0.356,medium
HASM-04248,51.516,1.115,0.0558,OP-H-092,ST-H-27,0.2669,medium
HASM-04249,46.673,1.313,0.0527,OP-H-166,ST-H-36,0.1889,low
HASM-04250,38.033,0.699,0.0588,OP-H-043,ST-H-18,0.2773,medium
HASM-04251,35.91,0.79,0.0565,OP-H-121,ST-H-01,0.1834,low
HASM-04252,44.723,1.16,0.0226,OP-H-125,ST-H-07,0.1173,low
HASM-04253,43.375,1.212,0.1248,OP-H-086,ST-H-26,0.2953,medium
HASM-04254,33.487,0.78,0.0347,OP-H-023,ST-H-38,0.2153,low
HASM-04255,45.911,1.438,0.0243,OP-H-015,ST-H-11,0.231,low
HASM-04256,50.098,0.864,0.0396,OP-H-112,ST-H-13,0.1873,low
HASM-04257,24.161,0.796,0.0127,OP-H-124,ST-H-19,0.2562,medium
HASM-04258,41.779,1.053,0.0125,OP-H-180,ST-H-30,0.0268,low
HASM-04259,51.764,0.469,0.078,OP-H-080,ST-H-18,0.4409,medium
HASM-04260,43.862,0.795,0.0085,OP-H-057,ST-H-19,0.0609,low
HASM-04261,39.527,1.424,0.1515,OP-H-002,ST-H-24,0.3383,medium
HASM-04262,41.737,1.094,0.1074,OP-H-156,ST-H-02,0.2024,low
HASM-04263,61.733,0.983,0.1007,OP-H-180,ST-H-27,0.3227,medium
HASM-04264,54.453,0.831,0.0063,OP-H-136,ST-H-24,0.2489,low
HASM-04265,45.322,1.22,0.0575,OP-H-144,ST-H-04,0.1244,low
HASM-04266,27.996,0.965,0.0554,OP-H-079,ST-H-24,0.2043,low
HASM-04267,55.047,1.186,0.0415,OP-H-150,ST-H-35,0.2867,medium
HASM-04268,41.103,1.122,0.0302,OP-H-169,ST-H-21,0.1636,low
HASM-04269,29.309,1.052,0.0504,OP-H-034,ST-H-20,0.1787,low
HASM-04270,38.118,1.339,0.0626,OP-H-073,ST-H-01,0.2023,low
HASM-04271,32.371,0.775,0.0136,OP-H-121,ST-H-07,0.146,low
HASM-04272,44.052,0.652,0.1156,OP-H-045,ST-H-39,0.3109,medium
HASM-04273,43.572,1.286,0.0254,OP-H-088,ST-H-11,0.1877,low
HASM-04274,38.299,1.146,0.0338,OP-H-069,ST-H-38,0.112,low
HASM-04275,42.478,0.738,0.0494,OP-H-150,ST-H-30,0.1303,low
HASM-04276,46.809,1.051,0.0246,OP-H-110,ST-H-01,0.0944,low
HASM-04277,45.488,1.054,0.1257,OP-H-101,ST-H-23,0.186,low
HASM-04278,55.185,1.172,0.075,OP-H-074,ST-H-05,0.2748,medium
HASM-04279,50.679,0.294,0.0237,OP-H-100,ST-H-14,0.3715,medium
HASM-04280,45.995,0.934,0.0865,OP-H-132,ST-H-05,0.1246,low
HASM-04281,59.971,0.847,0.0589,OP-H-146,ST-H-16,0.2911,medium
HASM-04282,45.77,1.13,0.0531,OP-H-008,ST-H-20,0.1119,low
HASM-04283,42.244,0.851,0.073,OP-H-014,ST-H-39,0.1842,low
HASM-04284,37.541,1.223,0.0596,OP-H-037,ST-H-05,0.2538,medium
HASM-04285,40.998,1.452,0.025,OP-H-082,ST-H-21,0.229,low
HASM-04286,56.493,0.751,0.0301,OP-H-014,ST-H-21,0.2968,medium
HASM-04287,43.818,1.063,0.0785,OP-H-006,ST-H-35,0.1581,low
HASM-04288,40.37,1.146,0.0673,OP-H-015,ST-H-35,0.1623,low
HASM-04289,40.74,0.557,0.031,OP-H-005,ST-H-14,0.2943,medium
HASM-04290,39.334,0.609,0.0699,OP-H-030,ST-H-11,0.2903,medium
HASM-04291,39.996,1.029,0.082,OP-H-100,ST-H-06,0.1914,low
HASM-04292,25.246,1.051,0.0578,OP-H-161,ST-H-07,0.2046,low
HASM-04293,50.397,0.382,0.0525,OP-H-127,ST-H-38,0.3412,medium
HASM-04294,29.409,0.937,0.0589,OP-H-057,ST-H-26,0.2207,low
HASM-04295,39.373,1.012,0.0384,OP-H-180,ST-H-39,0.0752,low
HASM-04296,40.929,0.986,0.0401,OP-H-011,ST-H-15,0.1126,low
HASM-04297,39.785,0.924,0.1099,OP-H-111,ST-H-32,0.2195,low
HASM-04298,21.358,1.322,0.047,OP-H-113,ST-H-15,0.4403,medium
HASM-04299,40.47,1.27,0.0434,OP-H-039,ST-H-26,0.0952,low
HASM-04300,31.731,0.963,0.029,OP-H-123,ST-H-17,0.096,low
HASM-04301,37.16,1.121,0.0225,OP-H-089,ST-H-05,0.1923,low
HASM-04302,36.96,0.904,0.0157,OP-H-043,ST-H-33,0.1634,low
HASM-04303,42.418,1.008,0.088,OP-H-159,ST-H-18,0.1436,low
HASM-04304,44.893,1.027,0.0847,OP-H-014,ST-H-09,0.1548,low
HASM-04305,50.886,0.686,0.1095,OP-H-054,ST-H-21,0.3347,medium
HASM-04306,50.063,0.731,0.0521,OP-H-139,ST-H-01,0.2611,medium
HASM-04307,59.689,1.048,0.0959,OP-H-044,ST-H-16,0.2869,medium
HASM-04308,55.313,1.246,0.0848,OP-H-018,ST-H-39,0.3313,medium
HASM-04309,39.047,1.291,0.0607,OP-H-020,ST-H-14,0.2544,medium
HASM-04310,36.861,1.284,0.0309,OP-H-044,ST-H-05,0.1995,low
HASM-04311,36.677,1.228,0.0384,OP-H-098,ST-H-21,0.1829,low
HASM-04312,20.08,0.747,0.0376,OP-H-001,ST-H-11,0.2977,medium
HASM-04313,41.572,1.245,0.0305,OP-H-007,ST-H-20,0.1288,low
HASM-04314,43.786,1.065,0.0301,OP-H-086,ST-H-06,0.0676,low
HASM-04315,41.404,1.299,0.0635,OP-H-060,ST-H-32,0.2365,low
HASM-04316,50.401,0.599,0.28,OP-H-115,ST-H-31,0.6598,high
HASM-04317,24.284,0.946,0.0497,OP-H-135,ST-H-33,0.2767,medium
HASM-04318,41.553,0.886,0.0372,OP-H-068,ST-H-09,0.0974,low
HASM-04319,29.779,1.809,0.0489,OP-H-155,ST-H-25,0.4904,medium
HASM-04320,52.071,0.893,0.0563,OP-H-167,ST-H-35,0.1748,low
HASM-04321,42.019,0.507,0.0261,OP-H-063,ST-H-02,0.2643,medium
HASM-04322,38.319,0.851,0.175,OP-H-019,ST-H-10,0.3035,medium
HASM-04323,51.216,0.804,0.1162,OP-H-017,ST-H-29,0.3151,medium
HASM-04324,41.154,0.953,0.1252,OP-H-137,ST-H-07,0.2293,low
HASM-04325,29.922,0.752,0.0487,OP-H-076,ST-H-36,0.2643,medium
HASM-04326,43.415,1.121,0.0268,OP-H-161,ST-H-05,0.1223,low
HASM-04327,59.731,1.101,0.0555,OP-H-152,ST-H-29,0.3062,medium
HASM-04328,49.915,1.029,0.021,OP-H-046,ST-H-20,0.1707,low
HASM-04329,40.316,0.763,0.0815,OP-H-175,ST-H-24,0.2526,medium
HASM-04330,38.458,0.93,0.0699,OP-H-076,ST-H-07,0.095,low
HASM-04331,61.957,1.429,0.0233,OP-H-130,ST-H-18,0.3792,medium
HASM-04332,36.739,0.546,0.0275,OP-H-033,ST-H-37,0.2833,medium
HASM-04333,19.252,1.265,0.0546,OP-H-056,ST-H-26,0.3755,medium
HASM-04334,32.846,1.055,0.2366,OP-H-170,ST-H-13,0.4705,medium
HASM-04335,52.295,1.294,0.1051,OP-H-123,ST-H-25,0.3553,medium
HASM-04336,33.423,1.234,0.2155,OP-H-019,ST-H-15,0.4347,medium
HASM-04337,41.908,0.588,0.0632,OP-H-151,ST-H-06,0.2977,medium
HASM-04338,32.597,0.631,0.0677,OP-H-001,ST-H-09,0.3459,medium
HASM-04339,39.815,1.114,0.0368,OP-H-025,ST-H-15,0.0818,low
HASM-04340,39.514,1.007,0.0406,OP-H-021,ST-H-21,0.1236,low
HASM-04341,32.548,1.203,0.1019,OP-H-166,ST-H-40,0.3187,medium
HASM-04342,39.708,1.034,0.0473,OP-H-023,ST-H-11,0.1301,low
HASM-04343,41.277,1.172,0.0222,OP-H-158,ST-H-40,0.1263,low
HASM-04344,20.437,0.742,0.0619,OP-H-072,ST-H-36,0.381,medium
HASM-04345,55.125,1.482,0.0277,OP-H-121,ST-H-19,0.3501,medium
HASM-04346,23.565,0.946,0.0117,OP-H-125,ST-H-08,0.2179,low
HASM-04347,46.094,0.807,0.0083,OP-H-030,ST-H-34,0.1141,low
HASM-04348,50.164,0.717,0.0863,OP-H-108,ST-H-19,0.2976,medium
