pipe_design_id,component_uid,L1,L2,L3,theta1,theta2,R,max_deformation,max_equivalent_stress,allowable_stress,design_risk_score,design_risk_level
HPIP-00702,HCU-04075,417.513,157.934,168.796,76.71,70.354,31.644,1.9736,332.58,400.939,0.3686,medium
HPIP-00703,HCU-04085,83.392,355.467,180.323,115.43,103.95,24.697,1.4076,226.795,354.201,0.1929,low
HPIP-00704,HCU-04104,280.473,293.461,54.451,64.44,121.641,20.655,1.853,319.705,344.644,0.4523,medium
HPIP-00705,HCU-04107,89.393,301.7,254.65,124.11,94.95,33.685,1.3379,237.973,379.709,0.1572,low
HPIP-00706,HCU-04111,423.282,122.398,203.778,103.309,159.406,20.672,1.9453,295.633,403.895,0.3435,medium
HPIP-00707,HCU-04125,242.051,128.613,124.457,69.986,124.364,9.436,1.7266,313.178,337.692,0.4925,medium
HPIP-00708,HCU-04126,440.453,260.859,60.53,126.995,150.32,14.948,2.3988,312.037,341.895,0.5047,high
HPIP-00709,HCU-04140,119.828,275.284,94.27,136.964,132.431,23.422,1.5557,281.614,390.578,0.2929,medium
HPIP-00710,HCU-04143,318.256,180.995,122.405,118.546,78.404,18.938,1.7553,257.352,343.096,0.3338,medium
HPIP-00711,HCU-04144,148.982,372.336,249.606,98.244,84.871,18.256,1.773,264.561,362.946,0.3225,medium
HPIP-00712,HCU-04145,141.515,444.555,223.742,98.608,81.088,29.267,1.9314,278.467,386.936,0.2804,medium
HPIP-00713,HCU-04146,222.806,354.295,200.155,120.458,123.981,24.592,1.8716,283.396,354.721,0.328,medium
HPIP-00714,HCU-04174,94.805,262.204,252.279,111.074,113.822,12.115,1.4638,220.076,360.715,0.2299,low
HPIP-00715,HCU-04179,295.787,148.071,213.395,79.382,92.587,12.451,1.7775,286.515,379.34,0.3758,medium
HPIP-00716,HCU-04184,310.024,357.474,173.101,63.039,155.252,8.74,2.5702,424.414,346.824,0.7594,critical
HPIP-00717,HCU-04188,147.357,85.498,190.577,137.561,139.196,20.69,1.0735,264.283,356.221,0.294,medium
HPIP-00718,HCU-04191,155.062,337.451,168.035,134.311,70.536,34.602,1.7126,299.659,324.987,0.3829,medium
HPIP-00719,HCU-04199,151.486,262.407,150.65,138.838,146.024,22.854,1.5222,273.61,386.893,0.3008,medium
HPIP-00720,HCU-04203,404.818,379.996,217.829,147.335,147.616,35.016,2.6422,330.046,362.565,0.4448,medium
HPIP-00721,HCU-04208,448.109,212.776,167.689,110.547,65.059,39.107,2.0605,258.231,340.753,0.271,medium
HPIP-00722,HCU-04211,447.885,212.51,114.71,144.67,73.573,11.127,2.4359,370.266,298.044,0.7295,high
HPIP-00723,HCU-04213,415.827,257.346,114.866,97.993,128.816,24.481,2.0863,273.472,350.418,0.3379,medium
HPIP-00724,HCU-04215,252.478,345.362,111.328,71.156,96.059,5.623,2.5889,381.652,335.797,0.6848,high
HPIP-00725,HCU-04226,400.486,261.377,252.69,84.22,158.311,22.874,2.2896,353.835,411.272,0.4479,medium
HPIP-00726,HCU-04247,346.504,297.634,172.672,102.138,91.435,31.66,1.9326,240.255,399.072,0.1874,low
HPIP-00727,HCU-04260,343.048,136.932,155.659,95.88,117.117,39.156,1.5167,217.636,393.699,0.0928,low
HPIP-00728,HCU-04266,176.681,135.578,82.011,67.259,140.077,7.026,1.7915,371.153,386.933,0.5446,high
HPIP-00729,HCU-04267,373.172,313.513,233.357,83.618,153.445,31.751,2.2234,334.202,344.244,0.4629,medium
HPIP-00730,HCU-04280,94.827,370.799,120.99,152.181,135.013,14.637,1.8697,344.881,357.222,0.5128,high
HPIP-00731,HCU-04283,291.168,354.826,130.154,136.136,73.941,24.65,2.1643,291.814,382.272,0.3636,medium
HPIP-00732,HCU-04286,95.999,254.794,111.035,108.417,124.003,14.058,1.3885,268.324,354.906,0.3115,medium
HPIP-00733,HCU-04289,206.272,386.709,186.189,127.326,87.237,30.434,1.9719,260.842,378.533,0.2597,medium
HPIP-00734,HCU-04291,291.387,360.565,78.807,104.677,111.341,37.703,1.8114,241.7,348.842,0.185,low
HPIP-00735,HCU-04299,87.666,368.664,60.542,63.606,65.801,28.915,1.7621,314.618,367.232,0.4009,medium
HPIP-00736,HCU-04304,399.892,396.615,206.519,60.783,72.499,9.786,2.8687,420.015,362.554,0.7304,high
HPIP-00737,HCU-04305,277.655,348.994,201.749,81.821,103.413,5.806,2.4805,380.484,338.606,0.6516,high
HPIP-00738,HCU-04309,116.522,159.009,195.614,145.249,68.007,37.266,1.2044,260.094,359.817,0.2361,low
HPIP-00739,HCU-04321,130.873,155.242,155.588,69.687,91.173,31.806,1.2342,242.417,356.018,0.2205,low
HPIP-00740,HCU-04327,158.831,279.333,122.788,116.875,65.083,13.5,1.5646,327.01,347.235,0.4693,medium
HPIP-00741,HCU-04330,126.486,127.818,70.779,87.913,69.554,8.967,1.5191,338.46,345.941,0.5191,high
HPIP-00742,HCU-04338,381.198,261.733,127.8,66.088,117.462,12.634,2.284,292.655,284.538,0.5692,high
HPIP-00743,HCU-04340,104.477,338.334,229.161,97.006,77.6,36.375,1.4927,275.003,350.983,0.2619,medium
HPIP-00744,HCU-04341,279.937,384.317,59.447,90.988,158.558,7.485,2.5027,371.471,358.99,0.6265,high
HPIP-00745,HCU-04352,284.505,415.413,117.879,142.371,146.297,27.627,2.3742,319.817,408.475,0.3813,medium
HPIP-00746,HCU-04355,424.302,93.375,226.371,73.017,141.307,18.616,1.9726,340.365,304.469,0.5907,high
HPIP-00747,HCU-04361,356.447,181.8,183.343,64.041,103.684,23.942,1.9224,291.627,361.362,0.3668,medium
HPIP-00748,HCU-04369,303.068,339.264,195.508,78.171,112.374,28.987,2.183,269.682,405.959,0.2596,medium
HPIP-00749,HCU-04370,295.37,113.799,249.043,118.787,119.773,12.341,1.4745,272.872,397.794,0.2872,medium
HPIP-00750,HCU-04371,238.849,214.986,242.606,145.205,115.749,25.928,1.5189,266.992,345.8,0.3003,medium
HPIP-00751,HCU-04372,359.546,142.851,77.354,62.517,154.555,16.22,2.0075,336.404,345.269,0.5443,high
HPIP-00752,HCU-04373,356.292,274.474,204.53,94.122,158.399,15.35,2.2677,343.053,344.28,0.55,high
HPIP-00753,HCU-04376,435.686,261.989,246.804,103.037,148.833,18.958,2.2721,316.441,337.038,0.482,medium
HPIP-00754,HCU-04377,341.762,195.304,220.233,104.053,153.672,18.313,1.9347,277.918,369.311,0.359,medium
HPIP-00755,HCU-04381,313.26,257.074,103.086,158.553,143.308,24.133,1.997,321.06,305.846,0.5411,high
HPIP-00756,HCU-04383,292.646,136.672,107.243,144.02,151.12,12.397,1.8417,316.3,352.432,0.4897,medium
HPIP-00757,HCU-04384,212.641,431.096,101.522,129.511,151.648,25.612,2.223,304.081,396.616,0.3639,medium
HPIP-00758,HCU-04393,274.446,346.315,145.89,143.053,60.337,23.09,2.1347,314.569,386.82,0.4183,medium
HPIP-00759,HCU-04398,137.654,382.364,76.96,65.334,151.191,22.714,2.0074,304.25,330.636,0.4771,medium
HPIP-00760,HCU-04405,144.148,268.849,248.077,137.748,100.193,31.561,1.4534,223.486,345.413,0.1944,low
HPIP-00761,HCU-04406,204.692,382.095,102.179,116.694,145.351,15.265,2.0549,307.238,407.7,0.3737,medium
HPIP-00762,HCU-04426,403.711,205.91,148.036,148.965,93.758,35.225,2.0417,249.577,337.163,0.287,medium
HPIP-00763,HCU-04428,209.351,448.524,256.379,61.641,69.114,33.139,2.3487,367.048,360.172,0.512,high
HPIP-00764,HCU-04443,389.643,121.16,231.284,113.459,93.824,34.63,1.5897,245.11,336.012,0.219,low
HPIP-00765,HCU-04445,339.197,114.16,154.241,143.65,131.603,9.659,1.8868,318.817,417.545,0.4076,medium
HPIP-00766,HCU-04446,388.179,208.126,120.684,85.481,106.47,18.27,1.9401,254.005,363.619,0.3067,medium
HPIP-00767,HCU-04452,314.395,444.229,97.6,154.667,81.424,37.09,2.3853,318.014,428.806,0.3193,medium
HPIP-00768,HCU-04455,434.684,206.731,202.097,83.198,76.258,36.874,2.1315,279.501,289.474,0.4213,medium
HPIP-00769,HCU-04465,448.072,401.027,178.303,79.033,89.822,31.596,2.6814,291.465,358.809,0.3823,medium
HPIP-00770,HCU-04466,415.217,423.855,111.634,157.021,124.286,18.807,2.7804,351.276,403.245,0.4914,medium
HPIP-00771,HCU-04471,398.87,434.062,90.539,118.596,153.405,38.778,2.5712,318.703,368.283,0.3741,medium
HPIP-00772,HCU-04478,285.013,94.965,97.05,148.084,100.773,39.272,1.3648,270.878,373.928,0.2081,low
HPIP-00773,HCU-04490,181.903,123.937,241.164,69.757,113.474,29.602,1.2017,259.772,370.827,0.2245,low
HPIP-00774,HCU-04493,314.57,257.842,223.955,157.519,135.548,5.538,2.5327,424.104,399.186,0.6589,high
HPIP-00775,HCU-04500,290.55,120.049,108.73,78.557,110.053,23.162,1.3276,212.953,296.09,0.2606,medium
HPIP-00776,HCU-04502,333.921,219.426,157.128,142.787,78.526,29.023,1.9548,304.586,362.361,0.3771,medium
HPIP-00777,HCU-04503,311.597,236.908,202.562,136.371,135.425,32.689,1.8765,289.944,338.884,0.3516,medium
HPIP-00778,HCU-04504,204.804,124.846,120.255,96.651,72.617,24.911,1.3215,241.019,328.296,0.2801,medium
HPIP-00779,HCU-04508,426.244,202.268,132.311,106.775,86.388,19.723,2.0497,257.247,320.702,0.366,medium
HPIP-00780,HCU-04518,343.046,438.134,227.18,147.593,75.713,7.133,2.9539,395.401,391.351,0.6472,high
HPIP-00781,HCU-04523,413.659,280.597,179.025,88.354,78.215,12.223,2.3873,322.292,304.412,0.5973,high
HPIP-00782,HCU-04532,106.958,341.562,112.809,64.414,108.719,27.616,1.5702,295.942,376.581,0.3098,medium
HPIP-00783,HCU-04540,223.0,234.302,95.212,150.648,127.977,6.344,1.9908,389.624,341.004,0.6526,high
HPIP-00784,HCU-04569,414.085,263.841,164.012,104.64,99.393,15.531,2.2599,279.592,390.585,0.3376,medium
HPIP-00785,HCU-04571,175.286,355.447,97.763,158.702,150.77,11.697,2.1737,369.97,406.797,0.5355,high
HPIP-00786,HCU-04578,340.597,156.512,243.894,156.192,135.188,35.534,1.7557,287.666,384.092,0.2886,medium
HPIP-00787,HCU-04613,126.936,294.385,145.871,143.335,67.091,38.116,1.622,287.452,392.498,0.2634,medium
HPIP-00788,HCU-04616,388.25,254.338,94.193,125.696,79.122,30.657,2.1586,293.321,360.25,0.3497,medium
HPIP-00789,HCU-04624,405.151,370.255,148.241,123.977,135.917,16.38,2.5684,311.954,324.953,0.519,high
HPIP-00790,HCU-04627,245.617,239.626,257.431,133.185,135.537,23.61,1.6863,294.45,316.065,0.4219,medium
HPIP-00791,HCU-04638,245.604,431.9,217.508,131.761,138.754,26.67,2.2341,325.761,292.67,0.55,high
HPIP-00792,HCU-04639,342.46,167.314,82.289,112.546,98.331,23.399,1.6471,240.23,320.584,0.2801,medium
HPIP-00793,HCU-04641,389.195,386.687,174.17,148.551,114.246,34.116,2.373,305.52,373.888,0.3455,medium
HPIP-00794,HCU-04642,115.399,293.794,52.334,107.447,116.591,17.691,1.4504,250.558,341.468,0.2795,medium
HPIP-00795,HCU-04653,112.056,142.341,164.18,131.357,145.017,5.312,1.6484,410.956,410.36,0.5513,high
HPIP-00796,HCU-04673,107.984,196.555,97.749,152.268,63.01,19.832,1.491,307.779,368.443,0.4114,medium
HPIP-00797,HCU-04680,368.303,211.76,113.639,112.363,142.666,39.892,1.8377,259.165,374.383,0.2046,low
HPIP-00798,HCU-04689,396.78,175.526,229.436,83.684,109.615,24.689,1.8653,270.54,385.039,0.2736,medium
HPIP-00799,HCU-04693,230.034,266.183,205.443,73.919,97.505,21.044,1.7066,317.587,384.554,0.3735,medium
HPIP-00800,HCU-04697,362.335,261.655,258.95,147.47,157.048,20.842,2.2837,364.939,300.013,0.6738,high
HPIP-00801,HCU-04712,268.868,146.996,235.827,159.378,96.825,34.648,1.5341,296.211,400.331,0.2644,medium
HPIP-00802,HCU-04714,339.184,437.54,180.286,113.182,71.117,25.627,2.4352,297.399,380.143,0.3674,medium
HPIP-00803,HCU-04726,232.99,422.124,67.716,82.613,143.392,33.767,2.0715,304.608,359.852,0.3628,medium
HPIP-00804,HCU-04735,359.883,140.209,206.345,99.708,98.102,12.288,1.8538,274.1,307.843,0.4339,medium
HPIP-00805,HCU-04738,444.714,148.101,243.578,153.288,92.753,29.812,2.0127,330.358,436.748,0.3246,medium
HPIP-00806,HCU-04739,378.665,163.258,258.012,103.036,83.429,37.077,1.8382,239.297,346.038,0.2156,low
HPIP-00807,HCU-04752,346.001,339.413,124.784,63.719,125.293,39.799,2.1989,311.099,339.822,0.3842,medium
HPIP-00808,HCU-04753,390.305,120.565,224.656,150.945,71.596,6.131,2.3339,416.345,390.364,0.6522,high
HPIP-00809,HCU-04756,436.455,286.453,148.131,77.576,69.283,26.216,2.4424,327.796,376.471,0.4475,medium
HPIP-00810,HCU-04757,329.705,393.534,215.38,115.313,96.058,7.566,2.655,327.171,327.896,0.5662,high
HPIP-00811,HCU-04758,153.578,404.412,254.19,63.513,82.341,31.175,2.0354,301.792,298.813,0.4805,medium
HPIP-00812,HCU-04760,371.275,291.739,215.076,149.084,89.299,12.011,2.4188,326.916,390.757,0.4778,medium
HPIP-00813,HCU-04774,345.102,181.416,89.084,102.616,154.051,25.489,1.9119,294.371,399.958,0.317,medium
HPIP-00814,HCU-04776,304.781,326.981,105.329,70.275,84.629,29.185,2.1241,275.747,410.537,0.29,medium
HPIP-00815,HCU-04784,225.173,319.929,194.941,81.433,75.193,22.683,1.9251,296.652,373.082,0.3769,medium
HPIP-00816,HCU-04786,335.102,195.476,112.443,65.911,93.683,21.087,1.8344,296.047,375.719,0.3713,medium
HPIP-00817,HCU-04790,279.647,248.419,203.211,77.739,87.297,36.778,1.7377,265.598,307.308,0.3322,medium
HPIP-00818,HCU-04792,201.515,130.999,196.706,136.657,99.713,37.699,1.2347,216.407,326.605,0.1608,low
HPIP-00819,HCU-04793,305.76,399.307,239.589,133.847,113.082,39.939,2.0823,266.224,327.468,0.282,medium
HPIP-00820,HCU-04794,172.851,299.341,189.514,95.713,85.656,20.618,1.636,283.375,379.319,0.3152,medium
HPIP-00821,HCU-04796,360.312,180.56,105.116,147.038,84.243,27.558,1.9011,316.822,338.399,0.4344,medium
HPIP-00822,HCU-04800,218.764,259.037,112.93,102.174,138.484,9.524,1.8757,283.188,378.001,0.3802,medium
HPIP-00823,HCU-04801,223.332,84.135,254.175,93.61,128.609,31.17,1.1788,221.798,370.924,0.1476,low
HPIP-00824,HCU-04805,297.678,407.199,122.683,97.444,84.32,32.712,2.1296,280.329,371.338,0.2957,medium
HPIP-00825,HCU-04819,137.399,311.255,110.05,70.789,134.681,32.613,1.6655,294.264,356.236,0.3334,medium
HPIP-00826,HCU-04824,183.477,315.42,113.175,90.337,119.221,31.341,1.6197,242.305,333.543,0.2435,low
HPIP-00827,HCU-04838,236.264,92.383,196.443,114.301,124.71,6.346,1.6855,312.891,390.775,0.3951,medium
HPIP-00828,HCU-04845,100.294,174.968,232.435,97.023,135.311,9.143,1.4288,276.059,345.363,0.3844,medium
HPIP-00829,HCU-04853,367.065,131.493,98.268,101.571,109.867,27.54,1.545,208.122,327.695,0.1828,low
HPIP-00830,HCU-04858,418.645,115.475,152.645,140.315,85.758,26.715,1.9223,262.568,364.262,0.3064,medium
HPIP-00831,HCU-04861,332.329,250.427,180.023,135.943,129.484,5.503,2.4047,366.59,378.018,0.5695,high
HPIP-00832,HCU-04878,446.823,81.769,206.567,136.412,66.917,11.416,2.017,329.687,376.7,0.4869,medium
HPIP-00833,HCU-04887,371.055,178.404,149.463,103.0,110.147,34.687,1.7013,232.367,323.852,0.2065,low
HPIP-00834,HCU-04888,102.781,187.818,149.13,95.845,83.586,5.342,1.6935,333.238,387.625,0.456,medium
HPIP-00835,HCU-04890,354.486,330.481,147.473,115.64,148.203,23.914,2.1766,292.531,404.773,0.3259,medium
HPIP-00836,HCU-04904,174.66,269.307,54.112,97.681,157.166,23.292,1.6244,286.555,311.382,0.4236,medium
HPIP-00837,HCU-04907,193.743,158.779,112.368,118.454,146.444,35.321,1.4071,226.179,386.805,0.1455,low
HPIP-00838,HCU-04915,245.476,395.079,169.978,135.418,90.115,32.368,2.0191,256.927,405.78,0.2267,low
HPIP-00839,HCU-04918,297.499,241.019,69.569,140.652,159.873,29.189,1.945,311.027,430.567,0.3234,medium
HPIP-00840,HCU-04937,347.964,108.698,80.207,100.975,79.149,36.799,1.5448,257.928,359.2,0.2199,low
HPIP-00841,HCU-04940,248.869,109.673,221.425,136.035,108.896,32.69,1.2385,235.081,349.179,0.1803,low
HPIP-00842,HCU-04941,346.601,291.083,56.66,122.173,153.596,19.348,2.2329,321.149,357.821,0.4636,medium
HPIP-00843,HCU-04942,299.651,376.483,61.552,108.414,61.638,28.593,2.2064,285.906,386.618,0.3222,medium
HPIP-00844,HCU-04944,368.947,378.203,136.316,154.515,141.436,23.376,2.4232,314.953,363.908,0.459,medium
HPIP-00845,HCU-04955,262.407,175.354,102.459,140.607,75.88,39.346,1.5996,283.433,349.205,0.2909,medium
HPIP-00846,HCU-04975,442.841,351.901,258.79,148.617,60.307,10.122,2.8325,422.641,295.42,0.8859,critical
HPIP-00847,HCU-04978,245.135,289.709,74.893,143.448,126.235,16.574,1.9869,284.757,375.422,0.3739,medium
HPIP-00848,HCU-04987,214.347,196.83,95.528,63.977,112.932,6.121,2.0948,331.908,303.675,0.6218,high
HPIP-00849,HCU-04988,316.569,181.502,107.318,83.451,136.107,20.199,1.7639,254.722,401.011,0.2745,medium
HPIP-00850,HCU-04994,285.596,297.28,123.005,151.867,141.016,30.3,1.9612,302.58,390.411,0.3423,medium
