design_id,component_code,component_name,rated_pressure,rated_flow,temperature_limit,design_margin,design_risk_score,design_risk_level
HDES-01050,C007,过滤器,19.5,58.78,81.63,0.2588,0.2344,low
HDES-01051,C007,过滤器,10.91,59.01,77.65,0.3524,0.2329,low
HDES-01052,C011,管路总成,33.23,43.94,69.65,0.3602,0.1528,low
HDES-01053,C004,溢流阀,23.76,90.53,85.68,0.3281,0.1544,low
HDES-01054,C009,单向阀,20.86,57.08,87.08,0.4331,0.0,low
HDES-01055,C012,卸荷阀,23.41,37.31,78.13,0.1756,0.3011,medium
HDES-01056,C007,过滤器,23.31,18.87,89.14,0.305,0.1298,low
HDES-01057,C008,液压油箱,23.91,75.85,85.49,0.3196,0.131,low
HDES-01058,C003,作动筒,18.1,34.39,103.53,0.3877,0.0674,low
HDES-01059,C009,单向阀,19.88,47.24,86.76,0.397,0.0097,low
HDES-01060,C012,卸荷阀,30.26,34.58,73.53,0.2399,0.28,medium
HDES-01061,C005,蓄能器,25.25,48.28,70.88,0.2779,0.2322,low
HDES-01062,C008,液压油箱,12.41,108.21,73.28,0.1646,0.4694,medium
HDES-01063,C011,管路总成,26.28,35.53,82.84,0.2821,0.1667,low
HDES-01064,C001,液压泵总成,26.41,79.89,73.65,0.3288,0.0864,low
HDES-01065,C011,管路总成,22.72,73.71,67.8,0.2365,0.3225,medium
HDES-01066,C008,液压油箱,16.77,70.26,93.77,0.3614,0.0971,low
HDES-01067,C001,液压泵总成,28.17,76.83,77.14,0.1907,0.2916,medium
HDES-01068,C001,液压泵总成,21.4,87.42,70.29,0.2959,0.276,medium
HDES-01069,C004,溢流阀,24.31,59.67,85.42,0.2861,0.1665,low
HDES-01070,C003,作动筒,14.84,34.52,71.29,0.3676,0.1727,low
HDES-01071,C011,管路总成,24.66,69.31,77.42,0.4509,0.0646,low
HDES-01072,C002,方向控制阀,28.37,97.26,68.63,0.3016,0.2531,medium
HDES-01073,C002,方向控制阀,6.0,93.7,71.17,0.3651,0.3754,medium
HDES-01074,C004,溢流阀,22.76,86.02,72.69,0.1943,0.396,medium
HDES-01075,C004,溢流阀,21.46,56.62,92.75,0.3672,0.1683,low
HDES-01076,C008,液压油箱,11.25,103.35,77.14,0.109,0.572,high
HDES-01077,C005,蓄能器,19.34,17.7,72.82,0.1447,0.5256,high
HDES-01078,C010,节流阀,18.5,97.47,74.8,0.324,0.1615,low
HDES-01079,C002,方向控制阀,14.8,75.02,68.34,0.3026,0.2587,medium
HDES-01080,C002,方向控制阀,22.78,100.85,67.79,0.3126,0.1727,low
HDES-01081,C001,液压泵总成,24.87,113.12,93.41,0.3675,0.1066,low
HDES-01082,C001,液压泵总成,28.22,105.11,78.58,0.3374,0.1483,low
HDES-01083,C009,单向阀,12.42,40.19,82.95,0.2558,0.3038,medium
HDES-01084,C008,液压油箱,26.71,104.16,76.83,0.2797,0.1813,low
HDES-01085,C003,作动筒,18.4,51.43,74.7,0.2645,0.2504,medium
HDES-01086,C012,卸荷阀,21.61,94.92,79.33,0.4644,0.0831,low
HDES-01087,C007,过滤器,26.11,50.08,69.88,0.3697,0.1259,low
HDES-01088,C008,液压油箱,17.61,117.72,86.14,0.3736,0.0277,low
HDES-01089,C003,作动筒,16.06,47.4,68.92,0.4343,0.087,low
HDES-01090,C004,溢流阀,28.1,12.4,73.77,0.176,0.3755,medium
HDES-01091,C003,作动筒,9.1,65.07,68.98,0.3676,0.4336,medium
HDES-01092,C010,节流阀,20.22,100.43,63.97,0.4424,0.1162,low
HDES-01093,C007,过滤器,23.41,53.1,84.41,0.386,0.0527,low
HDES-01094,C002,方向控制阀,20.99,128.56,65.17,0.2946,0.2724,medium
HDES-01095,C006,冷却器,18.45,44.94,81.3,0.369,0.0271,low
HDES-01096,C005,蓄能器,25.12,36.17,76.71,0.3436,0.1637,low
HDES-01097,C008,液压油箱,20.02,112.81,72.24,0.3501,0.0703,low
HDES-01098,C006,冷却器,21.51,44.76,95.3,0.3963,0.0633,low
HDES-01099,C009,单向阀,27.28,50.17,90.47,0.4122,0.0,low
HDES-01100,C011,管路总成,18.87,44.47,68.69,0.3425,0.3537,medium
HDES-01101,C007,过滤器,13.13,57.98,65.69,0.4029,0.2642,medium
HDES-01102,C007,过滤器,20.71,79.34,79.42,0.4055,0.0045,low
HDES-01103,C012,卸荷阀,15.46,33.04,70.61,0.127,0.71,high
HDES-01104,C007,过滤器,20.79,60.77,89.41,0.2048,0.2832,medium
HDES-01105,C009,单向阀,19.48,74.5,65.91,0.2435,0.3311,medium
HDES-01106,C006,冷却器,13.67,50.79,79.38,0.3049,0.1742,low
HDES-01107,C004,溢流阀,27.89,53.47,73.37,0.299,0.239,low
HDES-01108,C005,蓄能器,29.94,43.29,70.34,0.2051,0.319,medium
HDES-01109,C001,液压泵总成,25.55,89.16,81.66,0.2117,0.2664,medium
HDES-01110,C002,方向控制阀,12.84,81.22,87.86,0.3161,0.251,medium
HDES-01111,C006,冷却器,20.6,51.72,76.74,0.3147,0.1492,low
HDES-01112,C005,蓄能器,34.31,68.56,60.52,0.367,0.2123,low
HDES-01113,C001,液压泵总成,22.54,104.46,74.25,0.3062,0.2402,low
HDES-01114,C010,节流阀,21.4,120.16,73.08,0.4472,0.0068,low
HDES-01115,C010,节流阀,20.56,75.8,77.82,0.398,0.0,low
HDES-01116,C004,溢流阀,25.35,36.83,101.84,0.3144,0.1742,low
HDES-01117,C009,单向阀,6.0,40.0,87.98,0.4778,0.1782,low
HDES-01118,C001,液压泵总成,19.04,88.05,72.61,0.4185,0.168,low
HDES-01119,C001,液压泵总成,21.2,94.66,87.12,0.3746,0.1302,low
HDES-01120,C006,冷却器,17.3,52.96,95.53,0.411,0.0,low
HDES-01121,C002,方向控制阀,10.66,85.9,77.96,0.3423,0.2503,medium
HDES-01122,C009,单向阀,13.45,43.9,76.0,0.2253,0.312,medium
HDES-01123,C009,单向阀,15.56,19.25,75.49,0.3289,0.1768,low
HDES-01124,C005,蓄能器,29.15,87.31,76.28,0.296,0.1262,low
HDES-01125,C012,卸荷阀,35.89,61.6,79.0,0.2277,0.269,medium
HDES-01126,C004,溢流阀,15.76,57.21,58.71,0.3415,0.3832,medium
HDES-01127,C010,节流阀,17.21,84.1,70.43,0.3202,0.139,low
HDES-01128,C008,液压油箱,18.21,101.28,83.45,0.4101,0.0,low
HDES-01129,C012,卸荷阀,26.77,42.26,89.23,0.2279,0.1982,low
HDES-01130,C005,蓄能器,19.88,84.91,82.61,0.3287,0.2437,low
HDES-01131,C010,节流阀,23.82,95.99,79.88,0.3006,0.1146,low
HDES-01132,C005,蓄能器,21.71,82.08,83.73,0.3718,0.0725,low
HDES-01133,C007,过滤器,14.78,19.19,85.65,0.1687,0.4077,medium
HDES-01134,C006,冷却器,21.39,33.42,86.41,0.2793,0.1455,low
HDES-01135,C009,单向阀,24.16,31.9,84.96,0.3841,0.0507,low
HDES-01136,C005,蓄能器,20.46,41.91,100.28,0.3513,0.1507,low
HDES-01137,C007,过滤器,14.09,25.21,79.89,0.4644,0.0722,low
HDES-01138,C009,单向阀,21.97,59.91,66.03,0.408,0.1243,low
HDES-01139,C008,液压油箱,14.16,119.61,75.73,0.325,0.2284,low
HDES-01140,C003,作动筒,21.58,52.51,81.99,0.2773,0.2027,low
HDES-01141,C008,液压油箱,24.4,79.08,98.14,0.3776,0.0617,low
HDES-01142,C007,过滤器,17.2,63.73,89.03,0.344,0.1075,low
HDES-01143,C011,管路总成,25.17,35.01,72.0,0.4734,0.0521,low
HDES-01144,C011,管路总成,27.06,67.37,76.19,0.2519,0.2368,low
HDES-01145,C012,卸荷阀,22.99,37.65,65.21,0.3384,0.1718,low
HDES-01146,C012,卸荷阀,29.45,42.59,75.42,0.1785,0.2866,medium
HDES-01147,C001,液压泵总成,20.02,91.07,83.96,0.3537,0.1164,low
HDES-01148,C004,溢流阀,19.9,50.93,64.76,0.381,0.2001,low
HDES-01149,C001,液压泵总成,21.89,110.14,87.1,0.3228,0.1099,low
HDES-01150,C006,冷却器,19.02,86.15,102.52,0.3133,0.164,low
HDES-01151,C001,液压泵总成,22.95,105.15,81.31,0.3746,0.0989,low
HDES-01152,C004,溢流阀,18.13,49.54,79.82,0.4684,0.1579,low
HDES-01153,C006,冷却器,11.02,81.12,102.61,0.1922,0.4782,medium
HDES-01154,C012,卸荷阀,25.57,57.07,72.97,0.4318,0.0255,low
HDES-01155,C003,作动筒,19.67,56.21,76.35,0.3402,0.0238,low
HDES-01156,C010,节流阀,12.33,73.44,77.88,0.2288,0.3621,medium
HDES-01157,C003,作动筒,14.85,40.78,76.44,0.338,0.2749,medium
HDES-01158,C009,单向阀,26.97,51.01,75.16,0.3031,0.0916,low
HDES-01159,C012,卸荷阀,23.8,49.8,69.71,0.3859,0.1061,low
HDES-01160,C008,液压油箱,11.0,67.06,95.76,0.4306,0.226,low
HDES-01161,C002,方向控制阀,22.93,91.18,85.04,0.2485,0.1855,low
HDES-01162,C008,液压油箱,25.08,112.35,82.51,0.3606,0.0689,low
HDES-01163,C010,节流阀,20.18,80.44,67.93,0.1697,0.3926,medium
HDES-01164,C005,蓄能器,26.29,61.58,75.4,0.3707,0.0823,low
HDES-01165,C005,蓄能器,18.9,69.52,83.42,0.2355,0.3492,medium
HDES-01166,C012,卸荷阀,22.12,57.6,77.07,0.2145,0.3508,medium
HDES-01167,C008,液压油箱,27.85,84.57,81.5,0.3164,0.1175,low
HDES-01168,C003,作动筒,18.63,27.52,81.11,0.3339,0.0808,low
HDES-01169,C011,管路总成,17.14,83.93,91.81,0.2642,0.4077,medium
HDES-01170,C007,过滤器,15.48,62.17,95.88,0.3274,0.1885,low
HDES-01171,C010,节流阀,11.21,90.35,76.78,0.3769,0.1941,low
HDES-01172,C003,作动筒,21.77,69.51,62.56,0.429,0.061,low
HDES-01173,C002,方向控制阀,17.38,79.79,80.83,0.4422,0.0119,low
HDES-01174,C012,卸荷阀,21.51,53.6,80.16,0.1552,0.3912,medium
HDES-01175,C006,冷却器,26.82,36.93,71.56,0.3834,0.111,low
HDES-01176,C004,溢流阀,20.22,60.01,80.1,0.2835,0.2696,medium
HDES-01177,C009,单向阀,10.95,53.75,75.7,0.374,0.2291,low
HDES-01178,C009,单向阀,23.45,87.4,77.1,0.3878,0.0712,low
HDES-01179,C001,液压泵总成,25.75,93.34,75.8,0.4379,0.0,low
HDES-01180,C011,管路总成,12.68,51.64,80.13,0.3384,0.367,medium
HDES-01181,C009,单向阀,15.08,50.17,70.48,0.2464,0.3655,medium
HDES-01182,C009,单向阀,7.95,69.89,73.7,0.2548,0.4979,medium
HDES-01183,C009,单向阀,15.22,44.66,77.46,0.3432,0.1731,low
HDES-01184,C004,溢流阀,18.49,46.41,79.09,0.1438,0.5266,high
HDES-01185,C011,管路总成,22.25,68.97,73.11,0.2981,0.2651,medium
HDES-01186,C010,节流阀,20.16,79.96,87.6,0.3752,0.0658,low
HDES-01187,C012,卸荷阀,27.18,77.56,69.69,0.2213,0.291,medium
HDES-01188,C009,单向阀,15.6,80.43,74.35,0.3221,0.1747,low
HDES-01189,C011,管路总成,29.82,38.42,79.44,0.3049,0.0969,low
HDES-01190,C009,单向阀,12.94,50.59,80.54,0.3233,0.2634,medium
HDES-01191,C008,液压油箱,23.17,114.98,78.11,0.3641,0.1232,low
HDES-01192,C002,方向控制阀,17.9,79.68,82.29,0.2155,0.2344,low
HDES-01193,C002,方向控制阀,19.47,128.75,64.53,0.3934,0.098,low
HDES-01194,C010,节流阀,24.77,89.17,81.03,0.3874,0.0565,low
HDES-01195,C010,节流阀,26.97,84.2,74.42,0.3955,0.0905,low
HDES-01196,C010,节流阀,21.64,101.57,56.31,0.2033,0.441,medium
HDES-01197,C007,过滤器,21.38,31.87,88.21,0.2959,0.144,low
HDES-01198,C012,卸荷阀,27.25,67.46,75.23,0.4471,0.052,low
HDES-01199,C002,方向控制阀,23.92,65.88,66.54,0.391,0.1324,low
HDES-01200,C010,节流阀,16.6,107.12,83.88,0.3626,0.0904,low
