case_id,PS1,PS2,PS3,PS4,PS5,PS6,EPS1,FS1,FS2,TS1,TS2,TS3,TS4,VS1
HCASE-03707,0.02663,0.12166,0.16417,0.06096,0.11485,0.10876,0.14821,0.40146,0.32078,0.15693,0.62704,0.76384,0.03948,0.06436
HCASE-03708,0.68128,0.66939,0.15096,0.27857,0.27853,0.60966,0.07631,0.1501,0.25838,0.03932,0.10606,0.11007,0.05376,0.52417
HCASE-03709,0.14408,0.02265,0.13661,0.03383,0.15535,0.11202,0.10335,0.7119,0.10219,0.15957,0.15339,0.20615,0.81833,0.07512
HCASE-03710,0.60936,0.17451,0.15966,0.12416,0.1113,0.20296,0.14585,0.11798,0.11263,0.40397,0.07666,0.1063,0.04629,0.60809
HCASE-03711,0.14747,0.12478,0.69734,0.14414,0.67342,0.08715,0.04918,0.73522,0.12449,0.02328,0.1541,0.15156,0.03139,0.09648
HCASE-03712,0.58603,0.3384,0.174,0.04047,0.08177,0.31713,0.1428,0.14808,0.10945,0.49948,0.15231,0.03002,0.07947,0.6973
HCASE-03713,0.71344,0.84256,0.15166,0.23921,0.18731,0.97364,0.14311,0.0842,0.09115,0.1509,0.09755,0.08825,0.09401,0.56155
HCASE-03714,0.47443,0.2094,0.31497,0.0206,0.1568,0.05045,0.48031,0.56131,0.15671,0.36544,0.09138,0.06284,0.07962,0.15684
HCASE-03715,0.62029,0.52587,0.16647,0.35189,0.37002,0.64544,0.08451,0.09778,0.32375,0.08184,0.13111,0.08576,0.05068,0.54628
HCASE-03716,0.06157,0.17133,0.28338,0.70659,0.48374,0.18248,0.06337,0.31067,0.4458,0.13362,0.04014,0.11408,0.11579,0.02048
HCASE-03717,0.2851,0.61473,0.02111,0.04552,0.12271,0.122,0.61313,0.27951,0.08211,0.2617,0.02015,0.05965,0.0264,0.09851
HCASE-03718,0.66771,0.19164,0.04614,0.13078,0.09615,0.12905,0.07448,0.09393,0.10617,0.62266,0.04291,0.15444,0.10593,0.79619
HCASE-03719,0.24048,0.63032,0.14817,0.04978,0.05229,0.81845,0.05589,0.03049,0.08818,0.13079,0.15378,0.15262,0.11044,0.18334
HCASE-03720,0.03076,0.34152,0.7845,0.04165,0.54889,0.04366,0.1278,0.86662,0.12725,0.03773,0.08853,0.06966,0.06695,0.0785
HCASE-03721,0.15598,0.06486,0.81424,0.37101,0.21632,0.11037,0.14554,0.73849,0.1035,0.02078,0.13106,0.14972,0.14265,0.07069
HCASE-03722,0.52961,0.7018,0.11267,0.03804,0.08119,0.83092,0.02634,0.0289,0.11396,0.08489,0.12515,0.11119,0.1229,0.6439
HCASE-03723,0.10321,0.05411,0.36355,0.43064,0.6565,0.125,0.12011,0.3942,0.5542,0.14444,0.11046,0.14934,0.11002,0.04924
HCASE-03724,0.02487,0.09031,0.20353,0.11084,0.13834,0.15484,0.04441,0.60244,0.25369,0.11898,0.11503,0.16968,0.56518,0.07298
HCASE-03725,0.22756,0.15533,0.35039,0.70459,0.53601,0.16486,0.05591,0.34409,0.53556,0.05572,0.09925,0.11512,0.03069,0.14453
HCASE-03726,0.03343,0.05231,0.57175,0.75815,0.36618,0.15728,0.06225,0.61326,0.43656,0.03285,0.11468,0.11335,0.07539,0.12802
HCASE-03727,0.26427,0.23183,0.0513,0.52015,0.46311,0.21777,0.14699,0.12144,0.50039,0.11689,0.14417,0.05254,0.07596,0.31663
HCASE-03728,0.67,0.0587,0.11588,0.08542,0.15928,0.05075,0.13008,0.10998,0.18226,0.45699,0.03958,0.15391,0.02027,0.6196
HCASE-03729,0.07341,0.19676,0.218,0.03771,0.29593,0.11626,0.14842,0.6849,0.09394,0.07296,0.11787,0.1307,0.46876,0.12903
HCASE-03730,0.13042,0.58695,0.71577,0.0215,0.26366,0.11117,0.09126,0.71463,0.08772,0.11895,0.0385,0.09893,0.02517,0.23763
HCASE-03731,0.54822,0.5824,0.14558,0.0622,0.04116,0.5126,0.11214,0.11594,0.03051,0.06906,0.02764,0.11564,0.09937,0.61274
HCASE-03732,0.57765,0.0323,0.08271,0.09121,0.13836,0.15973,0.13865,0.36465,0.24978,0.60757,0.11818,0.33119,0.14498,0.56313
HCASE-03733,0.19206,0.20492,0.57166,0.70297,0.30256,0.15646,0.07803,0.43484,0.21081,0.12032,0.10986,0.13082,0.11613,0.02431
HCASE-03734,0.12825,0.03206,0.02978,0.02827,0.0513,0.05062,0.05971,0.28147,0.2508,0.18765,0.66093,0.88125,0.17209,0.12774
HCASE-03735,0.51153,0.34928,0.42665,0.12096,0.1409,0.03591,0.4461,0.75867,0.13273,0.39563,0.14482,0.12151,0.14421,0.05439
HCASE-03736,0.14442,0.78251,0.80209,0.09978,0.0748,0.1504,0.12039,0.72227,0.02524,0.11099,0.08138,0.12807,0.0844,0.02453
HCASE-03737,0.5668,0.53605,0.02541,0.39545,0.31787,0.49156,0.07169,0.06603,0.20834,0.12927,0.04266,0.10171,0.03648,0.6663
HCASE-03738,0.67035,0.12435,0.08649,0.02888,0.10612,0.12272,0.29257,0.32841,0.09656,0.53836,0.11631,0.15196,0.04423,0.73769
HCASE-03739,0.12418,0.03081,0.2263,0.07638,0.03659,0.07048,0.08409,0.51063,0.46534,0.14807,0.29759,0.75346,0.05199,0.13609
HCASE-03740,0.07807,0.15733,0.14747,0.68162,0.61754,0.10934,0.05914,0.12973,0.7387,0.08141,0.02311,0.05466,0.05809,0.0991
HCASE-03741,0.05471,0.83202,0.16195,0.04055,0.12461,0.44694,0.54359,0.18778,0.13895,0.08792,0.096,0.12358,0.10568,0.06761
HCASE-03742,0.58191,0.28999,0.41556,0.12608,0.09608,0.13899,0.48031,0.67645,0.04412,0.4272,0.14182,0.11271,0.11407,0.07714
HCASE-03743,0.59503,0.85572,0.13117,0.19273,0.23341,0.90164,0.14534,0.10884,0.13004,0.10752,0.03,0.12285,0.05205,0.48204
HCASE-03744,0.09497,0.16922,0.69393,0.16435,0.71174,0.16187,0.07845,0.63164,0.10107,0.04016,0.0585,0.10236,0.11139,0.13821
HCASE-03745,0.24454,0.54636,0.06515,0.03204,0.14914,0.81915,0.14962,0.06932,0.05644,0.13935,0.11773,0.06456,0.07697,0.36961
HCASE-03746,0.23386,0.89436,0.07227,0.04335,0.09842,1.0,0.06201,0.10619,0.10359,0.10455,0.08391,0.02411,0.05822,0.10672
HCASE-03747,0.15018,0.04732,0.1053,0.09779,0.06525,0.03895,0.05696,0.28551,0.23281,0.18634,0.63045,0.93501,0.21394,0.09517
HCASE-03748,0.1851,0.90646,0.02234,0.05781,0.08596,0.42347,0.63486,0.14127,0.1152,0.11052,0.1597,0.11563,0.02352,0.0911
HCASE-03749,0.42344,0.08968,0.12751,0.05199,0.02792,0.02934,0.02799,0.27313,0.26577,0.42071,0.08515,0.28098,0.15472,0.49833
HCASE-03750,0.13213,0.16368,0.10305,0.17078,0.11469,0.10965,0.08134,0.37099,0.27454,0.10549,0.47835,0.67241,0.06307,0.04681
HCASE-03751,0.15957,0.23864,0.61876,0.06438,0.45172,0.08104,0.10736,0.60066,0.09526,0.0614,0.11293,0.0307,0.10828,0.12405
HCASE-03752,0.13128,0.89392,0.81245,0.04192,0.08902,0.1631,0.03495,0.72912,0.08377,0.12345,0.11226,0.1143,0.03562,0.1129
HCASE-03753,0.14824,0.11111,0.08392,0.10725,0.10368,0.0733,0.11439,0.29544,0.15576,0.07834,0.51159,0.48774,0.24582,0.04121
HCASE-03754,0.58338,0.68157,0.14293,0.47664,0.41288,0.55978,0.15081,0.15739,0.20674,0.11354,0.06684,0.12005,0.02732,0.48289
HCASE-03755,0.20128,0.17746,0.09884,0.41678,0.46872,0.23947,0.15814,0.16988,0.45327,0.12641,0.0993,0.02084,0.11993,0.17947
HCASE-03756,0.15158,0.07302,0.30627,0.62291,0.80376,0.14533,0.12813,0.36793,0.51715,0.03661,0.08539,0.02088,0.09346,0.24576
HCASE-03757,0.67505,0.72619,0.03921,0.07251,0.0647,0.68906,0.0905,0.09952,0.06418,0.09648,0.05945,0.11049,0.07016,0.57989
HCASE-03758,0.12409,0.82196,0.48929,0.07851,0.09223,0.11375,0.33195,0.3946,0.02028,0.07345,0.0383,0.13574,0.10712,0.0328
HCASE-03759,0.74163,0.54996,0.11982,0.13664,0.05457,0.54916,0.11682,0.14906,0.1768,0.29562,0.03055,0.07694,0.15082,0.79586
HCASE-03760,0.10614,0.14705,0.83387,0.30851,0.47695,0.09668,0.13672,0.79865,0.14139,0.12939,0.14121,0.15612,0.06708,0.1403
HCASE-03761,0.13613,0.68367,0.13381,0.13912,0.04238,0.36494,0.52089,0.12501,0.13039,0.06472,0.03663,0.15409,0.08886,0.15793
HCASE-03762,0.09144,0.04793,0.04278,0.05832,0.07425,0.03149,0.1148,0.58483,0.60059,0.14265,0.42862,0.88929,0.1895,0.15336
HCASE-03763,0.7783,0.29547,0.12693,0.07528,0.10376,0.36425,0.12959,0.03655,0.07266,0.47676,0.13999,0.11599,0.11823,0.96523
HCASE-03764,0.1459,0.51567,0.77797,0.15606,0.29049,0.03441,0.02642,0.7673,0.13678,0.11141,0.02186,0.1416,0.11119,0.13465
HCASE-03765,0.04229,0.82189,0.11178,0.07378,0.02994,0.12438,0.72276,0.04489,0.06794,0.12865,0.19049,0.10943,0.08883,0.08609
HCASE-03766,0.05756,0.0951,0.04038,0.10706,0.13682,0.02891,0.04944,0.79349,0.03349,0.04954,0.10829,0.07328,0.72732,0.20553
HCASE-03767,0.63838,0.73362,0.12482,0.11742,0.15273,0.84236,0.11302,0.08655,0.03046,0.13851,0.09294,0.0642,0.03949,0.51135
HCASE-03768,0.6041,0.28795,0.12882,0.03799,0.12638,0.25993,0.03334,0.12569,0.0355,0.44946,0.20383,0.14553,0.19967,0.75281
HCASE-03769,0.56649,0.26398,0.03517,0.07118,0.03942,0.27425,0.12901,0.14432,0.13246,0.44636,0.20921,0.16251,0.15155,0.80584
HCASE-03770,0.14852,0.15495,0.6078,0.14001,0.44775,0.12829,0.14011,0.8536,0.12659,0.06353,0.13783,0.12498,0.26666,0.06632
HCASE-03771,0.09176,0.15922,0.10397,0.14089,0.15318,0.09291,0.14643,0.61292,0.54067,0.04508,0.32539,0.7401,0.11329,0.03368
HCASE-03772,0.80976,0.46975,0.02324,0.1554,0.15887,0.49345,0.07938,0.15486,0.15358,0.31493,0.13149,0.11076,0.04575,0.92537
HCASE-03773,0.55034,0.30828,0.32617,0.04895,0.0723,0.05215,0.53897,0.82187,0.06687,0.51371,0.04325,0.02124,0.0467,0.09438
HCASE-03774,0.13385,0.02361,0.2137,0.13286,0.23312,0.15626,0.09528,0.82982,0.12598,0.03334,0.03981,0.12451,0.55869,0.02888
HCASE-03775,0.10204,0.78506,0.11228,0.08737,0.06814,0.67649,0.2788,0.21155,0.10558,0.10947,0.02657,0.14526,0.11465,0.11191
HCASE-03776,0.39929,0.30343,0.19616,0.04869,0.10852,0.13765,0.44708,0.54184,0.15456,0.31336,0.04173,0.1429,0.06343,0.08136
HCASE-03777,0.10487,0.11507,0.21304,0.05512,0.09952,0.07284,0.1052,0.37038,0.28475,0.02771,0.56022,0.73582,0.15432,0.06996
HCASE-03778,0.13039,0.10372,0.10904,0.11973,0.03614,0.04572,0.13233,0.37143,0.38136,0.13616,0.5192,0.74046,0.11573,0.05063
HCASE-03779,0.69313,0.06487,0.04482,0.05373,0.06589,0.1222,0.24792,0.33198,0.06874,0.70337,0.20346,0.17594,0.21719,0.59355
HCASE-03780,0.02438,0.02306,0.2603,0.02414,0.24022,0.09241,0.10753,0.96585,0.12934,0.08373,0.07,0.04667,0.71485,0.02508
HCASE-03781,0.13595,0.08661,0.09116,0.02465,0.06915,0.09347,0.05511,0.28424,0.26645,0.04012,0.44252,0.70291,0.06608,0.21579
HCASE-03782,0.14999,0.0291,0.13955,0.06916,0.06117,0.12804,0.05578,0.5278,0.48375,0.09341,0.36031,0.63565,0.11338,0.15066
HCASE-03783,0.17935,0.12129,0.63466,0.27973,0.51885,0.16213,0.1361,0.67081,0.15317,0.05161,0.09741,0.07214,0.02747,0.04418
HCASE-03784,0.21263,0.81682,0.16495,0.16622,0.17237,0.76199,0.33848,0.09474,0.10059,0.15112,0.02942,0.12467,0.04275,0.02768
HCASE-03785,0.54225,0.40192,0.02524,0.04732,0.1401,0.14597,0.69244,0.36683,0.15353,0.40652,0.04876,0.09345,0.02164,0.04155
HCASE-03786,0.65346,0.21494,0.19971,0.17221,0.16925,0.31236,0.15009,0.06711,0.13233,0.35962,0.02862,0.05111,0.11621,0.66973
HCASE-03787,0.09347,0.21077,0.87209,0.54353,0.12626,0.12863,0.12436,0.63039,0.08982,0.10393,0.04888,0.06808,0.09271,0.11843
HCASE-03788,0.0483,0.0877,0.14006,0.05805,0.15094,0.14977,0.04912,0.76822,0.30629,0.13236,0.14263,0.28286,0.49338,0.12162
HCASE-03789,0.19724,0.14085,0.4543,0.1387,0.39637,0.06553,0.07653,0.64117,0.08276,0.14295,0.15418,0.10791,0.2628,0.09867
HCASE-03790,0.50119,0.4642,0.04729,0.30665,0.26923,0.48415,0.07732,0.16434,0.36942,0.07886,0.07957,0.02427,0.14231,0.53252
HCASE-03791,0.03329,0.12563,0.72128,0.22668,0.36624,0.06572,0.1064,0.6545,0.0909,0.04716,0.14288,0.15576,0.06553,0.175
HCASE-03792,0.1446,0.0494,0.13669,0.02075,0.14066,0.04019,0.14438,0.32325,0.14839,0.10888,0.62964,0.71379,0.49465,0.13701
HCASE-03793,0.05487,0.12344,0.08207,0.70825,0.66173,0.09482,0.15809,0.15408,0.68184,0.02507,0.07558,0.13143,0.08885,0.15374
HCASE-03794,0.02622,0.31461,0.80423,0.04784,0.51752,0.08252,0.12724,0.76153,0.14042,0.02663,0.06108,0.12267,0.15982,0.29771
HCASE-03795,0.70091,0.54119,0.10781,0.12078,0.12428,0.60195,0.135,0.13426,0.04152,0.31959,0.02241,0.11654,0.05054,0.76279
HCASE-03796,0.59362,0.17705,0.17006,0.15004,0.09696,0.2305,0.15304,0.08727,0.07788,0.32974,0.11331,0.10092,0.05443,0.67274
HCASE-03797,0.12717,0.09604,0.59255,0.62284,0.3278,0.1183,0.1132,0.4304,0.19756,0.15579,0.12913,0.15928,0.11694,0.05105
HCASE-03798,0.08197,0.50267,0.84374,0.13015,0.33618,0.04076,0.1483,0.69974,0.04821,0.02475,0.14191,0.14283,0.09954,0.06175
HCASE-03799,0.15737,0.96738,0.42579,0.13838,0.195,0.10266,0.56397,0.28738,0.05366,0.07303,0.11166,0.05884,0.11096,0.08211
HCASE-03800,0.41362,0.51599,0.11843,0.28161,0.23058,0.38725,0.07403,0.03524,0.23312,0.03987,0.0313,0.13675,0.12123,0.59509
HCASE-03801,0.09256,0.12948,0.93491,0.2448,0.60371,0.12115,0.1171,0.85641,0.05433,0.07804,0.14042,0.04853,0.10248,0.0773
HCASE-03802,0.23648,0.14164,0.132,0.07786,0.07006,0.11777,0.12391,0.60426,0.46179,0.31938,0.10265,0.46058,0.04053,0.31607
HCASE-03803,0.44256,0.44931,0.10571,0.27507,0.28604,0.41644,0.12863,0.2292,0.35109,0.06934,0.14811,0.13885,0.07368,0.48152
HCASE-03804,0.31548,0.13025,0.10329,0.14052,0.04043,0.08155,0.12672,0.48602,0.44028,0.27265,0.10807,0.37221,0.13175,0.30093
HCASE-03805,0.72011,0.28825,0.15087,0.02969,0.08838,0.30929,0.11563,0.14354,0.09849,0.52324,0.14846,0.08846,0.14609,0.76906
HCASE-03806,0.05058,0.14866,0.12104,0.02274,0.09425,0.03953,0.08546,0.72873,0.20069,0.12071,0.22351,0.27229,0.66187,0.05623
HCASE-03807,0.56989,0.33717,0.37142,0.20668,0.21023,0.21932,0.50544,0.61038,0.09545,0.39116,0.12262,0.13061,0.08779,0.09998
HCASE-03808,0.10115,0.06088,0.61123,0.57562,0.28123,0.11082,0.04215,0.55104,0.37551,0.03314,0.09728,0.13415,0.07942,0.14519
HCASE-03809,0.53749,0.5639,0.09297,0.38354,0.26948,0.51054,0.12254,0.26891,0.35393,0.09879,0.09405,0.10834,0.06655,0.60031
HCASE-03810,0.46776,0.34022,0.13934,0.0425,0.05006,0.05475,0.69184,0.54398,0.11512,0.41732,0.03933,0.10009,0.14758,0.25582
HCASE-03811,0.14573,0.4093,0.65535,0.10128,0.22065,0.13589,0.05027,0.62211,0.06465,0.14654,0.11923,0.15504,0.063,0.2035
HCASE-03812,0.15199,0.91161,0.67541,0.12588,0.05134,0.15349,0.36728,0.51412,0.0673,0.05589,0.03464,0.08438,0.04901,0.03365
HCASE-03813,0.5705,0.33783,0.37648,0.06361,0.08655,0.12265,0.43606,0.76172,0.07191,0.40346,0.02099,0.07848,0.04674,0.13296
HCASE-03814,0.03672,0.71064,0.62636,0.09498,0.05299,0.06016,0.08894,0.4783,0.05742,0.10657,0.06192,0.08679,0.06576,0.19472
HCASE-03815,0.28445,0.29426,0.08972,0.54599,0.56132,0.26471,0.04668,0.13452,0.44818,0.07344,0.09462,0.11232,0.07247,0.47095
HCASE-03816,0.14518,0.73025,0.20111,0.10109,0.18871,1.0,0.15956,0.06841,0.14157,0.13843,0.07993,0.12323,0.08278,0.11297
HCASE-03817,0.44745,0.40697,0.12982,0.20463,0.20884,0.50737,0.13601,0.08833,0.35038,0.20381,0.15819,0.21295,0.17194,0.52095
HCASE-03818,0.32548,0.13164,0.10965,0.1435,0.14555,0.1327,0.02053,0.62517,0.58317,0.32325,0.15542,0.56724,0.04083,0.37151
HCASE-03819,0.05576,0.14626,0.06052,0.0664,0.08654,0.12469,0.05854,0.81098,0.30713,0.15913,0.11013,0.27641,0.60026,0.14674
HCASE-03820,0.11553,0.5218,0.55056,0.13082,0.27781,0.04209,0.03829,0.53418,0.15206,0.13063,0.1845,0.20652,0.1982,0.04549
HCASE-03821,0.59207,0.55903,0.08504,0.32991,0.39124,0.64639,0.13141,0.0806,0.25174,0.15791,0.10081,0.15749,0.13379,0.46998
HCASE-03822,0.08018,0.35864,0.70102,0.40361,0.07351,0.1613,0.09867,0.64262,0.13995,0.15313,0.15288,0.13804,0.08244,0.14604
HCASE-03823,0.07481,0.06787,0.14788,0.0958,0.14757,0.08342,0.07133,0.3537,0.02621,0.22119,0.69906,0.68227,0.41343,0.12305
HCASE-03824,0.06665,0.07578,0.31674,0.57506,0.63357,0.07278,0.07773,0.28695,0.58545,0.11978,0.02433,0.15275,0.10218,0.18079
HCASE-03825,0.60351,0.53402,0.15403,0.37893,0.42597,0.57625,0.08407,0.11295,0.29018,0.07864,0.05397,0.06172,0.09544,0.44687
HCASE-03826,0.48167,0.61385,0.10122,0.09648,0.1363,0.83078,0.13782,0.2465,0.15834,0.03863,0.08718,0.09226,0.13654,0.4981
HCASE-03827,0.55445,0.37959,0.34771,0.19175,0.12876,0.22544,0.4907,0.73917,0.13105,0.39609,0.0496,0.02516,0.06493,0.11514
HCASE-03828,0.49652,0.56424,0.12006,0.1052,0.12236,0.67401,0.15866,0.10127,0.04032,0.07344,0.04328,0.03432,0.10389,0.48184
HCASE-03829,0.67906,0.04864,0.04344,0.09742,0.15569,0.02919,0.21059,0.26174,0.07472,0.58137,0.02051,0.08512,0.03905,0.71608
HCASE-03830,0.14023,0.14056,0.28746,0.13683,0.29215,0.10758,0.13446,0.59647,0.02413,0.09676,0.04261,0.03446,0.5002,0.04036
HCASE-03831,0.04063,0.11721,0.17102,0.03347,0.02336,0.15008,0.08001,0.79754,0.53127,0.13688,0.04355,0.5376,0.23805,0.08831
HCASE-03832,0.49069,0.71581,0.0235,0.07428,0.13576,0.83206,0.15268,0.1056,0.11979,0.09989,0.13475,0.09752,0.07125,0.60066
HCASE-03833,0.51828,0.19982,0.053,0.04565,0.02276,0.07751,0.13658,0.35683,0.17346,0.34061,0.09818,0.19452,0.10221,0.58088
HCASE-03834,0.63883,0.38824,0.19354,0.05699,0.08592,0.41124,0.0718,0.09405,0.10311,0.19428,0.09805,0.08249,0.05588,0.69979
HCASE-03835,0.71771,0.02223,0.12248,0.04657,0.08355,0.12853,0.05262,0.07537,0.07858,0.67158,0.08561,0.14614,0.13979,0.90474
HCASE-03836,0.07975,0.82016,0.60314,0.10313,0.15783,0.07172,0.11832,0.52232,0.1374,0.06155,0.12795,0.03644,0.04818,0.08358
HCASE-03837,0.39136,0.29792,0.05961,0.53578,0.53733,0.43944,0.12121,0.13008,0.53695,0.04126,0.04351,0.0978,0.13553,0.27606
HCASE-03838,0.08911,0.93548,0.26904,0.1073,0.1137,0.12428,0.51845,0.1959,0.13927,0.05713,0.03746,0.15764,0.092,0.08098
HCASE-03839,0.12728,0.72781,0.15235,0.03292,0.05779,0.34053,0.474,0.09348,0.21507,0.05837,0.02579,0.08492,0.08467,0.13142
HCASE-03840,0.60837,0.11408,0.14691,0.10956,0.05522,0.03202,0.47648,0.64567,0.10752,0.68402,0.14279,0.15038,0.04085,0.25994
HCASE-03841,0.11791,0.1156,0.98861,0.33617,0.26413,0.1035,0.06706,0.9045,0.04593,0.13313,0.05258,0.15299,0.097,0.02565
HCASE-03842,0.1042,0.17609,0.11294,0.67532,0.65623,0.10575,0.14305,0.04274,0.68315,0.10043,0.05441,0.13674,0.13104,0.09213
HCASE-03843,0.89593,0.7414,0.15094,0.10427,0.15458,0.64627,0.1355,0.09646,0.12184,0.27067,0.02358,0.13963,0.15065,0.77909
HCASE-03844,0.42617,0.32238,0.34286,0.13287,0.1396,0.06413,0.53436,0.82678,0.0755,0.4634,0.13109,0.13617,0.12804,0.05247
HCASE-03845,0.56515,0.61055,0.03633,0.39325,0.27252,0.55206,0.14351,0.09608,0.36014,0.04877,0.06417,0.11733,0.07762,0.52236
HCASE-03846,0.12416,0.08944,0.04287,0.10559,0.09408,0.11086,0.11028,0.33065,0.02698,0.16388,0.65125,0.67348,0.37566,0.07674
HCASE-03847,0.45967,0.04467,0.12487,0.0763,0.10589,0.10361,0.10146,0.33992,0.22743,0.59819,0.22161,0.33216,0.24242,0.59538
HCASE-03848,0.12875,0.07401,0.08836,0.15907,0.09961,0.06707,0.05488,0.83024,0.69931,0.24152,0.24221,0.91119,0.24207,0.06921
HCASE-03849,0.50028,0.03931,0.03009,0.08971,0.05421,0.13093,0.03065,0.43557,0.3496,0.38448,0.14622,0.31864,0.03736,0.58629
HCASE-03850,0.13416,0.26871,0.70578,0.03963,0.51804,0.14794,0.11012,0.76348,0.05099,0.06509,0.14135,0.14134,0.1409,0.04586
HCASE-03851,0.05705,0.56928,0.67644,0.05758,0.30374,0.06591,0.069,0.67442,0.20501,0.07891,0.15152,0.0331,0.02781,0.06509
HCASE-03852,0.07347,0.08425,0.69366,0.35281,0.44453,0.18151,0.06191,0.68966,0.0761,0.07346,0.11671,0.04303,0.04686,0.06792
HCASE-03853,0.28575,0.5609,0.21847,0.09635,0.03893,0.02129,0.72647,0.40479,0.13803,0.2088,0.10459,0.09377,0.14641,0.12109
HCASE-03854,0.1062,0.06906,0.13026,0.11741,0.13365,0.10443,0.11474,0.32849,0.11282,0.18774,0.72637,0.63299,0.44771,0.10012
HCASE-03855,0.16221,0.73259,0.09307,0.09685,0.11633,0.7183,0.24114,0.14214,0.10358,0.07336,0.12655,0.10994,0.11204,0.09168
HCASE-03856,0.48875,0.45288,0.09619,0.26116,0.36592,0.51105,0.06175,0.06357,0.24189,0.06954,0.1497,0.04212,0.08566,0.56295
HCASE-03857,0.0737,0.94178,0.63103,0.03678,0.1056,0.14126,0.31919,0.54432,0.0569,0.02732,0.06489,0.07959,0.04234,0.11253
HCASE-03858,0.14491,0.14656,0.32405,0.70152,0.52681,0.15714,0.05904,0.20326,0.50933,0.13393,0.02215,0.12451,0.12089,0.0298
HCASE-03859,0.60437,0.88026,0.02456,0.07134,0.10419,0.80778,0.02472,0.1085,0.04741,0.10918,0.04303,0.1557,0.04961,0.41136
HCASE-03860,0.13258,0.06991,0.15273,0.02705,0.04325,0.13044,0.13495,0.70946,0.22129,0.15916,0.12179,0.37367,0.6944,0.10593
HCASE-03861,0.09896,0.84842,0.60498,0.15047,0.02329,0.03506,0.33238,0.46673,0.15688,0.05563,0.09196,0.10076,0.13581,0.05651
HCASE-03862,0.74006,0.43537,0.11851,0.06338,0.03061,0.53475,0.08733,0.06743,0.06505,0.21661,0.04253,0.03039,0.13836,0.80364
HCASE-03863,0.54145,0.38352,0.02704,0.12273,0.03221,0.21539,0.59984,0.56686,0.04982,0.40497,0.0957,0.0738,0.12243,0.13479
HCASE-03864,0.15517,0.02889,0.88971,0.40206,0.25169,0.02003,0.07642,0.74909,0.09883,0.08502,0.105,0.07692,0.13079,0.08088
HCASE-03865,0.06571,0.14031,0.14078,0.02819,0.15692,0.04943,0.03362,0.35485,0.10775,0.03739,0.57326,0.51138,0.37555,0.06819
HCASE-03866,0.13507,0.20956,0.27905,0.64003,0.54555,0.10929,0.1149,0.22058,0.46027,0.15505,0.11535,0.1056,0.12591,0.08438
HCASE-03867,0.14958,0.12559,0.27855,0.48703,0.66522,0.11478,0.06339,0.38545,0.52435,0.07815,0.08958,0.05805,0.03773,0.02029
HCASE-03868,0.46972,0.70022,0.15736,0.13434,0.1289,0.68198,0.14799,0.10914,0.1943,0.14175,0.1156,0.12195,0.07408,0.46486
HCASE-03869,0.90465,0.49844,0.05669,0.11954,0.11271,0.59058,0.09917,0.04922,0.11514,0.3174,0.06684,0.06331,0.09201,1.0
HCASE-03870,0.14437,0.80907,0.2128,0.03844,0.13408,0.34313,0.57425,0.23028,0.05054,0.07384,0.05082,0.08347,0.14819,0.11491
HCASE-03871,0.70301,0.127,0.0365,0.04544,0.12632,0.11643,0.71967,0.68522,0.04537,0.60305,0.11886,0.03108,0.02496,0.17368
HCASE-03872,0.75029,0.30338,0.15946,0.07705,0.1062,0.27472,0.12086,0.06276,0.09285,0.38571,0.04325,0.05784,0.11277,0.80374
HCASE-03873,0.07783,0.10259,0.13193,0.05666,0.1021,0.08027,0.08475,0.83687,0.30301,0.19656,0.25227,0.31115,0.70969,0.04241
HCASE-03874,0.37474,0.49689,0.04119,0.10751,0.02424,0.69527,0.03888,0.0806,0.15735,0.15131,0.13818,0.15091,0.1373,0.37205
HCASE-03875,0.26856,0.56944,0.21526,0.06234,0.12179,0.77519,0.1013,0.15288,0.12692,0.06497,0.03098,0.06678,0.1558,0.30274
HCASE-03876,0.08948,0.08582,0.07754,0.13445,0.13061,0.09879,0.06579,0.39215,0.1233,0.14011,0.47395,0.60177,0.40155,0.0924
HCASE-03877,0.44054,0.09833,0.14772,0.11828,0.11363,0.09486,0.14546,0.36322,0.2613,0.48079,0.04497,0.37823,0.13821,0.75981
HCASE-03878,0.55844,0.46969,0.17122,0.09017,0.19231,0.09455,0.74641,0.51597,0.04911,0.46432,0.14232,0.10405,0.1152,0.05531
HCASE-03879,0.04318,0.55226,0.66896,0.12668,0.34247,0.13369,0.05472,0.7072,0.04344,0.05862,0.15054,0.14444,0.03966,0.2192
HCASE-03880,0.05335,0.11886,0.73137,0.14582,0.5426,0.02845,0.15078,0.90244,0.03696,0.04566,0.06533,0.10441,0.03146,0.09733
HCASE-03881,0.09749,0.74899,0.53311,0.13146,0.13609,0.02445,0.26693,0.49144,0.1547,0.17429,0.11442,0.13904,0.23908,0.02146
HCASE-03882,0.07324,0.11167,0.76143,0.36662,0.22866,0.11527,0.08537,0.7274,0.12876,0.10455,0.1227,0.07085,0.06166,0.18681
HCASE-03883,0.26083,0.44169,0.115,0.09117,0.07561,0.72064,0.07383,0.04276,0.08117,0.20496,0.2082,0.082,0.08404,0.22473
HCASE-03884,0.0843,0.1241,0.0411,0.06454,0.13476,0.10679,0.07556,0.76934,0.41836,0.10739,0.1525,0.27231,0.61494,0.13632
HCASE-03885,0.0853,0.63717,0.96169,0.32148,0.04536,0.13769,0.02753,0.75185,0.0318,0.07328,0.03318,0.11216,0.07017,0.15425
