manufacturing_batch_id,process_type,equipment_id,machining_error,surface_roughness,cleanliness_level,manufacturing_risk_score,manufacturing_risk_level
HMAN-01002,grinding,HEQ-098,0.0263,0.531,0.3675,0.2363,low
HMAN-01003,grinding,HEQ-009,0.0348,0.3691,0.7894,0.4601,medium
HMAN-01004,welding,HEQ-050,0.0815,0.0683,0.4001,0.335,medium
HMAN-01005,cleaning,HEQ-030,0.0564,0.4142,0.3184,0.287,medium
HMAN-01006,welding,HEQ-007,0.0471,0.05,0.1349,0.1762,low
HMAN-01007,welding,HEQ-010,0.0155,0.4631,0.3278,0.24,low
HMAN-01008,welding,HEQ-086,0.0215,0.1674,0.2067,0.1465,low
HMAN-01009,machining,HEQ-046,0.0366,0.7761,0.4048,0.3322,medium
HMAN-01010,welding,HEQ-021,0.032,0.6266,0.553,0.361,medium
HMAN-01011,heat_treatment,HEQ-101,0.0145,0.1051,0.3621,0.1927,low
HMAN-01012,machining,HEQ-030,0.0637,0.2973,0.5191,0.4645,medium
HMAN-01013,welding,HEQ-033,0.0147,0.8602,0.5364,0.3079,medium
HMAN-01014,cleaning,HEQ-034,0.013,0.647,0.7044,0.3694,medium
HMAN-01015,grinding,HEQ-012,0.0302,0.5617,0.282,0.2469,low
HMAN-01016,cleaning,HEQ-112,0.0242,0.2534,0.2475,0.1462,low
HMAN-01017,cleaning,HEQ-060,0.0147,0.7454,0.2501,0.2211,low
HMAN-01018,machining,HEQ-108,0.0419,0.3454,0.241,0.1885,low
HMAN-01019,heat_treatment,HEQ-131,0.0148,0.3112,0.371,0.2528,medium
HMAN-01020,machining,HEQ-120,0.0551,0.297,0.5164,0.317,medium
HMAN-01021,cleaning,HEQ-083,0.0113,0.7459,0.294,0.2425,low
HMAN-01022,grinding,HEQ-011,0.0979,0.5198,0.1785,0.3747,medium
HMAN-01023,heat_treatment,HEQ-131,0.0098,0.854,0.1572,0.1977,low
HMAN-01024,machining,HEQ-137,0.0151,1.3955,0.1166,0.2882,medium
HMAN-01025,machining,HEQ-118,0.0733,0.7673,0.4729,0.49,medium
HMAN-01026,welding,HEQ-131,0.0465,0.2291,0.6918,0.339,medium
HMAN-01027,cleaning,HEQ-030,0.0157,0.5017,0.5424,0.2768,medium
HMAN-01028,welding,HEQ-102,0.0245,0.2705,0.2469,0.1836,low
HMAN-01029,machining,HEQ-110,0.0118,1.484,0.2337,0.3292,medium
HMAN-01030,heat_treatment,HEQ-037,0.0227,0.3478,0.2329,0.2481,low
HMAN-01031,machining,HEQ-114,0.0174,0.6724,0.2953,0.2426,low
HMAN-01032,machining,HEQ-140,0.0235,0.3281,0.3027,0.2098,low
HMAN-01033,welding,HEQ-094,0.0475,0.7609,0.3533,0.3928,medium
HMAN-01034,heat_treatment,HEQ-017,0.0335,0.3609,0.3678,0.2891,medium
HMAN-01035,welding,HEQ-041,0.0817,0.8358,0.2584,0.4054,medium
HMAN-01036,machining,HEQ-024,0.0383,0.8817,0.1943,0.2576,medium
HMAN-01037,welding,HEQ-133,0.0406,0.05,0.3863,0.2294,low
HMAN-01038,cleaning,HEQ-027,0.0168,0.6356,0.7773,0.3945,medium
HMAN-01039,grinding,HEQ-086,0.09,1.598,0.6413,0.6889,high
HMAN-01040,machining,HEQ-088,0.0073,0.2814,0.5726,0.3275,medium
HMAN-01041,welding,HEQ-008,0.0132,0.1556,0.3554,0.2457,low
HMAN-01042,welding,HEQ-008,0.0371,0.5182,0.8707,0.4431,medium
HMAN-01043,heat_treatment,HEQ-017,0.0728,1.0338,0.7021,0.6309,high
HMAN-01044,welding,HEQ-016,0.0068,0.8439,0.1494,0.1614,low
HMAN-01045,heat_treatment,HEQ-063,0.0277,0.9296,0.6385,0.4561,medium
HMAN-01046,cleaning,HEQ-021,0.019,0.4829,0.2351,0.1756,low
HMAN-01047,grinding,HEQ-062,0.0127,0.6692,0.3065,0.2833,medium
HMAN-01048,machining,HEQ-076,0.0522,0.3313,0.3078,0.2457,low
HMAN-01049,grinding,HEQ-034,0.0399,0.6795,0.2446,0.2751,medium
HMAN-01050,cleaning,HEQ-088,0.0535,0.4477,0.29,0.261,medium
HMAN-01051,cleaning,HEQ-106,0.0157,0.4779,0.578,0.3131,medium
HMAN-01052,machining,HEQ-103,0.1042,0.1999,0.4964,0.4545,medium
HMAN-01053,welding,HEQ-002,0.1005,1.1197,0.596,0.6383,high
HMAN-01054,heat_treatment,HEQ-091,0.0147,0.703,0.1781,0.2375,low
HMAN-01055,heat_treatment,HEQ-115,0.0165,0.1437,0.3592,0.2664,medium
HMAN-01056,welding,HEQ-042,0.0274,0.692,0.1634,0.2461,low
HMAN-01057,machining,HEQ-108,0.0767,0.3345,0.4358,0.4213,medium
HMAN-01058,grinding,HEQ-099,0.0477,0.6706,0.0767,0.2489,low
HMAN-01059,cleaning,HEQ-022,0.0122,0.9414,0.1925,0.1963,low
HMAN-01060,grinding,HEQ-025,0.0704,0.3917,0.6857,0.474,medium
HMAN-01061,cleaning,HEQ-016,0.0232,0.4632,0.1906,0.1751,low
HMAN-01062,machining,HEQ-085,0.0691,0.6462,0.5693,0.4431,medium
HMAN-01063,cleaning,HEQ-043,0.0135,0.1372,0.3576,0.2085,low
HMAN-01064,heat_treatment,HEQ-029,0.0648,0.5522,0.5746,0.4502,medium
HMAN-01065,cleaning,HEQ-074,0.0469,0.3424,0.4477,0.3389,medium
HMAN-01066,machining,HEQ-124,0.0263,0.4497,0.3021,0.1704,low
HMAN-01067,machining,HEQ-024,0.0182,0.3385,0.2205,0.1264,low
HMAN-01068,welding,HEQ-136,0.0668,0.5243,0.4813,0.4275,medium
HMAN-01069,machining,HEQ-113,0.0065,0.2961,0.1711,0.0297,low
HMAN-01070,welding,HEQ-119,0.0332,0.7607,0.1575,0.304,medium
HMAN-01071,cleaning,HEQ-056,0.0493,0.8607,0.5449,0.4428,medium
HMAN-01072,machining,HEQ-022,0.0319,0.4467,0.5323,0.3046,medium
HMAN-01073,grinding,HEQ-117,0.0216,0.9129,0.3316,0.3799,medium
HMAN-01074,cleaning,HEQ-013,0.0096,0.078,0.5283,0.2202,low
HMAN-01075,cleaning,HEQ-026,0.0074,0.9362,0.5046,0.2818,medium
HMAN-01076,cleaning,HEQ-046,0.0282,1.0314,0.4628,0.3063,medium
HMAN-01077,cleaning,HEQ-133,0.0577,0.1346,0.1167,0.1906,low
HMAN-01078,heat_treatment,HEQ-038,0.0238,0.7097,0.4893,0.3374,medium
HMAN-01079,cleaning,HEQ-069,0.0062,0.1745,0.1364,0.08,low
HMAN-01080,grinding,HEQ-120,0.0543,0.2237,0.4883,0.3189,medium
HMAN-01081,welding,HEQ-136,0.0209,0.5058,0.3993,0.2539,medium
HMAN-01082,welding,HEQ-113,0.013,0.3362,0.3459,0.1728,low
HMAN-01083,welding,HEQ-074,0.0404,0.1654,0.4376,0.2988,medium
HMAN-01084,heat_treatment,HEQ-028,0.032,0.249,0.6177,0.3015,medium
HMAN-01085,grinding,HEQ-099,0.0501,0.3485,0.7345,0.4361,medium
HMAN-01086,grinding,HEQ-001,0.0535,0.3385,0.2485,0.2407,low
HMAN-01087,cleaning,HEQ-117,0.0725,0.8378,0.3338,0.3987,medium
HMAN-01088,machining,HEQ-025,0.1332,0.2067,0.312,0.5471,high
HMAN-01089,welding,HEQ-096,0.0755,0.3363,0.3126,0.3876,medium
HMAN-01090,cleaning,HEQ-092,0.0514,0.3156,0.1303,0.1536,low
HMAN-01091,cleaning,HEQ-067,0.0196,0.3522,0.2938,0.2287,low
HMAN-01092,grinding,HEQ-010,0.022,0.2175,0.7083,0.3109,medium
HMAN-01093,heat_treatment,HEQ-080,0.0264,0.1207,0.3757,0.236,low
HMAN-01094,machining,HEQ-054,0.0566,0.5855,0.6061,0.4026,medium
HMAN-01095,grinding,HEQ-066,0.0284,0.3589,0.2596,0.2391,low
HMAN-01096,machining,HEQ-052,0.0526,0.1422,0.6885,0.361,medium
HMAN-01097,heat_treatment,HEQ-014,0.0263,0.5899,0.1518,0.197,low
HMAN-01098,cleaning,HEQ-019,0.0191,0.3876,0.2812,0.1901,low
HMAN-01099,grinding,HEQ-034,0.0168,0.2855,0.3876,0.1754,low
HMAN-01100,welding,HEQ-102,0.0387,0.311,0.3712,0.3367,medium
HMAN-01101,grinding,HEQ-062,0.0427,0.575,0.3502,0.3165,medium
HMAN-01102,cleaning,HEQ-020,0.0223,0.3921,0.2415,0.2646,medium
HMAN-01103,machining,HEQ-113,0.0576,0.9052,0.2805,0.409,medium
HMAN-01104,grinding,HEQ-053,0.03,0.4161,0.2059,0.1699,low
HMAN-01105,cleaning,HEQ-089,0.0292,0.6504,0.6009,0.2922,medium
HMAN-01106,grinding,HEQ-001,0.0158,0.4766,0.3836,0.2738,medium
HMAN-01107,heat_treatment,HEQ-067,0.0322,0.4191,0.2873,0.2663,medium
HMAN-01108,grinding,HEQ-015,0.0217,0.3181,0.5119,0.2951,medium
HMAN-01109,grinding,HEQ-076,0.002,0.5552,0.4925,0.3083,medium
HMAN-01110,cleaning,HEQ-113,0.0691,0.5451,0.7658,0.5374,high
HMAN-01111,cleaning,HEQ-019,0.0354,0.3156,0.1852,0.2122,low
HMAN-01112,heat_treatment,HEQ-085,0.0061,0.0755,0.4634,0.1729,low
HMAN-01113,welding,HEQ-020,0.0585,0.4215,0.2616,0.248,low
HMAN-01114,heat_treatment,HEQ-090,0.002,0.4627,0.6303,0.3218,medium
HMAN-01115,welding,HEQ-114,0.0449,0.0518,0.3364,0.2234,low
HMAN-01116,grinding,HEQ-104,0.0175,0.6272,0.487,0.331,medium
HMAN-01117,grinding,HEQ-057,0.0119,0.1569,0.7834,0.3785,medium
HMAN-01118,grinding,HEQ-065,0.0703,0.1116,0.3064,0.3753,medium
HMAN-01119,cleaning,HEQ-120,0.0227,0.7186,0.155,0.1996,low
HMAN-01120,grinding,HEQ-033,0.0637,0.8659,0.4565,0.399,medium
HMAN-01121,cleaning,HEQ-092,0.0224,1.0606,0.1823,0.2824,medium
HMAN-01122,heat_treatment,HEQ-120,0.0121,0.3087,0.1663,0.1323,low
HMAN-01123,machining,HEQ-051,0.0361,0.8316,0.6737,0.4218,medium
HMAN-01124,heat_treatment,HEQ-140,0.0284,0.3995,0.2513,0.202,low
HMAN-01125,cleaning,HEQ-017,0.0412,0.2376,0.0939,0.2378,low
HMAN-01126,heat_treatment,HEQ-019,0.0427,0.3004,0.199,0.2245,low
HMAN-01127,machining,HEQ-046,0.0899,0.2024,0.3041,0.321,medium
HMAN-01128,cleaning,HEQ-006,0.0265,0.7824,0.7399,0.4586,medium
HMAN-01129,heat_treatment,HEQ-047,0.0524,0.5873,0.1227,0.2277,low
HMAN-01130,cleaning,HEQ-130,0.0251,0.3101,0.2038,0.226,low
HMAN-01131,machining,HEQ-107,0.0595,0.0797,0.7026,0.4804,medium
HMAN-01132,grinding,HEQ-018,0.0616,0.283,0.3342,0.2987,medium
HMAN-01133,machining,HEQ-092,0.0491,0.4136,0.3205,0.2359,low
HMAN-01134,heat_treatment,HEQ-094,0.0226,0.3015,0.4479,0.2499,low
HMAN-01135,cleaning,HEQ-006,0.0693,0.8502,0.0955,0.3514,medium
HMAN-01136,cleaning,HEQ-074,0.0338,0.458,0.5547,0.3691,medium
HMAN-01137,welding,HEQ-096,0.0278,0.9291,0.5617,0.4624,medium
HMAN-01138,heat_treatment,HEQ-108,0.034,0.4679,0.406,0.3454,medium
HMAN-01139,welding,HEQ-048,0.0079,0.11,0.2421,0.1443,low
HMAN-01140,cleaning,HEQ-059,0.1073,0.3464,0.4885,0.5386,high
HMAN-01141,grinding,HEQ-086,0.0592,0.7822,0.5224,0.4593,medium
HMAN-01142,machining,HEQ-050,0.0112,0.5076,0.4051,0.2845,medium
HMAN-01143,grinding,HEQ-112,0.0118,0.9211,0.7849,0.465,medium
HMAN-01144,welding,HEQ-022,0.0387,0.3534,0.0823,0.1807,low
HMAN-01145,cleaning,HEQ-089,0.0651,0.3255,0.6395,0.4145,medium
HMAN-01146,cleaning,HEQ-055,0.0063,1.0144,0.2135,0.2184,low
HMAN-01147,heat_treatment,HEQ-059,0.0198,0.1516,0.065,0.0804,low
HMAN-01148,welding,HEQ-059,0.1101,0.6399,0.4689,0.5392,high
HMAN-01149,welding,HEQ-099,0.0152,0.5575,0.1595,0.1879,low
HMAN-01150,cleaning,HEQ-048,0.039,0.1266,0.302,0.1897,low
HMAN-01151,cleaning,HEQ-017,0.0087,0.3433,0.23,0.0764,low
HMAN-01152,heat_treatment,HEQ-140,0.0216,0.9522,0.3209,0.3984,medium
HMAN-01153,machining,HEQ-059,0.0236,0.6021,0.097,0.2081,low
HMAN-01154,heat_treatment,HEQ-111,0.0064,0.5651,0.2479,0.1676,low
HMAN-01155,machining,HEQ-135,0.0428,1.226,0.3883,0.4295,medium
HMAN-01156,cleaning,HEQ-050,0.0161,0.5568,0.29,0.1846,low
HMAN-01157,grinding,HEQ-090,0.0706,0.12,0.4461,0.3269,medium
HMAN-01158,heat_treatment,HEQ-127,0.0354,1.1359,0.8435,0.5182,high
HMAN-01159,heat_treatment,HEQ-031,0.0408,0.127,0.4696,0.2527,medium
HMAN-01160,welding,HEQ-085,0.1149,1.2467,0.046,0.5107,high
HMAN-01161,welding,HEQ-140,0.0227,0.2448,0.1067,0.1829,low
HMAN-01162,cleaning,HEQ-089,0.0493,1.7479,0.4124,0.5276,high
HMAN-01163,machining,HEQ-138,0.0331,0.2567,0.2186,0.151,low
HMAN-01164,welding,HEQ-031,0.0292,0.2596,0.2675,0.254,medium
HMAN-01165,heat_treatment,HEQ-008,0.0415,0.5599,0.6923,0.4386,medium
HMAN-01166,welding,HEQ-086,0.0192,0.1127,0.4699,0.2393,low
HMAN-01167,machining,HEQ-006,0.0156,1.0125,0.1347,0.2583,medium
HMAN-01168,machining,HEQ-071,0.0155,0.2017,0.2991,0.168,low
HMAN-01169,machining,HEQ-140,0.0895,0.5827,0.5768,0.6036,high
HMAN-01170,cleaning,HEQ-057,0.0397,0.6194,0.5981,0.4078,medium
HMAN-01171,machining,HEQ-060,0.0504,1.1748,0.1417,0.3822,medium
HMAN-01172,machining,HEQ-048,0.0116,0.1096,0.496,0.1747,low
HMAN-01173,machining,HEQ-070,0.0273,0.2355,0.1204,0.1632,low
HMAN-01174,heat_treatment,HEQ-087,0.057,0.1697,0.4637,0.403,medium
HMAN-01175,cleaning,HEQ-128,0.0476,1.0144,0.5665,0.5143,high
HMAN-01176,heat_treatment,HEQ-110,0.0494,0.1099,0.3846,0.2572,medium
HMAN-01177,welding,HEQ-140,0.0411,1.0338,0.5733,0.4873,medium
HMAN-01178,machining,HEQ-047,0.0164,0.1519,0.5538,0.2635,medium
HMAN-01179,machining,HEQ-052,0.0365,0.1659,0.6358,0.2596,medium
HMAN-01180,welding,HEQ-116,0.012,0.2704,0.3179,0.1721,low
HMAN-01181,machining,HEQ-047,0.0075,0.8714,0.2293,0.1651,low
HMAN-01182,grinding,HEQ-076,0.002,0.5115,0.7566,0.3509,medium
HMAN-01183,heat_treatment,HEQ-029,0.0922,0.8944,0.1779,0.4404,medium
HMAN-01184,grinding,HEQ-122,0.0273,0.5328,0.3728,0.312,medium
HMAN-01185,heat_treatment,HEQ-107,0.0261,0.6287,0.8051,0.4303,medium
HMAN-01186,heat_treatment,HEQ-016,0.054,0.1122,0.3524,0.25,medium
HMAN-01187,welding,HEQ-080,0.0372,0.4186,0.2894,0.3281,medium
HMAN-01188,machining,HEQ-040,0.0062,0.3734,0.6395,0.2606,medium
HMAN-01189,grinding,HEQ-086,0.0398,0.2415,0.365,0.2284,low
HMAN-01190,welding,HEQ-025,0.0467,0.3055,0.5928,0.3641,medium
HMAN-01191,heat_treatment,HEQ-130,0.0175,0.8575,0.4413,0.2529,medium
HMAN-01192,grinding,HEQ-062,0.0379,0.1093,0.3508,0.2823,medium
HMAN-01193,machining,HEQ-105,0.0314,0.5507,0.7959,0.4548,medium
HMAN-01194,heat_treatment,HEQ-012,0.0109,0.6098,0.1625,0.1084,low
HMAN-01195,grinding,HEQ-033,0.0062,0.1599,0.302,0.1728,low
HMAN-01196,welding,HEQ-129,0.0037,0.5284,0.3187,0.1806,low
HMAN-01197,cleaning,HEQ-118,0.0836,0.24,0.5899,0.5186,high
HMAN-01198,welding,HEQ-093,0.0207,0.4443,0.6821,0.3929,medium
HMAN-01199,welding,HEQ-116,0.0095,1.8071,0.613,0.549,high
HMAN-01200,heat_treatment,HEQ-004,0.0188,0.5022,0.5018,0.3209,medium
