h,r,t,relation,head_type,tail_type,weight
21545,27,29898,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21545,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21545,29,9545,may_caused_by,QualityFeedback,AssemblyRecord,3.0
21545,30,29890,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21545,31,33998,has_rca_text,QualityFeedback,RcaText,0.5
21545,32,33999,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21546,24,2046,occurs_on,QualityFeedback,Bearing,1.0
21546,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21546,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21546,26,29897,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21546,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21546,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21546,29,6450,may_caused_by,QualityFeedback,ManufacturingBatch,3.0
21546,30,29904,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21546,31,34000,has_rca_text,QualityFeedback,RcaText,0.5
21546,32,34001,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21547,24,2047,occurs_on,QualityFeedback,Bearing,1.0
21547,25,29902,has_fault_type,QualityFeedback,FaultType,0.5
21547,19,29903,located_at,QualityFeedback,FaultPosition,0.5
21547,26,29893,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21547,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21547,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21547,29,9547,may_caused_by,QualityFeedback,AssemblyRecord,3.0
21547,30,29890,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21547,31,34002,has_rca_text,QualityFeedback,RcaText,0.5
21547,32,34003,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21548,24,2048,occurs_on,QualityFeedback,Bearing,1.0
21548,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21548,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21548,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21548,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21548,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21548,29,26552,may_caused_by,QualityFeedback,MaintenanceRecord,3.0
21548,30,29912,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21548,31,34004,has_rca_text,QualityFeedback,RcaText,0.5
21548,32,34005,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21549,24,2049,occurs_on,QualityFeedback,Bearing,1.0
21549,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21549,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21549,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21549,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21549,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21549,29,5293,may_caused_by,QualityFeedback,BearingDesignSpec,3.0
21549,30,29899,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21549,31,34006,has_rca_text,QualityFeedback,RcaText,0.5
21549,32,34007,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21550,24,2050,occurs_on,QualityFeedback,Bearing,1.0
21550,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21550,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21550,26,29893,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21550,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21550,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21550,29,6649,may_caused_by,QualityFeedback,ManufacturingBatch,3.0
21550,30,29904,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21550,31,34008,has_rca_text,QualityFeedback,RcaText,0.5
21550,32,34009,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21551,24,2051,occurs_on,QualityFeedback,Bearing,1.0
21551,25,29902,has_fault_type,QualityFeedback,FaultType,0.5
21551,19,29903,located_at,QualityFeedback,FaultPosition,0.5
21551,26,29893,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21551,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21551,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21551,29,6190,may_caused_by,QualityFeedback,MaterialBatch,3.0
21551,30,29894,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21551,31,34010,has_rca_text,QualityFeedback,RcaText,0.5
21551,32,34011,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21552,24,2052,occurs_on,QualityFeedback,Bearing,1.0
21552,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21552,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21552,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21552,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21552,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21552,29,9552,may_caused_by,QualityFeedback,AssemblyRecord,3.0
21552,30,29890,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21552,31,34012,has_rca_text,QualityFeedback,RcaText,0.5
21552,32,34013,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21553,24,2053,occurs_on,QualityFeedback,Bearing,1.0
21553,25,29902,has_fault_type,QualityFeedback,FaultType,0.5
21553,19,29903,located_at,QualityFeedback,FaultPosition,0.5
21553,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21553,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21553,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21553,29,7273,may_caused_by,QualityFeedback,ManufacturingBatch,3.0
21553,30,29904,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21553,31,34014,has_rca_text,QualityFeedback,RcaText,0.5
21553,32,34015,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21554,24,2054,occurs_on,QualityFeedback,Bearing,1.0
21554,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21554,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21554,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21554,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21554,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21554,29,9554,may_caused_by,QualityFeedback,AssemblyRecord,3.0
21554,30,29890,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21554,31,34016,has_rca_text,QualityFeedback,RcaText,0.5
21554,32,34017,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21555,24,2055,occurs_on,QualityFeedback,Bearing,1.0
21555,25,29902,has_fault_type,QualityFeedback,FaultType,0.5
21555,19,29903,located_at,QualityFeedback,FaultPosition,0.5
21555,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21555,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21555,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21555,29,6362,may_caused_by,QualityFeedback,ManufacturingBatch,3.0
21555,30,29904,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21555,31,34018,has_rca_text,QualityFeedback,RcaText,0.5
21555,32,34019,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21556,24,2056,occurs_on,QualityFeedback,Bearing,1.0
21556,25,29923,has_fault_type,QualityFeedback,FaultType,0.5
21556,19,29924,located_at,QualityFeedback,FaultPosition,0.5
21556,26,29925,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21556,27,29898,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21556,28,29898,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21556,30,29926,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21556,31,34020,has_rca_text,QualityFeedback,RcaText,0.5
21556,32,34021,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21557,24,2057,occurs_on,QualityFeedback,Bearing,1.0
21557,25,29902,has_fault_type,QualityFeedback,FaultType,0.5
21557,19,29903,located_at,QualityFeedback,FaultPosition,0.5
21557,26,29893,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21557,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21557,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21557,29,7026,may_caused_by,QualityFeedback,ManufacturingBatch,3.0
21557,30,29904,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21557,31,34022,has_rca_text,QualityFeedback,RcaText,0.5
21557,32,34023,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21558,24,2058,occurs_on,QualityFeedback,Bearing,1.0
21558,25,29923,has_fault_type,QualityFeedback,FaultType,0.5
21558,19,29924,located_at,QualityFeedback,FaultPosition,0.5
21558,26,29925,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21558,27,29898,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21558,28,29898,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21558,30,29926,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21558,31,34024,has_rca_text,QualityFeedback,RcaText,0.5
21558,32,34025,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21559,24,2059,occurs_on,QualityFeedback,Bearing,1.0
21559,25,29902,has_fault_type,QualityFeedback,FaultType,0.5
21559,19,29903,located_at,QualityFeedback,FaultPosition,0.5
21559,26,29893,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21559,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21559,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21559,29,5852,may_caused_by,QualityFeedback,MaterialBatch,3.0
21559,30,29894,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21559,31,34026,has_rca_text,QualityFeedback,RcaText,0.5
21559,32,34027,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21560,24,2060,occurs_on,QualityFeedback,Bearing,1.0
21560,25,29902,has_fault_type,QualityFeedback,FaultType,0.5
21560,19,29903,located_at,QualityFeedback,FaultPosition,0.5
21560,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21560,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21560,28,29898,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21560,29,9560,may_caused_by,QualityFeedback,AssemblyRecord,3.0
21560,30,29890,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21560,31,34028,has_rca_text,QualityFeedback,RcaText,0.5
21560,32,34029,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21561,24,2061,occurs_on,QualityFeedback,Bearing,1.0
21561,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21561,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21561,26,29893,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21561,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21561,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21561,29,5303,may_caused_by,QualityFeedback,BearingDesignSpec,3.0
21561,30,29899,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21561,31,34030,has_rca_text,QualityFeedback,RcaText,0.5
21561,32,34031,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21562,24,2062,occurs_on,QualityFeedback,Bearing,1.0
21562,25,29923,has_fault_type,QualityFeedback,FaultType,0.5
21562,19,29924,located_at,QualityFeedback,FaultPosition,0.5
21562,26,29925,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21562,27,29898,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21562,28,29898,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21562,30,29926,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21562,31,34032,has_rca_text,QualityFeedback,RcaText,0.5
21562,32,34033,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21563,24,2063,occurs_on,QualityFeedback,Bearing,1.0
21563,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21563,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21563,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21563,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21563,28,29898,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21563,29,9563,may_caused_by,QualityFeedback,AssemblyRecord,3.0
21563,30,29890,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21563,31,34034,has_rca_text,QualityFeedback,RcaText,0.5
21563,32,34035,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21564,24,2064,occurs_on,QualityFeedback,Bearing,1.0
21564,25,29902,has_fault_type,QualityFeedback,FaultType,0.5
21564,19,29903,located_at,QualityFeedback,FaultPosition,0.5
21564,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21564,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21564,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21564,29,5969,may_caused_by,QualityFeedback,MaterialBatch,3.0
21564,30,29894,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21564,31,34036,has_rca_text,QualityFeedback,RcaText,0.5
21564,32,34037,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21565,24,2065,occurs_on,QualityFeedback,Bearing,1.0
21565,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21565,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21565,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21565,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21565,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21565,29,26569,may_caused_by,QualityFeedback,MaintenanceRecord,3.0
21565,30,29912,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21565,31,34038,has_rca_text,QualityFeedback,RcaText,0.5
21565,32,34039,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21566,24,2066,occurs_on,QualityFeedback,Bearing,1.0
21566,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21566,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21566,26,29897,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21566,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21566,28,29898,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21566,29,7109,may_caused_by,QualityFeedback,ManufacturingBatch,3.0
21566,30,29904,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21566,31,34040,has_rca_text,QualityFeedback,RcaText,0.5
21566,32,34041,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21567,24,2067,occurs_on,QualityFeedback,Bearing,1.0
21567,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21567,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21567,26,29893,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21567,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21567,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21567,29,5426,may_caused_by,QualityFeedback,BearingDesignSpec,3.0
21567,30,29899,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21567,31,34042,has_rca_text,QualityFeedback,RcaText,0.5
21567,32,34043,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21568,24,2068,occurs_on,QualityFeedback,Bearing,1.0
21568,25,29923,has_fault_type,QualityFeedback,FaultType,0.5
21568,19,29924,located_at,QualityFeedback,FaultPosition,0.5
21568,26,29925,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21568,27,29898,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21568,28,29898,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21568,30,29926,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21568,31,34044,has_rca_text,QualityFeedback,RcaText,0.5
21568,32,34045,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21569,24,2069,occurs_on,QualityFeedback,Bearing,1.0
21569,25,29902,has_fault_type,QualityFeedback,FaultType,0.5
21569,19,29903,located_at,QualityFeedback,FaultPosition,0.5
21569,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21569,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21569,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21569,29,5276,may_caused_by,QualityFeedback,BearingDesignSpec,3.0
21569,30,29899,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21569,31,34046,has_rca_text,QualityFeedback,RcaText,0.5
21569,32,34047,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21570,24,2070,occurs_on,QualityFeedback,Bearing,1.0
21570,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21570,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21570,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21570,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21570,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21570,29,9570,may_caused_by,QualityFeedback,AssemblyRecord,3.0
21570,30,29890,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21570,31,34048,has_rca_text,QualityFeedback,RcaText,0.5
21570,32,34049,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21571,24,2071,occurs_on,QualityFeedback,Bearing,1.0
21571,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21571,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21571,26,29897,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21571,27,29898,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21571,28,29898,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21571,29,9571,may_caused_by,QualityFeedback,AssemblyRecord,3.0
21571,30,29890,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21571,31,34050,has_rca_text,QualityFeedback,RcaText,0.5
21571,32,34051,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21572,24,2072,occurs_on,QualityFeedback,Bearing,1.0
21572,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21572,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21572,26,29897,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21572,27,29898,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21572,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21572,29,26576,may_caused_by,QualityFeedback,MaintenanceRecord,3.0
21572,30,29912,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21572,31,34052,has_rca_text,QualityFeedback,RcaText,0.5
21572,32,34053,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21573,24,2073,occurs_on,QualityFeedback,Bearing,1.0
21573,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21573,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21573,26,29897,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21573,27,29898,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21573,28,29898,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21573,29,5419,may_caused_by,QualityFeedback,BearingDesignSpec,3.0
21573,30,29899,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21573,31,34054,has_rca_text,QualityFeedback,RcaText,0.5
21573,32,34055,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21574,24,2074,occurs_on,QualityFeedback,Bearing,1.0
21574,25,29902,has_fault_type,QualityFeedback,FaultType,0.5
21574,19,29903,located_at,QualityFeedback,FaultPosition,0.5
21574,26,29897,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21574,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21574,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21574,29,26578,may_caused_by,QualityFeedback,MaintenanceRecord,3.0
21574,30,29912,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21574,31,34056,has_rca_text,QualityFeedback,RcaText,0.5
21574,32,34057,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21575,24,2075,occurs_on,QualityFeedback,Bearing,1.0
21575,25,29902,has_fault_type,QualityFeedback,FaultType,0.5
21575,19,29903,located_at,QualityFeedback,FaultPosition,0.5
21575,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21575,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21575,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21575,29,7299,may_caused_by,QualityFeedback,ManufacturingBatch,3.0
21575,30,29904,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21575,31,34058,has_rca_text,QualityFeedback,RcaText,0.5
21575,32,34059,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21576,24,2076,occurs_on,QualityFeedback,Bearing,1.0
21576,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21576,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21576,26,29893,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21576,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21576,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21576,29,26580,may_caused_by,QualityFeedback,MaintenanceRecord,3.0
21576,30,29912,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21576,31,34060,has_rca_text,QualityFeedback,RcaText,0.5
21576,32,34061,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21577,24,2077,occurs_on,QualityFeedback,Bearing,1.0
21577,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21577,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21577,26,29893,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21577,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21577,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21577,29,9577,may_caused_by,QualityFeedback,AssemblyRecord,3.0
21577,30,29890,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21577,31,34062,has_rca_text,QualityFeedback,RcaText,0.5
21577,32,34063,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21578,24,2078,occurs_on,QualityFeedback,Bearing,1.0
21578,25,29902,has_fault_type,QualityFeedback,FaultType,0.5
21578,19,29903,located_at,QualityFeedback,FaultPosition,0.5
21578,26,29897,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21578,27,29898,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21578,28,29898,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21578,29,14578,may_caused_by,QualityFeedback,InspectionRecord,3.0
21578,30,29909,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21578,31,34064,has_rca_text,QualityFeedback,RcaText,0.5
21578,32,34065,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21579,24,2079,occurs_on,QualityFeedback,Bearing,1.0
21579,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21579,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21579,26,29893,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21579,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21579,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21579,29,7357,may_caused_by,QualityFeedback,ManufacturingBatch,3.0
21579,30,29904,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21579,31,34066,has_rca_text,QualityFeedback,RcaText,0.5
21579,32,34067,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21580,24,2080,occurs_on,QualityFeedback,Bearing,1.0
21580,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21580,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21580,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21580,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21580,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21580,29,26584,may_caused_by,QualityFeedback,MaintenanceRecord,3.0
21580,30,29912,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21580,31,34068,has_rca_text,QualityFeedback,RcaText,0.5
21580,32,34069,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21581,24,2081,occurs_on,QualityFeedback,Bearing,1.0
21581,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21581,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21581,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21581,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21581,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21581,29,6979,may_caused_by,QualityFeedback,ManufacturingBatch,3.0
21581,30,29904,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21581,31,34070,has_rca_text,QualityFeedback,RcaText,0.5
21581,32,34071,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21582,24,2082,occurs_on,QualityFeedback,Bearing,1.0
21582,25,29886,has_fault_type,QualityFeedback,FaultType,0.5
21582,19,29887,located_at,QualityFeedback,FaultPosition,0.5
21582,26,29893,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21582,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21582,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21582,29,6240,may_caused_by,QualityFeedback,MaterialBatch,3.0
21582,30,29894,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21582,31,34072,has_rca_text,QualityFeedback,RcaText,0.5
21582,32,34073,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21583,24,2083,occurs_on,QualityFeedback,Bearing,1.0
21583,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21583,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21583,26,29897,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21583,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21583,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21583,29,6960,may_caused_by,QualityFeedback,ManufacturingBatch,3.0
21583,30,29904,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
21583,31,34074,has_rca_text,QualityFeedback,RcaText,0.5
21583,32,34075,has_fault_evolution_text,QualityFeedback,FaultEvolutionText,0.5
21584,24,2084,occurs_on,QualityFeedback,Bearing,1.0
21584,25,29915,has_fault_type,QualityFeedback,FaultType,0.5
21584,19,29916,located_at,QualityFeedback,FaultPosition,0.5
21584,26,29888,has_fault_severity,QualityFeedback,FaultSeverity,0.5
21584,27,29889,has_diagnosis_confidence,QualityFeedback,ConfidenceLevel,0.5
21584,28,29889,has_rca_confidence,QualityFeedback,ConfidenceLevel,0.5
21584,29,6849,may_caused_by,QualityFeedback,ManufacturingBatch,3.0
21584,30,29904,attributed_to_stage,QualityFeedback,LifecycleStage,1.5
