iqs_failure_id,quality_event_doc_id,inspection_doc_id,defect_log_id,component_serial_no,part_serial_no,work_order_no,op_no,supplier_code,maintenance_event_no,doc_source,failure_type,quality_code,iqs_failure_order,task_code,product_code,product_name,piece_no,find_dept_code,find_dept_name,doc_status_code,secret_level_code,starttime_text,finishtime_text
187,187,187,187,LGACT-2026-0187,PIN-2026-0187,WO-LG-2026-0187,OP040,SUP-CF-0187,QE-CF-2026-0187,QMS_SRC_MRO,QMS_NC_ASSEMBLY,QC-LG-0187,IQS-CF-0187,TASK-LG-0187,AC-LGACT-PROD-0187,Spherical Bearing 187,PIECENO-0187,DEPT-QA-02,Quality Management Department,QMS_CLOSED,QMS_C,2026/05/28 05:49:00,2026/05/28 05:49:00
188,188,188,188,LGACT-2026-0188,PIN-2026-0188,WO-LG-2026-0188,OP050,SUP-CF-0188,QE-CF-2026-0188,QMS_SRC_ERP,QMS_NC_SERVICE,QC-LG-0188,IQS-CF-0188,TASK-LG-0188,AC-LGACT-PROD-0188,Throttle Connector 188,PIECENO-0188,DEPT-QA-03,Hydraulic Assembly Workshop,QMS_HOLD,QMS_D,2026/05/29 05:56:00,2026/05/29 05:56:00
189,189,189,189,LGACT-2026-0189,PIN-2026-0189,WO-LG-2026-0189,OP060,SUP-CF-0189,QE-CF-2026-0189,QMS_SRC_MES,QMS_NC_PROCESS,QC-LG-0189,IQS-CF-0189,TASK-LG-0189,AC-LGACT-PROD-0189,Displacement Sensor Bracket 189,PIECENO-0189,DEPT-QA-04,Precision Machining Workshop,QMS_OPEN,QMS_A,2026/05/30 06:03:00,2026/05/30 06:03:00
190,190,190,190,LGACT-2026-0190,PIN-2026-0190,WO-LG-2026-0190,OP070,SUP-CF-0190,QE-CF-2026-0190,QMS_SRC_QMS,QMS_NC_INCOMING,QC-LG-0190,IQS-CF-0190,TASK-LG-0190,AC-LGACT-PROD-0190,Locking Nut 190,PIECENO-0190,DEPT-QA-05,Outsourcing Quality Office,QMS_RUNNING,QMS_B,2026/05/31 06:10:00,2026/05/31 06:10:00
191,191,191,191,LGACT-2026-0191,PIN-2026-0191,WO-LG-2026-0191,OP080,SUP-CF-0191,QE-CF-2026-0191,QMS_SRC_MRO,QMS_NC_ASSEMBLY,QC-LG-0191,IQS-CF-0191,TASK-LG-0191,AC-LGACT-PROD-0191,Piston Rod Assembly 191,PIECENO-0191,DEPT-QA-06,Aviation Materials Procurement Department,QMS_CLOSED,QMS_C,2026/06/01 06:17:00,2026/06/01 06:17:00
192,192,192,192,LGACT-2026-0192,PIN-2026-0192,WO-LG-2026-0192,OP010,SUP-CF-0192,QE-CF-2026-0192,QMS_SRC_ERP,QMS_NC_SERVICE,QC-LG-0192,IQS-CF-0192,TASK-LG-0192,AC-LGACT-PROD-0192,Cylinder Barrel Assembly 192,PIECENO-0192,DEPT-QA-01,Field Support Department,QMS_HOLD,QMS_D,2026/06/02 06:24:00,2026/06/02 06:24:00
193,193,193,193,LGACT-2026-0193,PIN-2026-0193,WO-LG-2026-0193,OP020,SUP-CF-0193,QE-CF-2026-0193,QMS_SRC_MES,QMS_NC_PROCESS,QC-LG-0193,IQS-CF-0193,TASK-LG-0193,AC-LGACT-PROD-0193,Front End Cap 193,PIECENO-0193,DEPT-QA-02,Quality Management Department,QMS_OPEN,QMS_A,2026/06/03 06:31:00,2026/06/03 06:31:00
194,194,194,194,LGACT-2026-0194,PIN-2026-0194,WO-LG-2026-0194,OP030,SUP-CF-0194,QE-CF-2026-0194,QMS_SRC_QMS,QMS_NC_INCOMING,QC-LG-0194,IQS-CF-0194,TASK-LG-0194,AC-LGACT-PROD-0194,Rear End Cap 194,PIECENO-0194,DEPT-QA-03,Hydraulic Assembly Workshop,QMS_RUNNING,QMS_B,2026/06/04 06:38:00,2026/06/04 06:38:00
195,195,195,195,LGACT-2026-0195,PIN-2026-0195,WO-LG-2026-0195,OP040,SUP-CF-0195,QE-CF-2026-0195,QMS_SRC_MRO,QMS_NC_ASSEMBLY,QC-LG-0195,IQS-CF-0195,TASK-LG-0195,AC-LGACT-PROD-0195,Seal Ring Assembly 195,PIECENO-0195,DEPT-QA-04,Precision Machining Workshop,QMS_CLOSED,QMS_C,2026/06/05 06:45:00,2026/06/05 06:45:00
196,196,196,196,LGACT-2026-0196,PIN-2026-0196,WO-LG-2026-0196,OP050,SUP-CF-0196,QE-CF-2026-0196,QMS_SRC_ERP,QMS_NC_SERVICE,QC-LG-0196,IQS-CF-0196,TASK-LG-0196,AC-LGACT-PROD-0196,Trunnion Bushing 196,PIECENO-0196,DEPT-QA-05,Outsourcing Quality Office,QMS_HOLD,QMS_D,2026/06/06 06:52:00,2026/06/06 06:52:00
197,197,197,197,LGACT-2026-0197,PIN-2026-0197,WO-LG-2026-0197,OP060,SUP-CF-0197,QE-CF-2026-0197,QMS_SRC_MES,QMS_NC_PROCESS,QC-LG-0197,IQS-CF-0197,TASK-LG-0197,AC-LGACT-PROD-0197,Spherical Bearing 197,PIECENO-0197,DEPT-QA-06,Aviation Materials Procurement Department,QMS_OPEN,QMS_A,2026/05/10 06:59:00,2026/05/10 06:59:00
198,198,198,198,LGACT-2026-0198,PIN-2026-0198,WO-LG-2026-0198,OP070,SUP-CF-0198,QE-CF-2026-0198,QMS_SRC_QMS,QMS_NC_INCOMING,QC-LG-0198,IQS-CF-0198,TASK-LG-0198,AC-LGACT-PROD-0198,Throttle Connector 198,PIECENO-0198,DEPT-QA-01,Field Support Department,QMS_RUNNING,QMS_B,2026/05/11 07:06:00,2026/05/11 07:06:00
199,199,199,199,LGACT-2026-0199,PIN-2026-0199,WO-LG-2026-0199,OP080,SUP-CF-0199,QE-CF-2026-0199,QMS_SRC_MRO,QMS_NC_ASSEMBLY,QC-LG-0199,IQS-CF-0199,TASK-LG-0199,AC-LGACT-PROD-0199,Displacement Sensor Bracket 199,PIECENO-0199,DEPT-QA-02,Quality Management Department,QMS_CLOSED,QMS_C,2026/05/12 07:13:00,2026/05/12 07:13:00
200,200,200,200,LGACT-2026-0200,PIN-2026-0200,WO-LG-2026-0200,OP010,SUP-CF-0200,QE-CF-2026-0200,QMS_SRC_ERP,QMS_NC_SERVICE,QC-LG-0200,IQS-CF-0200,TASK-LG-0200,AC-LGACT-PROD-0200,Locking Nut 200,PIECENO-0200,DEPT-QA-03,Hydraulic Assembly Workshop,QMS_HOLD,QMS_D,2026/05/13 07:20:00,2026/05/13 07:20:00
