iqs_failure_content_id,iqs_failure_id,start_piece_no_text,end_piece_no_text,failure_desc,failure_place_brief,find_type_code,find_date_text,finder_type_code,find_user_code,find_user_name,duty_worksec_code,duty_worksec_name,duty_dept_code,duty_dept_name,actual_method,doc_no
168,168,007,007,Loose Displacement Sensor Bracket involving Throttle Connector; review and disposition are required according to the nonconformance process.,Loose Displacement Sensor Bracket involving Throttle Connector; review and disposition are required according to the nonconformance process.,QMS_SERVICE,2026/06/06 03:36:00,QMS_SERVICE,PERS-0168,Throttle Connector 168,WS-HYD-01,Repair Processing Section,DEPT-QA-01,Field Support Department,Loose Displacement Sensor Bracket involving Throttle Connector; review and disposition are required according to the nonconformance process.,DOCNO-0168
169,169,008,008,Chrome Plating Scratch on Piston Rod involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,Chrome Plating Scratch on Piston Rod involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,QMS_MAKE,2026/05/10 03:43:00,QMS_MAKE,PERS-0169,Displacement Sensor Bracket 169,WS-HYD-02,Machining Section 1,DEPT-QA-02,Quality Management Department,Chrome Plating Scratch on Piston Rod involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,DOCNO-0169
170,170,009,009,Seal Ring Compression Damage involving Locking Nut; review and disposition are required according to the nonconformance process.,Seal Ring Compression Damage involving Locking Nut; review and disposition are required according to the nonconformance process.,QMS_BUY,2026/05/11 03:50:00,QMS_BUY,PERS-0170,Locking Nut 170,WS-HYD-03,Precision Grinding Section,DEPT-QA-03,Hydraulic Assembly Workshop,Seal Ring Compression Damage involving Locking Nut; review and disposition are required according to the nonconformance process.,DOCNO-0170
171,171,001,001,Scratch on Cylinder Barrel Inner Wall involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,Scratch on Cylinder Barrel Inner Wall involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,QMS_ASSEMBLY,2026/05/12 03:57:00,QMS_ASSEMBLY,PERS-0171,Piston Rod Assembly 171,WS-HYD-04,Hydraulic Assembly Section,DEPT-QA-04,Precision Machining Workshop,Scratch on Cylinder Barrel Inner Wall involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,DOCNO-0171
172,172,002,002,Pressure Holding Leakage Rate Out of Tolerance involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,Pressure Holding Leakage Rate Out of Tolerance involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,QMS_SERVICE,2026/05/13 04:04:00,QMS_SERVICE,PERS-0172,Cylinder Barrel Assembly 172,WS-HYD-05,Pressure Test Section,DEPT-QA-05,Outsourcing Quality Office,Pressure Holding Leakage Rate Out of Tolerance involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,DOCNO-0172
173,173,003,003,Actuation Hysteresis involving Front End Cap; review and disposition are required according to the nonconformance process.,Actuation Hysteresis involving Front End Cap; review and disposition are required according to the nonconformance process.,QMS_MAKE,2026/05/14 04:11:00,QMS_MAKE,PERS-0173,Front End Cap 173,WS-HYD-06,Final Inspection Section,DEPT-QA-06,Aviation Materials Procurement Department,Actuation Hysteresis involving Front End Cap; review and disposition are required according to the nonconformance process.,DOCNO-0173
174,174,004,004,Minor Leakage at Hydraulic Fitting involving Rear End Cap; review and disposition are required according to the nonconformance process.,Minor Leakage at Hydraulic Fitting involving Rear End Cap; review and disposition are required according to the nonconformance process.,QMS_BUY,2026/05/15 04:18:00,QMS_BUY,PERS-0174,Rear End Cap 174,WS-HYD-07,Repair Processing Section,DEPT-QA-01,Field Support Department,Minor Leakage at Hydraulic Fitting involving Rear End Cap; review and disposition are required according to the nonconformance process.,DOCNO-0174
175,175,005,005,Excessive Trunnion Bushing Clearance involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,Excessive Trunnion Bushing Clearance involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,QMS_ASSEMBLY,2026/05/16 04:25:00,QMS_ASSEMBLY,PERS-0175,Seal Ring Assembly 175,WS-HYD-08,Machining Section 1,DEPT-QA-02,Quality Management Department,Excessive Trunnion Bushing Clearance involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,DOCNO-0175
176,176,006,006,Loose Displacement Sensor Bracket involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,Loose Displacement Sensor Bracket involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,QMS_SERVICE,2026/05/17 04:32:00,QMS_SERVICE,PERS-0176,Trunnion Bushing 176,WS-HYD-01,Precision Grinding Section,DEPT-QA-03,Hydraulic Assembly Workshop,Loose Displacement Sensor Bracket involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,DOCNO-0176
177,177,007,007,Chrome Plating Scratch on Piston Rod involving Spherical Bearing; review and disposition are required according to the nonconformance process.,Chrome Plating Scratch on Piston Rod involving Spherical Bearing; review and disposition are required according to the nonconformance process.,QMS_MAKE,2026/05/18 04:39:00,QMS_MAKE,PERS-0177,Spherical Bearing 177,WS-HYD-02,Hydraulic Assembly Section,DEPT-QA-04,Precision Machining Workshop,Chrome Plating Scratch on Piston Rod involving Spherical Bearing; review and disposition are required according to the nonconformance process.,DOCNO-0177
178,178,008,008,Seal Ring Compression Damage involving Throttle Connector; review and disposition are required according to the nonconformance process.,Seal Ring Compression Damage involving Throttle Connector; review and disposition are required according to the nonconformance process.,QMS_BUY,2026/05/19 04:46:00,QMS_BUY,PERS-0178,Throttle Connector 178,WS-HYD-03,Pressure Test Section,DEPT-QA-05,Outsourcing Quality Office,Seal Ring Compression Damage involving Throttle Connector; review and disposition are required according to the nonconformance process.,DOCNO-0178
179,179,009,009,Scratch on Cylinder Barrel Inner Wall involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,Scratch on Cylinder Barrel Inner Wall involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,QMS_ASSEMBLY,2026/05/20 04:53:00,QMS_ASSEMBLY,PERS-0179,Displacement Sensor Bracket 179,WS-HYD-04,Final Inspection Section,DEPT-QA-06,Aviation Materials Procurement Department,Scratch on Cylinder Barrel Inner Wall involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,DOCNO-0179
180,180,001,001,Pressure Holding Leakage Rate Out of Tolerance involving Locking Nut; review and disposition are required according to the nonconformance process.,Pressure Holding Leakage Rate Out of Tolerance involving Locking Nut; review and disposition are required according to the nonconformance process.,QMS_SERVICE,2026/05/21 05:00:00,QMS_SERVICE,PERS-0180,Locking Nut 180,WS-HYD-05,Repair Processing Section,DEPT-QA-01,Field Support Department,Pressure Holding Leakage Rate Out of Tolerance involving Locking Nut; review and disposition are required according to the nonconformance process.,DOCNO-0180
181,181,002,002,Actuation Hysteresis involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,Actuation Hysteresis involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,QMS_MAKE,2026/05/22 05:07:00,QMS_MAKE,PERS-0181,Piston Rod Assembly 181,WS-HYD-06,Machining Section 1,DEPT-QA-02,Quality Management Department,Actuation Hysteresis involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,DOCNO-0181
182,182,003,003,Minor Leakage at Hydraulic Fitting involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,Minor Leakage at Hydraulic Fitting involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,QMS_BUY,2026/05/23 05:14:00,QMS_BUY,PERS-0182,Cylinder Barrel Assembly 182,WS-HYD-07,Precision Grinding Section,DEPT-QA-03,Hydraulic Assembly Workshop,Minor Leakage at Hydraulic Fitting involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,DOCNO-0182
183,183,004,004,Excessive Trunnion Bushing Clearance involving Front End Cap; review and disposition are required according to the nonconformance process.,Excessive Trunnion Bushing Clearance involving Front End Cap; review and disposition are required according to the nonconformance process.,QMS_ASSEMBLY,2026/05/24 05:21:00,QMS_ASSEMBLY,PERS-0183,Front End Cap 183,WS-HYD-08,Hydraulic Assembly Section,DEPT-QA-04,Precision Machining Workshop,Excessive Trunnion Bushing Clearance involving Front End Cap; review and disposition are required according to the nonconformance process.,DOCNO-0183
184,184,005,005,Loose Displacement Sensor Bracket involving Rear End Cap; review and disposition are required according to the nonconformance process.,Loose Displacement Sensor Bracket involving Rear End Cap; review and disposition are required according to the nonconformance process.,QMS_SERVICE,2026/05/25 05:28:00,QMS_SERVICE,PERS-0184,Rear End Cap 184,WS-HYD-01,Pressure Test Section,DEPT-QA-05,Outsourcing Quality Office,Loose Displacement Sensor Bracket involving Rear End Cap; review and disposition are required according to the nonconformance process.,DOCNO-0184
185,185,006,006,Chrome Plating Scratch on Piston Rod involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,Chrome Plating Scratch on Piston Rod involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,QMS_MAKE,2026/05/26 05:35:00,QMS_MAKE,PERS-0185,Seal Ring Assembly 185,WS-HYD-02,Final Inspection Section,DEPT-QA-06,Aviation Materials Procurement Department,Chrome Plating Scratch on Piston Rod involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,DOCNO-0185
186,186,007,007,Seal Ring Compression Damage involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,Seal Ring Compression Damage involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,QMS_BUY,2026/05/27 05:42:00,QMS_BUY,PERS-0186,Trunnion Bushing 186,WS-HYD-03,Repair Processing Section,DEPT-QA-01,Field Support Department,Seal Ring Compression Damage involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,DOCNO-0186
187,187,008,008,Scratch on Cylinder Barrel Inner Wall involving Spherical Bearing; review and disposition are required according to the nonconformance process.,Scratch on Cylinder Barrel Inner Wall involving Spherical Bearing; review and disposition are required according to the nonconformance process.,QMS_ASSEMBLY,2026/05/28 05:49:00,QMS_ASSEMBLY,PERS-0187,Spherical Bearing 187,WS-HYD-04,Machining Section 1,DEPT-QA-02,Quality Management Department,Scratch on Cylinder Barrel Inner Wall involving Spherical Bearing; review and disposition are required according to the nonconformance process.,DOCNO-0187
188,188,009,009,Pressure Holding Leakage Rate Out of Tolerance involving Throttle Connector; review and disposition are required according to the nonconformance process.,Pressure Holding Leakage Rate Out of Tolerance involving Throttle Connector; review and disposition are required according to the nonconformance process.,QMS_SERVICE,2026/05/29 05:56:00,QMS_SERVICE,PERS-0188,Throttle Connector 188,WS-HYD-05,Precision Grinding Section,DEPT-QA-03,Hydraulic Assembly Workshop,Pressure Holding Leakage Rate Out of Tolerance involving Throttle Connector; review and disposition are required according to the nonconformance process.,DOCNO-0188
189,189,001,001,Actuation Hysteresis involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,Actuation Hysteresis involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,QMS_MAKE,2026/05/30 06:03:00,QMS_MAKE,PERS-0189,Displacement Sensor Bracket 189,WS-HYD-06,Hydraulic Assembly Section,DEPT-QA-04,Precision Machining Workshop,Actuation Hysteresis involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,DOCNO-0189
190,190,002,002,Minor Leakage at Hydraulic Fitting involving Locking Nut; review and disposition are required according to the nonconformance process.,Minor Leakage at Hydraulic Fitting involving Locking Nut; review and disposition are required according to the nonconformance process.,QMS_BUY,2026/05/31 06:10:00,QMS_BUY,PERS-0190,Locking Nut 190,WS-HYD-07,Pressure Test Section,DEPT-QA-05,Outsourcing Quality Office,Minor Leakage at Hydraulic Fitting involving Locking Nut; review and disposition are required according to the nonconformance process.,DOCNO-0190
191,191,003,003,Excessive Trunnion Bushing Clearance involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,Excessive Trunnion Bushing Clearance involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,QMS_ASSEMBLY,2026/06/01 06:17:00,QMS_ASSEMBLY,PERS-0191,Piston Rod Assembly 191,WS-HYD-08,Final Inspection Section,DEPT-QA-06,Aviation Materials Procurement Department,Excessive Trunnion Bushing Clearance involving Piston Rod Assembly; review and disposition are required according to the nonconformance process.,DOCNO-0191
192,192,004,004,Loose Displacement Sensor Bracket involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,Loose Displacement Sensor Bracket involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,QMS_SERVICE,2026/06/02 06:24:00,QMS_SERVICE,PERS-0192,Cylinder Barrel Assembly 192,WS-HYD-01,Repair Processing Section,DEPT-QA-01,Field Support Department,Loose Displacement Sensor Bracket involving Cylinder Barrel Assembly; review and disposition are required according to the nonconformance process.,DOCNO-0192
193,193,005,005,Chrome Plating Scratch on Piston Rod involving Front End Cap; review and disposition are required according to the nonconformance process.,Chrome Plating Scratch on Piston Rod involving Front End Cap; review and disposition are required according to the nonconformance process.,QMS_MAKE,2026/06/03 06:31:00,QMS_MAKE,PERS-0193,Front End Cap 193,WS-HYD-02,Machining Section 1,DEPT-QA-02,Quality Management Department,Chrome Plating Scratch on Piston Rod involving Front End Cap; review and disposition are required according to the nonconformance process.,DOCNO-0193
194,194,006,006,Seal Ring Compression Damage involving Rear End Cap; review and disposition are required according to the nonconformance process.,Seal Ring Compression Damage involving Rear End Cap; review and disposition are required according to the nonconformance process.,QMS_BUY,2026/06/04 06:38:00,QMS_BUY,PERS-0194,Rear End Cap 194,WS-HYD-03,Precision Grinding Section,DEPT-QA-03,Hydraulic Assembly Workshop,Seal Ring Compression Damage involving Rear End Cap; review and disposition are required according to the nonconformance process.,DOCNO-0194
195,195,007,007,Scratch on Cylinder Barrel Inner Wall involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,Scratch on Cylinder Barrel Inner Wall involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,QMS_ASSEMBLY,2026/06/05 06:45:00,QMS_ASSEMBLY,PERS-0195,Seal Ring Assembly 195,WS-HYD-04,Hydraulic Assembly Section,DEPT-QA-04,Precision Machining Workshop,Scratch on Cylinder Barrel Inner Wall involving Seal Ring Assembly; review and disposition are required according to the nonconformance process.,DOCNO-0195
196,196,008,008,Pressure Holding Leakage Rate Out of Tolerance involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,Pressure Holding Leakage Rate Out of Tolerance involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,QMS_SERVICE,2026/06/06 06:52:00,QMS_SERVICE,PERS-0196,Trunnion Bushing 196,WS-HYD-05,Pressure Test Section,DEPT-QA-05,Outsourcing Quality Office,Pressure Holding Leakage Rate Out of Tolerance involving Trunnion Bushing; review and disposition are required according to the nonconformance process.,DOCNO-0196
197,197,009,009,Actuation Hysteresis involving Spherical Bearing; review and disposition are required according to the nonconformance process.,Actuation Hysteresis involving Spherical Bearing; review and disposition are required according to the nonconformance process.,QMS_MAKE,2026/05/10 06:59:00,QMS_MAKE,PERS-0197,Spherical Bearing 197,WS-HYD-06,Final Inspection Section,DEPT-QA-06,Aviation Materials Procurement Department,Actuation Hysteresis involving Spherical Bearing; review and disposition are required according to the nonconformance process.,DOCNO-0197
198,198,001,001,Minor Leakage at Hydraulic Fitting involving Throttle Connector; review and disposition are required according to the nonconformance process.,Minor Leakage at Hydraulic Fitting involving Throttle Connector; review and disposition are required according to the nonconformance process.,QMS_BUY,2026/05/11 07:06:00,QMS_BUY,PERS-0198,Throttle Connector 198,WS-HYD-07,Repair Processing Section,DEPT-QA-01,Field Support Department,Minor Leakage at Hydraulic Fitting involving Throttle Connector; review and disposition are required according to the nonconformance process.,DOCNO-0198
199,199,002,002,Excessive Trunnion Bushing Clearance involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,Excessive Trunnion Bushing Clearance involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,QMS_ASSEMBLY,2026/05/12 07:13:00,QMS_ASSEMBLY,PERS-0199,Displacement Sensor Bracket 199,WS-HYD-08,Machining Section 1,DEPT-QA-02,Quality Management Department,Excessive Trunnion Bushing Clearance involving Displacement Sensor Bracket; review and disposition are required according to the nonconformance process.,DOCNO-0199
200,200,003,003,Loose Displacement Sensor Bracket involving Locking Nut; review and disposition are required according to the nonconformance process.,Loose Displacement Sensor Bracket involving Locking Nut; review and disposition are required according to the nonconformance process.,QMS_SERVICE,2026/05/13 07:20:00,QMS_SERVICE,PERS-0200,Locking Nut 200,WS-HYD-01,Precision Grinding Section,DEPT-QA-03,Hydraulic Assembly Workshop,Loose Displacement Sensor Bracket involving Locking Nut; review and disposition are required according to the nonconformance process.,DOCNO-0200
