quality_event_doc_id,quality_event_no,event_source_code,event_type_code,event_title,event_desc,event_time_text,severity_code,event_status_code,trigger_source_no,component_serial_no,part_serial_no,work_order_no,subject_type_code,subject_role_code,impact_desc
152,QE-CF-2026-0152,QMS_SERVICE,QMS_QE_PUR,Cylinder Barrel Assembly 152,"Loose Displacement Sensor Bracket was found on Cylinder Barrel Assembly during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/05/21 01:44:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0152,PIN-2026-0152,WO-LG-2026-0152,QMS_SERVICE,QMS_CLOSED,"Loose Displacement Sensor Bracket was found on Cylinder Barrel Assembly during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
153,QE-CF-2026-0153,QMS_MAKE,QMS_QE_ASM,Front End Cap 153,"Chrome Plating Scratch on Piston Rod was found on Front End Cap during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/22 01:51:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0153,PIN-2026-0153,WO-LG-2026-0153,QMS_MAKE,QMS_NORMAL,"Chrome Plating Scratch on Piston Rod was found on Front End Cap during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
154,QE-CF-2026-0154,QMS_BUY,QMS_QE_PARAM,Rear End Cap 154,"Seal Ring Compression Damage was found on Rear End Cap during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/05/23 01:58:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0154,PIN-2026-0154,WO-LG-2026-0154,QMS_BUY,QMS_WARNING,"Seal Ring Compression Damage was found on Rear End Cap during Actuation Time inspection, and the issue has entered the quality event closure process."
155,QE-CF-2026-0155,QMS_ASSEMBLY,QMS_QE_MRO,Seal Ring Assembly 155,"Scratch on Cylinder Barrel Inner Wall was found on Seal Ring Assembly during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/05/24 02:05:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0155,PIN-2026-0155,WO-LG-2026-0155,QMS_ASSEMBLY,QMS_QUALIFIED,"Scratch on Cylinder Barrel Inner Wall was found on Seal Ring Assembly during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
156,QE-CF-2026-0156,QMS_SERVICE,QMS_QE_MFG,Trunnion Bushing 156,"Pressure Holding Leakage Rate Out of Tolerance was found on Trunnion Bushing during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/05/25 02:12:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0156,PIN-2026-0156,WO-LG-2026-0156,QMS_SERVICE,QMS_CLOSED,"Pressure Holding Leakage Rate Out of Tolerance was found on Trunnion Bushing during Locking Clearance inspection, and the issue has entered the quality event closure process."
157,QE-CF-2026-0157,QMS_MAKE,QMS_QE_PUR,Spherical Bearing 157,"Actuation Hysteresis was found on Spherical Bearing during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/05/26 02:19:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0157,PIN-2026-0157,WO-LG-2026-0157,QMS_MAKE,QMS_NORMAL,"Actuation Hysteresis was found on Spherical Bearing during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
158,QE-CF-2026-0158,QMS_BUY,QMS_QE_ASM,Throttle Connector 158,"Minor Leakage at Hydraulic Fitting was found on Throttle Connector during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/05/27 02:26:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0158,PIN-2026-0158,WO-LG-2026-0158,QMS_BUY,QMS_WARNING,"Minor Leakage at Hydraulic Fitting was found on Throttle Connector during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
159,QE-CF-2026-0159,QMS_ASSEMBLY,QMS_QE_PARAM,Displacement Sensor Bracket 159,"Excessive Trunnion Bushing Clearance was found on Displacement Sensor Bracket during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/28 02:33:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0159,PIN-2026-0159,WO-LG-2026-0159,QMS_ASSEMBLY,QMS_QUALIFIED,"Excessive Trunnion Bushing Clearance was found on Displacement Sensor Bracket during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
160,QE-CF-2026-0160,QMS_SERVICE,QMS_QE_MRO,Locking Nut 160,"Loose Displacement Sensor Bracket was found on Locking Nut during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/05/29 02:40:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0160,PIN-2026-0160,WO-LG-2026-0160,QMS_SERVICE,QMS_CLOSED,"Loose Displacement Sensor Bracket was found on Locking Nut during Actuation Time inspection, and the issue has entered the quality event closure process."
161,QE-CF-2026-0161,QMS_MAKE,QMS_QE_MFG,Piston Rod Assembly 161,"Chrome Plating Scratch on Piston Rod was found on Piston Rod Assembly during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/05/30 02:47:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0161,PIN-2026-0161,WO-LG-2026-0161,QMS_MAKE,QMS_NORMAL,"Chrome Plating Scratch on Piston Rod was found on Piston Rod Assembly during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
162,QE-CF-2026-0162,QMS_BUY,QMS_QE_PUR,Cylinder Barrel Assembly 162,"Seal Ring Compression Damage was found on Cylinder Barrel Assembly during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/05/31 02:54:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0162,PIN-2026-0162,WO-LG-2026-0162,QMS_BUY,QMS_WARNING,"Seal Ring Compression Damage was found on Cylinder Barrel Assembly during Locking Clearance inspection, and the issue has entered the quality event closure process."
163,QE-CF-2026-0163,QMS_ASSEMBLY,QMS_QE_ASM,Front End Cap 163,"Scratch on Cylinder Barrel Inner Wall was found on Front End Cap during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/06/01 03:01:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0163,PIN-2026-0163,WO-LG-2026-0163,QMS_ASSEMBLY,QMS_QUALIFIED,"Scratch on Cylinder Barrel Inner Wall was found on Front End Cap during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
164,QE-CF-2026-0164,QMS_SERVICE,QMS_QE_PARAM,Rear End Cap 164,"Pressure Holding Leakage Rate Out of Tolerance was found on Rear End Cap during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/06/02 03:08:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0164,PIN-2026-0164,WO-LG-2026-0164,QMS_SERVICE,QMS_CLOSED,"Pressure Holding Leakage Rate Out of Tolerance was found on Rear End Cap during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
165,QE-CF-2026-0165,QMS_MAKE,QMS_QE_MRO,Seal Ring Assembly 165,"Actuation Hysteresis was found on Seal Ring Assembly during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/06/03 03:15:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0165,PIN-2026-0165,WO-LG-2026-0165,QMS_MAKE,QMS_NORMAL,"Actuation Hysteresis was found on Seal Ring Assembly during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
166,QE-CF-2026-0166,QMS_BUY,QMS_QE_MFG,Trunnion Bushing 166,"Minor Leakage at Hydraulic Fitting was found on Trunnion Bushing during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/06/04 03:22:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0166,PIN-2026-0166,WO-LG-2026-0166,QMS_BUY,QMS_WARNING,"Minor Leakage at Hydraulic Fitting was found on Trunnion Bushing during Actuation Time inspection, and the issue has entered the quality event closure process."
167,QE-CF-2026-0167,QMS_ASSEMBLY,QMS_QE_PUR,Spherical Bearing 167,"Excessive Trunnion Bushing Clearance was found on Spherical Bearing during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/06/05 03:29:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0167,PIN-2026-0167,WO-LG-2026-0167,QMS_ASSEMBLY,QMS_QUALIFIED,"Excessive Trunnion Bushing Clearance was found on Spherical Bearing during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
168,QE-CF-2026-0168,QMS_SERVICE,QMS_QE_ASM,Throttle Connector 168,"Loose Displacement Sensor Bracket was found on Throttle Connector during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/06/06 03:36:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0168,PIN-2026-0168,WO-LG-2026-0168,QMS_SERVICE,QMS_CLOSED,"Loose Displacement Sensor Bracket was found on Throttle Connector during Locking Clearance inspection, and the issue has entered the quality event closure process."
169,QE-CF-2026-0169,QMS_MAKE,QMS_QE_PARAM,Displacement Sensor Bracket 169,"Chrome Plating Scratch on Piston Rod was found on Displacement Sensor Bracket during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/05/10 03:43:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0169,PIN-2026-0169,WO-LG-2026-0169,QMS_MAKE,QMS_NORMAL,"Chrome Plating Scratch on Piston Rod was found on Displacement Sensor Bracket during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
170,QE-CF-2026-0170,QMS_BUY,QMS_QE_MRO,Locking Nut 170,"Seal Ring Compression Damage was found on Locking Nut during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/05/11 03:50:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0170,PIN-2026-0170,WO-LG-2026-0170,QMS_BUY,QMS_WARNING,"Seal Ring Compression Damage was found on Locking Nut during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
171,QE-CF-2026-0171,QMS_ASSEMBLY,QMS_QE_MFG,Piston Rod Assembly 171,"Scratch on Cylinder Barrel Inner Wall was found on Piston Rod Assembly during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/12 03:57:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0171,PIN-2026-0171,WO-LG-2026-0171,QMS_ASSEMBLY,QMS_QUALIFIED,"Scratch on Cylinder Barrel Inner Wall was found on Piston Rod Assembly during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
172,QE-CF-2026-0172,QMS_SERVICE,QMS_QE_PUR,Cylinder Barrel Assembly 172,"Pressure Holding Leakage Rate Out of Tolerance was found on Cylinder Barrel Assembly during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/05/13 04:04:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0172,PIN-2026-0172,WO-LG-2026-0172,QMS_SERVICE,QMS_CLOSED,"Pressure Holding Leakage Rate Out of Tolerance was found on Cylinder Barrel Assembly during Actuation Time inspection, and the issue has entered the quality event closure process."
173,QE-CF-2026-0173,QMS_MAKE,QMS_QE_ASM,Front End Cap 173,"Actuation Hysteresis was found on Front End Cap during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/05/14 04:11:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0173,PIN-2026-0173,WO-LG-2026-0173,QMS_MAKE,QMS_NORMAL,"Actuation Hysteresis was found on Front End Cap during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
174,QE-CF-2026-0174,QMS_BUY,QMS_QE_PARAM,Rear End Cap 174,"Minor Leakage at Hydraulic Fitting was found on Rear End Cap during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/05/15 04:18:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0174,PIN-2026-0174,WO-LG-2026-0174,QMS_BUY,QMS_WARNING,"Minor Leakage at Hydraulic Fitting was found on Rear End Cap during Locking Clearance inspection, and the issue has entered the quality event closure process."
175,QE-CF-2026-0175,QMS_ASSEMBLY,QMS_QE_MRO,Seal Ring Assembly 175,"Excessive Trunnion Bushing Clearance was found on Seal Ring Assembly during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/05/16 04:25:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0175,PIN-2026-0175,WO-LG-2026-0175,QMS_ASSEMBLY,QMS_QUALIFIED,"Excessive Trunnion Bushing Clearance was found on Seal Ring Assembly during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
176,QE-CF-2026-0176,QMS_SERVICE,QMS_QE_MFG,Trunnion Bushing 176,"Loose Displacement Sensor Bracket was found on Trunnion Bushing during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/05/17 04:32:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0176,PIN-2026-0176,WO-LG-2026-0176,QMS_SERVICE,QMS_CLOSED,"Loose Displacement Sensor Bracket was found on Trunnion Bushing during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
177,QE-CF-2026-0177,QMS_MAKE,QMS_QE_PUR,Spherical Bearing 177,"Chrome Plating Scratch on Piston Rod was found on Spherical Bearing during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/18 04:39:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0177,PIN-2026-0177,WO-LG-2026-0177,QMS_MAKE,QMS_NORMAL,"Chrome Plating Scratch on Piston Rod was found on Spherical Bearing during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
178,QE-CF-2026-0178,QMS_BUY,QMS_QE_ASM,Throttle Connector 178,"Seal Ring Compression Damage was found on Throttle Connector during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/05/19 04:46:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0178,PIN-2026-0178,WO-LG-2026-0178,QMS_BUY,QMS_WARNING,"Seal Ring Compression Damage was found on Throttle Connector during Actuation Time inspection, and the issue has entered the quality event closure process."
179,QE-CF-2026-0179,QMS_ASSEMBLY,QMS_QE_PARAM,Displacement Sensor Bracket 179,"Scratch on Cylinder Barrel Inner Wall was found on Displacement Sensor Bracket during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/05/20 04:53:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0179,PIN-2026-0179,WO-LG-2026-0179,QMS_ASSEMBLY,QMS_QUALIFIED,"Scratch on Cylinder Barrel Inner Wall was found on Displacement Sensor Bracket during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
180,QE-CF-2026-0180,QMS_SERVICE,QMS_QE_MRO,Locking Nut 180,"Pressure Holding Leakage Rate Out of Tolerance was found on Locking Nut during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/05/21 05:00:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0180,PIN-2026-0180,WO-LG-2026-0180,QMS_SERVICE,QMS_CLOSED,"Pressure Holding Leakage Rate Out of Tolerance was found on Locking Nut during Locking Clearance inspection, and the issue has entered the quality event closure process."
181,QE-CF-2026-0181,QMS_MAKE,QMS_QE_MFG,Piston Rod Assembly 181,"Actuation Hysteresis was found on Piston Rod Assembly during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/05/22 05:07:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0181,PIN-2026-0181,WO-LG-2026-0181,QMS_MAKE,QMS_NORMAL,"Actuation Hysteresis was found on Piston Rod Assembly during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
182,QE-CF-2026-0182,QMS_BUY,QMS_QE_PUR,Cylinder Barrel Assembly 182,"Minor Leakage at Hydraulic Fitting was found on Cylinder Barrel Assembly during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/05/23 05:14:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0182,PIN-2026-0182,WO-LG-2026-0182,QMS_BUY,QMS_WARNING,"Minor Leakage at Hydraulic Fitting was found on Cylinder Barrel Assembly during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
183,QE-CF-2026-0183,QMS_ASSEMBLY,QMS_QE_ASM,Front End Cap 183,"Excessive Trunnion Bushing Clearance was found on Front End Cap during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/24 05:21:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0183,PIN-2026-0183,WO-LG-2026-0183,QMS_ASSEMBLY,QMS_QUALIFIED,"Excessive Trunnion Bushing Clearance was found on Front End Cap during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
184,QE-CF-2026-0184,QMS_SERVICE,QMS_QE_PARAM,Rear End Cap 184,"Loose Displacement Sensor Bracket was found on Rear End Cap during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/05/25 05:28:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0184,PIN-2026-0184,WO-LG-2026-0184,QMS_SERVICE,QMS_CLOSED,"Loose Displacement Sensor Bracket was found on Rear End Cap during Actuation Time inspection, and the issue has entered the quality event closure process."
185,QE-CF-2026-0185,QMS_MAKE,QMS_QE_MRO,Seal Ring Assembly 185,"Chrome Plating Scratch on Piston Rod was found on Seal Ring Assembly during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/05/26 05:35:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0185,PIN-2026-0185,WO-LG-2026-0185,QMS_MAKE,QMS_NORMAL,"Chrome Plating Scratch on Piston Rod was found on Seal Ring Assembly during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
186,QE-CF-2026-0186,QMS_BUY,QMS_QE_MFG,Trunnion Bushing 186,"Seal Ring Compression Damage was found on Trunnion Bushing during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/05/27 05:42:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0186,PIN-2026-0186,WO-LG-2026-0186,QMS_BUY,QMS_WARNING,"Seal Ring Compression Damage was found on Trunnion Bushing during Locking Clearance inspection, and the issue has entered the quality event closure process."
187,QE-CF-2026-0187,QMS_ASSEMBLY,QMS_QE_PUR,Spherical Bearing 187,"Scratch on Cylinder Barrel Inner Wall was found on Spherical Bearing during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/05/28 05:49:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0187,PIN-2026-0187,WO-LG-2026-0187,QMS_ASSEMBLY,QMS_QUALIFIED,"Scratch on Cylinder Barrel Inner Wall was found on Spherical Bearing during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
188,QE-CF-2026-0188,QMS_SERVICE,QMS_QE_ASM,Throttle Connector 188,"Pressure Holding Leakage Rate Out of Tolerance was found on Throttle Connector during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/05/29 05:56:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0188,PIN-2026-0188,WO-LG-2026-0188,QMS_SERVICE,QMS_CLOSED,"Pressure Holding Leakage Rate Out of Tolerance was found on Throttle Connector during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
189,QE-CF-2026-0189,QMS_MAKE,QMS_QE_PARAM,Displacement Sensor Bracket 189,"Actuation Hysteresis was found on Displacement Sensor Bracket during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/30 06:03:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0189,PIN-2026-0189,WO-LG-2026-0189,QMS_MAKE,QMS_NORMAL,"Actuation Hysteresis was found on Displacement Sensor Bracket during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
190,QE-CF-2026-0190,QMS_BUY,QMS_QE_MRO,Locking Nut 190,"Minor Leakage at Hydraulic Fitting was found on Locking Nut during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/05/31 06:10:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0190,PIN-2026-0190,WO-LG-2026-0190,QMS_BUY,QMS_WARNING,"Minor Leakage at Hydraulic Fitting was found on Locking Nut during Actuation Time inspection, and the issue has entered the quality event closure process."
191,QE-CF-2026-0191,QMS_ASSEMBLY,QMS_QE_MFG,Piston Rod Assembly 191,"Excessive Trunnion Bushing Clearance was found on Piston Rod Assembly during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/06/01 06:17:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0191,PIN-2026-0191,WO-LG-2026-0191,QMS_ASSEMBLY,QMS_QUALIFIED,"Excessive Trunnion Bushing Clearance was found on Piston Rod Assembly during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
192,QE-CF-2026-0192,QMS_SERVICE,QMS_QE_PUR,Cylinder Barrel Assembly 192,"Loose Displacement Sensor Bracket was found on Cylinder Barrel Assembly during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/06/02 06:24:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0192,PIN-2026-0192,WO-LG-2026-0192,QMS_SERVICE,QMS_CLOSED,"Loose Displacement Sensor Bracket was found on Cylinder Barrel Assembly during Locking Clearance inspection, and the issue has entered the quality event closure process."
193,QE-CF-2026-0193,QMS_MAKE,QMS_QE_ASM,Front End Cap 193,"Chrome Plating Scratch on Piston Rod was found on Front End Cap during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/06/03 06:31:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0193,PIN-2026-0193,WO-LG-2026-0193,QMS_MAKE,QMS_NORMAL,"Chrome Plating Scratch on Piston Rod was found on Front End Cap during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
194,QE-CF-2026-0194,QMS_BUY,QMS_QE_PARAM,Rear End Cap 194,"Seal Ring Compression Damage was found on Rear End Cap during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/06/04 06:38:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0194,PIN-2026-0194,WO-LG-2026-0194,QMS_BUY,QMS_WARNING,"Seal Ring Compression Damage was found on Rear End Cap during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
195,QE-CF-2026-0195,QMS_ASSEMBLY,QMS_QE_MRO,Seal Ring Assembly 195,"Scratch on Cylinder Barrel Inner Wall was found on Seal Ring Assembly during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/06/05 06:45:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0195,PIN-2026-0195,WO-LG-2026-0195,QMS_ASSEMBLY,QMS_QUALIFIED,"Scratch on Cylinder Barrel Inner Wall was found on Seal Ring Assembly during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
196,QE-CF-2026-0196,QMS_SERVICE,QMS_QE_MFG,Trunnion Bushing 196,"Pressure Holding Leakage Rate Out of Tolerance was found on Trunnion Bushing during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/06/06 06:52:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0196,PIN-2026-0196,WO-LG-2026-0196,QMS_SERVICE,QMS_CLOSED,"Pressure Holding Leakage Rate Out of Tolerance was found on Trunnion Bushing during Actuation Time inspection, and the issue has entered the quality event closure process."
197,QE-CF-2026-0197,QMS_MAKE,QMS_QE_PUR,Spherical Bearing 197,"Actuation Hysteresis was found on Spherical Bearing during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/05/10 06:59:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0197,PIN-2026-0197,WO-LG-2026-0197,QMS_MAKE,QMS_NORMAL,"Actuation Hysteresis was found on Spherical Bearing during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
198,QE-CF-2026-0198,QMS_BUY,QMS_QE_ASM,Throttle Connector 198,"Minor Leakage at Hydraulic Fitting was found on Throttle Connector during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/05/11 07:06:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0198,PIN-2026-0198,WO-LG-2026-0198,QMS_BUY,QMS_WARNING,"Minor Leakage at Hydraulic Fitting was found on Throttle Connector during Locking Clearance inspection, and the issue has entered the quality event closure process."
199,QE-CF-2026-0199,QMS_ASSEMBLY,QMS_QE_PARAM,Displacement Sensor Bracket 199,"Excessive Trunnion Bushing Clearance was found on Displacement Sensor Bracket during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/05/12 07:13:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0199,PIN-2026-0199,WO-LG-2026-0199,QMS_ASSEMBLY,QMS_QUALIFIED,"Excessive Trunnion Bushing Clearance was found on Displacement Sensor Bracket during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
200,QE-CF-2026-0200,QMS_SERVICE,QMS_QE_MRO,Locking Nut 200,"Loose Displacement Sensor Bracket was found on Locking Nut during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/05/13 07:20:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0200,PIN-2026-0200,WO-LG-2026-0200,QMS_SERVICE,QMS_CLOSED,"Loose Displacement Sensor Bracket was found on Locking Nut during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
